,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%
3598,0.6,.429,1.4,0.0,,0.0,0.2,0.0,0.6,0.6,.429,1.4,0.0,,0.0,5,0,NBA,4.8,Courtney Sims,0.6,0.6,1.2,0.0,0.2,1.2,.429
3599,0.5,.400,1.3,,,,0.0,,,0.5,.400,1.3,0.0,,0.0,4,,NBA,3.0,Doug Sims,,1.0,1.0,,,1.0,.400
3600,0.8,.385,2.2,,,,1.7,0.0,0.7,0.8,.385,2.2,0.8,.667,1.3,12,,NBA,7.9,Scott Sims,0.4,1.3,2.5,0.3,1.6,1.1,.385
3601,0.6,.350,1.6,0.3,.400,0.7,0.8,0.0,0.7,0.8,.365,2.3,0.5,.857,0.6,37,2,NBA,8.2,Sean Singletary,0.3,1.2,2.4,0.3,0.6,0.9,.424
3602,1.3,.493,2.7,0.1,.292,0.5,0.4,0.5,2.4,1.5,.462,3.2,0.8,.833,1.0,243,19,NBA,13.4,James Singleton,1.3,1.6,3.9,0.4,0.6,3.7,.485
3603,1.0,1.000,1.0,0.0,.000,0.5,0.5,0.0,0.0,1.0,.667,1.5,0.0,,0.0,2,0,NBA,5.0,McKinley Singleton,0.0,0.5,2.0,0.0,0.0,0.0,.667
3604,0.4,.250,1.7,,,,0.3,,,0.4,.250,1.7,0.3,.375,0.7,12,,NBA,4.0,Zeke Sinicola,,0.8,1.1,,,0.2,.250
3605,0.9,.424,2.1,0.0,.000,0.0,0.6,0.1,0.8,0.9,.415,2.2,0.3,.520,0.6,43,0,NBA,7.1,Charlie Sitton,0.6,1.2,2.1,0.2,0.4,1.4,.415
3606,2.9,.455,6.5,0.9,.379,2.3,6.5,0.0,2.1,3.8,.435,8.8,2.6,.889,2.9,600,371,NBA,28.0,Scott Skiles,0.5,2.2,11.1,0.8,2.5,2.5,.485
3607,3.4,.453,7.6,0.0,.273,0.1,2.8,0.4,2.2,3.4,.452,7.6,2.3,.813,2.8,337,,TOT,21.7,Al Skinner,1.0,3.0,9.1,1.0,1.8,3.3,.452
3608,2.0,.494,4.0,0.0,.333,0.0,0.5,0.9,3.2,2.0,.494,4.0,0.8,.566,1.4,608,197,NBA,17.9,Brian Skinner,1.5,2.1,4.7,0.4,0.9,4.7,.494
3609,1.9,.434,4.4,,,,1.0,0.2,2.6,1.9,.434,4.4,0.8,.633,1.2,145,,NBA,19.3,Tal Skinner,1.5,1.9,4.6,0.7,,4.2,.434
3610,3.4,.388,8.8,,,,2.6,,,3.4,.388,8.8,1.4,.799,1.7,341,,NBA,27.0,Whitey Skoog,,3.0,8.2,,,3.3,.388
3611,0.7,.400,1.7,,,,0.0,,,0.7,.400,1.7,0.0,.000,0.3,3,,NBA,6.7,Jeff Slade,,1.0,1.3,,,2.3,.400
3612,1.9,.485,4.0,0.0,.000,0.0,0.6,0.2,1.7,1.9,.484,4.0,1.7,.629,2.7,259,44,NBA,13.6,Reggie Slater,1.3,1.9,5.6,0.4,0.9,3.0,.484
3613,1.9,.321,5.9,,,,0.9,,,1.9,.321,5.9,1.5,.603,2.4,28,,NBA,18.8,Jim Slaughter,,2.9,5.3,,,5.3,.321
3614,1.3,.406,3.1,0.1,.220,0.7,0.8,0.1,0.5,1.4,.374,3.8,0.6,.644,0.9,63,1,NBA,8.2,Jose Slaughter,0.5,1.5,3.6,0.6,0.7,1.1,.393
3615,0.9,.392,2.3,0.2,.265,0.7,0.5,0.1,0.7,1.1,.361,3.1,0.2,.538,0.4,66,0,NBA,7.8,Tamar Slay,0.4,1.1,2.6,0.4,0.6,1.1,.394
3616,5.5,.427,12.8,,,,2.5,0.2,4.8,5.5,.427,12.8,3.1,.722,4.3,755,,NBA,34.1,Jerry Sloan,2.1,3.6,14.0,2.2,,7.4,.427
3617,0.7,.542,1.2,0.1,.500,0.1,0.1,0.1,0.4,0.7,.538,1.3,0.5,.692,0.7,20,0,NBA,3.6,Uros Slokar,0.4,0.6,1.9,0.1,0.5,0.7,.558
3618,1.0,.536,1.8,0.0,.000,0.1,0.5,0.0,0.2,1.0,.517,1.9,0.4,.619,0.7,31,0,NBA,4.9,Tom Sluby,0.2,0.6,2.4,0.1,0.4,0.4,.517
3619,0.0,.000,0.5,0.0,.000,0.5,1.0,0.0,0.5,0.0,.000,1.0,1.0,1.000,1.0,2,0,NBA,6.0,Keith Smart,0.0,0.0,1.0,0.0,1.0,0.5,.000
3620,4.7,.347,13.6,,,,2.3,,,4.7,.347,13.6,3.3,.797,4.1,261,,TOT,12.6,Belus Smawley,,2.2,12.7,,,2.8,.347
3621,2.0,.256,7.9,,,,2.5,,,2.0,.256,7.9,2.1,.679,3.1,118,,TOT,,Jack Smiley,,3.3,6.2,,,,.256
3622,4.1,.430,9.6,0.0,.182,0.2,2.3,,0.6,4.1,.430,9.6,3.1,.838,3.7,772,,TOT,24.6,Adrian Smith,0.3,2.4,11.3,,0.6,2.1,.430
3623,3.2,.425,7.5,0.3,.292,1.1,5.3,0.1,1.8,3.5,.407,8.6,2.4,.773,3.1,337,,ABA,26.6,Al Smith,0.8,3.2,9.8,1.0,2.8,2.6,.427
3624,0.9,.242,3.7,,,,0.8,,,0.9,.242,3.7,0.8,.875,0.9,9,,NBA,9.2,Bill Smith,,0.7,2.6,,,1.8,.242
3625,5.5,.450,12.2,0.3,.284,1.0,2.0,0.3,2.7,5.5,.449,12.3,1.5,.798,1.9,865,,NBA,25.9,Bingo Smith,1.2,2.4,12.6,0.8,1.0,4.2,.450
3626,1.0,.236,4.2,,,,1.1,,,1.0,.236,4.2,0.8,.688,1.2,13,,NBA,10.5,Bobby Smith,,0.8,2.8,,,2.5,.236
3627,5.3,.479,11.0,0.0,.194,0.2,1.4,1.4,3.6,5.3,.475,11.2,3.7,.774,4.8,564,419,NBA,29.0,Charles Smith,2.1,3.4,14.4,0.8,1.8,5.8,.477
3628,0.9,.464,1.9,0.0,.000,0.1,1.6,0.0,0.8,0.9,.433,2.1,0.8,.675,1.1,73,0,NBA,8.1,Charles Smith,0.2,1.2,2.5,0.5,0.6,1.0,.433
3629,1.6,.473,3.4,0.5,.288,1.8,0.9,0.5,1.0,2.1,.409,5.1,0.4,.606,0.7,142,36,NBA,13.9,Charles Smith,0.4,1.4,5.1,0.6,0.8,1.4,.459
3630,1.6,.449,3.6,0.3,.366,0.7,2.8,0.3,1.0,1.9,.435,4.4,1.0,.713,1.4,224,39,NBA,17.7,Chris Smith,0.3,1.5,5.1,0.5,1.0,1.3,.466
3631,1.1,.437,2.6,0.0,.000,0.0,1.1,0.0,0.7,1.1,.430,2.6,0.7,.714,0.9,46,0,NBA,8.4,Clinton Smith,0.6,0.8,2.9,0.3,0.6,1.3,.430
3632,3.0,.560,5.4,0.0,.037,0.1,0.8,0.2,2.5,3.0,.553,5.5,1.6,.661,2.4,403,49,NBA,16.9,Craig Smith,1.3,2.4,7.6,0.5,1.0,3.9,.553
3633,0.7,.269,2.5,,,,0.1,,,0.7,.269,2.5,0.2,.429,0.4,48,,BAA,,Deb Smith,,1.0,1.5,,,,.269
3634,4.9,.507,9.6,0.1,.294,0.4,2.1,0.4,2.0,5.0,.499,10.0,2.8,.753,3.7,408,214,NBA,24.1,Derek Smith,1.2,3.0,12.8,0.6,1.7,3.2,.504
3635,0.3,.154,1.6,,,,0.3,,,0.3,.154,1.6,0.3,.667,0.4,8,,BAA,,Don Smith,,0.8,0.8,,,,.154
3636,2.4,.408,5.9,,,,0.9,0.1,0.3,2.4,.408,5.9,0.4,1.000,0.4,54,,NBA,10.0,Don Smith,0.3,0.8,5.2,0.4,,0.6,.408
3637,0.8,.447,1.9,0.1,.308,0.4,0.8,0.1,0.7,1.0,.421,2.3,0.6,.650,1.0,61,0,NBA,9.2,Donta Smith,0.4,1.1,2.7,0.5,0.5,1.1,.450
3638,3.4,.430,8.0,0.0,.083,0.1,1.4,0.5,2.8,3.4,.425,8.1,1.1,.773,1.4,296,118,NBA,19.7,Doug Smith,1.3,3.3,8.0,0.8,1.2,4.2,.426
3639,1.2,.286,4.1,,,,0.8,,,1.2,.286,4.1,0.6,.538,1.1,12,,NBA,10.6,Ed Smith,,1.4,2.9,,,2.7,.286
3640,5.6,.482,11.7,,,,1.4,2.9,7.1,5.6,.482,11.7,2.1,.579,3.7,562,,NBA,31.8,Elmore Smith,2.3,3.5,13.4,0.8,1.7,10.6,.482
3641,1.4,.437,3.2,0.0,,0.0,0.4,,2.3,1.4,.437,3.2,0.4,.311,1.3,134,,TOT,11.0,Garfield Smith,2.0,2.0,3.2,,0.5,3.3,.437
3642,3.3,.482,6.9,,,,1.8,0.1,1.5,3.3,.482,6.9,1.2,.646,1.8,524,,NBA,23.4,Greg Smith,0.8,3.0,7.8,0.5,,6.2,.482
3643,1.1,.420,2.7,0.0,.125,0.1,0.6,0.2,1.2,1.2,.413,2.8,0.7,.690,1.0,108,2,NBA,9.8,Jabari Smith,0.5,1.5,3.0,0.3,0.5,1.6,.414
3644,0.4,.250,1.6,0.2,.167,1.2,0.8,0.0,1.0,0.6,.214,2.8,0.0,,0.0,5,0,NBA,9.2,Jerry Smith,0.4,1.0,1.4,1.0,0.0,1.4,.250
3645,1.2,.514,2.3,0.0,,0.0,0.6,0.7,1.5,1.2,.514,2.3,0.5,.461,1.2,76,3,NBA,11.5,Jim Smith,0.9,2.5,2.9,0.3,0.6,2.5,.514
3646,4.2,.458,9.1,0.0,.238,0.1,1.0,0.8,4.0,4.2,.455,9.2,2.5,.790,3.1,1030,619,NBA,26.2,Joe Smith,2.4,2.9,10.9,0.6,1.3,6.4,.456
3647,2.4,.388,6.2,0.0,.000,0.0,0.8,,5.5,2.4,.387,6.2,1.2,.558,2.1,147,,ABA,22.9,John Smith,2.7,3.5,5.9,,1.4,8.3,.387
3648,1.3,.383,3.4,0.1,.333,0.2,1.0,0.1,0.5,1.4,.380,3.6,0.5,.750,0.7,42,4,NBA,11.0,Keith Smith,0.3,1.8,3.3,0.6,0.7,0.8,.390
3649,1.7,.423,4.1,0.1,.200,0.3,0.4,0.0,0.8,1.8,.410,4.4,0.7,.813,0.8,19,,ABA,8.6,Ken Smith,0.5,1.2,4.3,0.2,0.4,1.3,.416
3650,3.9,.503,7.7,0.9,.399,2.3,5.5,0.1,1.6,4.8,.480,10.0,2.3,.829,2.7,737,650,NBA,30.1,Kenny Smith,0.4,1.6,12.8,1.0,2.2,2.0,.525
3651,2.5,.446,5.6,0.2,.298,0.6,2.2,0.1,1.0,2.7,.432,6.1,1.2,.813,1.5,183,40,NBA,17.1,LaBradford Smith,0.5,2.0,6.7,0.8,1.2,1.5,.446
3652,2.9,.532,5.4,0.0,.000,0.0,1.1,0.5,5.3,2.9,.531,5.4,1.0,.531,1.8,883,525,NBA,25.9,Larry Smith,3.9,3.4,6.7,0.8,1.4,9.2,.531
3653,0.7,.393,1.9,0.0,,0.0,0.2,0.1,1.5,0.7,.393,1.9,0.7,.647,1.1,15,0,NBA,6.9,Leon Smith,0.7,0.9,2.2,0.3,0.2,2.2,.393
3654,2.0,.509,4.0,0.1,.150,0.4,1.0,0.0,1.0,2.1,.474,4.4,0.7,.835,0.9,141,10,NBA,9.4,Michael Smith,0.5,0.8,5.0,0.1,0.8,1.5,.481
3655,2.1,.539,3.9,0.0,.143,0.0,1.5,0.6,4.6,2.1,.538,3.9,1.4,.529,2.6,449,170,NBA,23.5,Michael Smith,2.5,2.5,5.6,0.8,1.2,7.1,.538
3656,0.9,.390,2.4,0.2,.167,1.1,0.6,0.2,0.7,1.1,.322,3.5,0.6,.625,0.9,17,0,NBA,10.6,Mike Smith,0.6,0.5,3.0,0.3,0.4,1.3,.347
3657,4.0,.467,8.5,0.1,.251,0.5,1.8,0.5,2.2,4.1,.455,9.0,2.2,.762,2.9,375,102,NBA,20.6,Otis Smith,1.6,2.1,10.5,1.0,1.5,3.8,.462
3658,0.4,.200,2.0,0.0,.000,0.4,0.2,,1.0,0.4,.167,2.4,0.0,,0.0,5,,ABA,6.4,Pete Smith,0.6,1.0,0.8,,1.0,1.6,.167
3659,6.1,.478,12.7,0.1,.253,0.3,3.9,0.3,2.1,6.1,.476,12.8,2.9,.779,3.7,659,58,NBA,29.1,Phil Smith,0.9,2.5,15.1,1.1,2.4,3.0,.477
3660,6.8,.472,14.5,0.1,.155,0.3,4.6,0.1,2.4,6.8,.470,14.6,3.0,.781,3.8,976,56,NBA,32.2,Randy Smith,1.1,2.6,16.7,1.7,2.4,3.7,.470
3661,0.6,.398,1.5,0.0,.000,0.0,0.1,0.1,1.0,0.6,.394,1.5,0.3,.404,0.8,66,9,NBA,5.8,Reggie Smith,0.8,1.0,1.5,0.2,0.2,1.8,.394
3662,1.8,.444,4.0,0.1,.238,0.4,1.8,0.1,1.0,1.8,.435,4.2,1.3,.877,1.4,229,1,NBA,13.6,Robert Smith,0.3,1.7,5.0,0.5,0.8,1.3,.441
3663,3.1,.403,7.8,0.0,.200,0.1,1.1,,3.8,3.1,.401,7.9,1.9,.657,2.9,255,,ABA,24.7,Sam Smith,2.9,2.2,8.2,,1.2,7.0,.402
3664,2.3,.446,5.3,0.3,.229,1.2,1.3,0.3,0.9,2.5,.419,6.0,1.6,.862,1.9,46,,NBA,13.5,Sam Smith,0.5,1.4,6.8,0.7,0.9,1.4,.433
3665,3.7,.476,7.7,1.2,.358,3.4,3.1,0.3,2.1,4.9,.440,11.1,3.3,.845,3.8,942,717,NBA,30.6,Steve Smith,1.2,2.4,14.3,0.8,1.8,3.2,.494
3666,0.3,.250,1.0,0.0,,0.0,0.0,0.0,0.6,0.3,.250,1.0,0.1,.500,0.3,8,0,NBA,3.5,Steven Smith,0.1,0.5,0.6,0.1,0.3,0.8,.250
3667,0.6,.417,1.5,0.1,.167,0.8,0.5,0.0,1.0,0.8,.333,2.3,0.1,1.000,0.1,8,0,NBA,7.5,Stevin Smith,0.3,1.1,1.8,0.1,0.5,1.3,.361
3668,1.0,.329,2.9,0.2,.375,0.5,0.7,0.2,2.0,1.1,.335,3.4,0.4,.833,0.5,53,5,NBA,13.0,Theron Smith,1.0,1.4,2.8,0.2,0.8,3.0,.360
3669,2.0,.455,4.3,0.3,.307,0.9,1.9,0.2,0.9,2.2,.431,5.2,0.8,.690,1.1,457,87,NBA,16.0,Tony Smith,0.7,1.6,5.5,0.7,1.0,1.6,.456
3670,2.7,.431,6.3,,,,0.7,,,2.7,.431,6.3,1.4,.597,2.4,30,,NBA,16.4,William Smith,,2.7,6.8,,,4.8,.431
3671,1.6,.439,3.7,0.3,.239,1.1,3.6,0.0,0.9,1.8,.400,4.6,0.7,.754,0.9,78,,NBA,15.4,Willie Smith,0.8,1.7,4.6,1.1,1.4,1.7,.424
3672,6.1,.508,12.0,0.0,.115,0.0,1.4,1.3,4.3,6.1,.507,12.1,2.6,.773,3.4,867,792,NBA,26.6,Rik Smits,1.8,3.5,14.8,0.4,1.8,6.1,.507
3673,1.1,.433,2.5,0.0,.000,0.0,0.3,0.8,1.4,1.1,.431,2.5,0.7,.617,1.1,194,31,NBA,9.7,Mike Smrek,0.8,2.1,2.9,0.2,0.7,2.2,.431
3674,1.2,.348,3.5,,,,1.2,,,1.2,.348,3.5,0.9,.538,1.6,40,,NBA,12.4,Joe Smyth,,1.3,3.3,,,2.5,.348
3675,2.5,.436,5.7,0.1,.208,0.3,5.0,0.1,2.0,2.5,.424,6.0,1.7,.763,2.2,846,551,NBA,27.3,Eric Snow,0.5,2.4,6.8,1.2,1.6,2.5,.430
3676,5.1,.488,10.4,,,,2.9,0.4,1.7,5.1,.488,10.4,2.0,.824,2.5,964,,NBA,26.6,Dick Snyder,0.6,2.5,12.2,0.7,0.7,2.8,.488
3677,1.9,.475,4.0,0.4,.327,1.3,1.1,0.3,1.6,2.3,.438,5.3,1.2,.699,1.8,211,71,NBA,16.8,Kirk Snyder,0.7,1.6,6.3,0.4,1.0,2.3,.479
3678,1.6,.378,4.2,,,,1.6,,,1.6,.378,4.2,2.6,.761,3.4,60,,NBA,,Chips Sobek,,2.6,5.8,,,,.378
3679,5.0,.467,10.7,0.3,.291,0.9,4.3,0.2,1.8,5.2,.459,11.3,2.8,.843,3.3,821,138,NBA,28.0,Ricky Sobers,0.8,3.2,13.3,1.3,3.0,2.6,.466
3680,2.9,.379,7.8,,,,1.8,,,2.9,.379,7.8,2.6,.808,3.2,192,,NBA,20.1,Ron Sobie,,2.2,8.4,,,4.1,.379
3681,3.8,.480,7.9,,,,0.9,0.6,4.5,3.8,.480,7.9,1.1,.671,1.7,191,,NBA,22.4,Mike Sojourner,1.9,2.4,8.7,0.5,,6.5,.480
3682,2.5,.487,5.2,0.0,.167,0.0,0.7,0.9,3.2,2.5,.486,5.2,1.0,.684,1.5,309,,ABA,15.3,Willard Sojourner,1.7,2.6,6.0,0.2,1.0,4.8,.486
3683,1.3,.439,2.9,0.6,.298,2.2,2.0,0.1,0.9,1.9,.378,5.0,0.6,.692,0.9,115,13,NBA,13.8,Will Solomon,0.2,1.3,5.1,0.5,1.0,1.1,.443
3684,7.2,.441,16.4,0.5,.280,1.8,3.6,,2.6,7.7,.425,18.1,6.0,.808,7.4,143,,TOT,38.8,Willie Somerset,1.9,3.4,21.9,,2.8,4.6,.439
3685,2.9,.501,5.8,0.0,.158,0.0,1.2,0.2,2.3,2.9,.499,5.9,1.0,.844,1.2,495,79,NBA,18.6,Darius Songaila,1.1,2.4,6.9,0.7,1.0,3.4,.499
3686,3.2,.442,7.3,,,,1.3,,,3.2,.442,7.3,1.7,.778,2.1,213,,NBA,18.1,Dave Sorenson,,1.9,8.1,,,4.7,.442
3687,0.8,.333,2.5,,,,0.2,,,0.8,.333,2.5,0.2,.500,0.3,6,,BAA,,Gino Sovran,,0.8,1.8,,,,.333
3688,1.0,.416,2.5,0.0,,0.0,0.2,0.3,1.8,1.0,.416,2.5,0.8,.678,1.2,76,29,NBA,11.6,Pape Sow,1.0,2.2,2.9,0.4,0.5,2.8,.416
3689,0.7,.364,2.0,0.0,,0.0,0.2,,2.6,0.7,.364,2.0,0.7,.471,1.5,11,,ABA,10.2,Ken Spain,1.0,1.5,2.2,,0.8,3.6,.364
3690,3.2,.476,6.7,0.0,.250,0.2,2.2,0.1,1.4,3.3,.470,6.9,3.1,.855,3.6,259,5,NBA,20.4,Jim Spanarkel,1.2,1.9,9.7,1.0,1.5,2.5,.473
3691,0.6,.419,1.4,0.2,.172,0.9,0.9,0.0,0.5,0.7,.319,2.3,1.1,.810,1.4,31,0,NBA,8.8,Vassilis Spanoulis,0.2,1.1,2.7,0.2,0.9,0.7,.354
3692,2.4,.386,6.2,0.0,,0.0,0.7,,2.3,2.4,.386,6.2,1.8,.690,2.6,67,,ABA,17.8,Daniel Sparks,2.2,2.7,6.5,,1.1,4.5,.386
3693,3.1,.358,8.6,,,,0.9,,,3.1,.358,8.6,1.6,.608,2.7,150,,NBA,17.2,Guy Sparrow,,2.7,7.8,,,4.9,.358
3694,3.8,.478,7.9,0.1,.260,0.5,5.0,0.1,1.6,3.9,.466,8.4,1.1,.797,1.4,836,562,NBA,27.0,Rory Sparrow,0.5,2.3,9.0,1.0,1.8,2.1,.473
3695,3.1,.366,8.5,,,,1.9,,,3.1,.366,8.5,2.5,.763,3.2,479,,TOT,22.9,Odie Spears,,3.3,8.7,,,4.0,.366
3696,1.9,.280,6.8,,,,0.8,,,1.9,.280,6.8,1.2,.575,2.1,169,,TOT,,Art Spector,,2.1,5.0,,,,.280
3697,2.6,.448,5.8,0.0,.000,0.0,1.0,0.3,1.8,2.6,.445,5.9,2.0,.733,2.7,48,2,NBA,16.1,Andre Spencer,1.4,2.2,7.2,0.8,1.0,3.2,.445
3698,2.5,.518,4.8,0.0,.000,0.0,0.7,1.1,2.7,2.5,.516,4.8,0.9,.580,1.6,157,75,NBA,16.8,Elmore Spencer,0.8,2.1,5.9,0.3,1.6,3.5,.516
3699,1.9,.484,3.9,0.0,.000,0.0,0.3,0.8,3.3,1.9,.484,3.9,1.5,.658,2.3,640,404,NBA,19.2,Felton Spencer,2.1,3.3,5.2,0.4,1.0,5.4,.484
3700,0.0,.000,1.8,,,,0.0,,,0.0,.000,1.8,0.3,.500,0.5,4,,BAA,,Lou Spicer,,0.8,0.3,,,,.000
3701,0.8,.381,2.1,,,,0.0,,,0.8,.381,2.1,0.2,.667,0.3,10,,NBA,4.4,Craig Spitzer,,0.4,1.8,,,2.4,.381
3702,2.7,.391,7.0,,,,1.0,,,2.7,.391,7.0,1.7,.693,2.5,278,,NBA,18.9,Art Spoelstra,,2.9,7.2,,,4.6,.391
3703,4.3,.446,9.7,0.0,.400,0.1,0.9,,,4.4,.446,9.8,3.4,.708,4.8,70,,ABA,22.7,Bruce Spraggins,,2.5,12.2,,1.2,4.7,.448
3704,5.4,.451,12.1,1.2,.337,3.6,4.0,0.4,3.2,6.7,.425,15.7,3.8,.804,4.7,913,868,NBA,38.6,Latrell Sprewell,0.8,1.8,18.3,1.4,2.7,4.1,.464
3705,2.0,.522,3.9,0.0,.000,0.0,1.3,0.2,1.5,2.0,.517,3.9,1.1,.752,1.5,169,39,NBA,13.0,Larry Spriggs,0.7,2.0,5.2,0.5,1.2,2.3,.517
3706,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.5,1.000,0.5,2,,BAA,,Jim Springer,,0.0,0.5,,,,
3707,1.0,.333,3.0,,,,0.0,,,1.0,.333,3.0,0.0,,0.0,1,,BAA,,Jim Spruill,,3.0,2.0,,,,.333
3708,0.7,.356,2.0,0.0,.000,0.0,0.2,0.5,1.0,0.7,.352,2.0,0.9,.787,1.1,43,0,NBA,9.2,Ryan Stack,0.8,1.8,2.3,0.1,0.6,1.8,.352
3709,4.5,.441,10.3,1.0,.309,3.3,3.3,0.5,2.2,5.6,.409,13.6,4.8,.822,5.8,970,564,NBA,31.2,Jerry Stackhouse,1.0,1.9,16.9,0.9,2.7,3.2,.446
3710,2.2,.417,5.3,0.1,.500,0.3,1.5,0.0,0.9,2.2,.417,5.3,0.7,.768,0.9,347,0,NBA,13.1,Kevin Stacom,0.5,1.0,5.1,0.3,1.2,1.5,.417
3711,3.5,.400,8.8,0.0,.286,0.1,1.4,,1.6,3.6,.399,8.9,1.4,.640,2.2,53,,ABA,20.0,Erv Staggs,0.7,2.9,8.5,,2.1,2.3,.401
3712,3.3,.414,7.9,,,,0.7,0.2,1.9,3.3,.414,7.9,1.2,.686,1.7,313,,NBA,17.5,Bud Stallworth,0.8,2.2,7.7,0.5,,2.8,.414
3713,3.6,.438,8.2,,,,1.7,0.1,1.7,3.6,.438,8.2,2.1,.732,2.9,522,,NBA,20.1,Dave Stallworth,1.1,2.4,9.3,0.6,,4.7,.438
3714,2.3,.338,6.7,,,,1.0,,,2.3,.338,6.7,3.1,.759,4.1,76,,NBA,,Ed Stanczak,,2.8,7.6,,,1.9,.338
3715,2.3,.468,4.9,0.1,.224,0.6,2.0,0.1,1.0,2.4,.444,5.5,1.3,.779,1.6,192,31,NBA,15.5,Terence Stansbury,0.4,2.5,6.3,0.6,1.3,1.4,.455
3716,3.2,.455,6.9,1.4,.340,4.1,3.6,0.1,2.0,4.6,.412,11.1,2.0,.769,2.6,866,420,NBA,27.2,John Starks,0.5,2.6,12.5,1.1,1.8,2.5,.476
3717,0.4,.250,1.4,,,,0.4,0.0,0.2,0.4,.250,1.4,0.1,1.000,0.1,17,,NBA,3.8,Keith Starr,0.4,0.6,0.8,0.1,,0.6,.250
3718,1.8,.465,3.8,,,,0.9,,,1.8,.465,3.8,1.1,.785,1.4,265,,NBA,12.8,Larry Staverman,,2.2,4.7,,,3.8,.465
3719,3.3,.484,6.8,0.0,.000,0.3,2.8,0.2,1.9,3.3,.483,6.9,1.6,.796,2.0,610,,NBA,24.2,Larry Steele,0.9,3.0,8.2,1.8,1.3,2.9,.483
3720,0.5,.500,1.0,0.0,.000,1.0,1.0,0.5,1.5,0.5,.250,2.0,0.5,.500,1.0,2,0,NBA,6.0,Matt Steigenga,0.0,0.5,1.5,0.5,1.0,1.5,.250
3721,1.7,.429,3.9,0.0,.133,0.1,0.3,0.5,2.7,1.7,.425,4.0,0.8,.536,1.4,270,19,NBA,13.8,Vladimir Stepania,1.6,1.8,4.1,0.4,0.8,4.4,.426
3722,0.6,.354,1.7,0.1,.200,0.3,1.0,0.1,0.3,0.7,.333,2.0,0.5,.792,0.6,38,0,NBA,5.7,Everette Stephens,0.3,0.6,1.9,0.2,0.8,0.6,.347
3723,3.4,.386,8.9,,,,2.9,,,3.4,.386,8.9,3.4,.692,5.0,72,,NBA,30.8,Jack Stephens,,2.0,10.3,,,5.2,.386
3724,1.2,.413,2.9,0.2,.190,1.0,0.5,0.1,1.2,1.4,.357,3.8,0.3,.700,0.5,22,0,NBA,10.3,Joe Stephens,0.8,0.6,3.2,0.5,0.5,2.0,.381
3725,1.8,.474,3.8,0.0,.310,0.1,1.2,0.1,0.9,1.9,.469,4.0,1.7,.820,2.1,238,28,NBA,12.0,Brook Steppe,0.5,1.4,5.4,0.4,1.0,1.4,.474
3726,0.5,.500,1.0,0.0,,0.0,0.0,0.0,0.0,0.5,.500,1.0,0.0,,0.0,2,0,NBA,3.0,Barry Stevens,1.0,0.5,1.0,0.0,0.0,1.0,.500
3727,0.4,.158,2.4,,,,0.5,,,0.4,.158,2.4,0.9,.700,1.3,8,,NBA,6.1,Wayne Stevens,,0.5,1.6,,,2.0,.158
3728,2.0,.433,4.7,0.7,.340,2.0,1.6,0.2,1.7,2.7,.406,6.7,1.1,.698,1.6,824,542,NBA,22.3,DeShawn Stevenson,0.5,1.4,7.2,0.5,1.0,2.2,.456
3729,1.3,.333,3.8,0.1,.333,0.3,0.2,,1.0,1.3,.333,4.0,0.6,.778,0.8,12,,TOT,6.0,Dennis Stewart,0.4,1.0,3.3,,0.9,1.4,.344
3730,0.8,.462,1.7,0.0,,0.0,0.1,0.1,1.5,0.8,.462,1.7,1.1,.640,1.7,15,0,NBA,7.3,Kebu Stewart,0.6,0.9,2.7,0.3,0.5,2.1,.462
3731,2.8,.518,5.4,0.0,.205,0.2,1.3,0.4,2.3,2.8,.509,5.6,1.7,.753,2.3,270,72,NBA,20.1,Larry Stewart,1.6,2.1,7.4,0.5,1.3,4.0,.512
3732,0.9,.442,1.9,0.0,,0.0,0.3,1.0,2.0,0.9,.442,1.9,0.5,.522,0.9,286,43,NBA,11.5,Michael Stewart,1.2,1.9,2.2,0.2,0.5,3.2,.442
3733,0.8,.267,3.0,,,,0.4,,,0.8,.267,3.0,0.4,.333,1.2,5,,NBA,7.4,Norm Stewart,,1.8,2.0,,,1.0,.267
3734,5.0,.489,10.2,0.0,.179,0.1,2.3,0.9,5.9,5.0,.484,10.3,3.2,.796,4.0,403,365,NBA,31.2,Steve Stipanovich,1.9,3.6,13.2,1.0,1.9,7.8,.486
3735,2.9,.447,6.5,0.5,.329,1.6,2.0,0.2,2.4,3.4,.424,8.1,2.7,.841,3.2,586,406,NBA,28.0,Bryant Stith,1.0,1.9,10.1,1.0,1.3,3.4,.456
3736,1.8,.364,5.1,,,,1.9,,,1.8,.364,5.1,0.7,.605,1.2,32,,NBA,13.8,Sam Stith,,1.7,4.4,,,1.6,.364
3737,1.5,.336,4.4,,,,0.7,,,1.5,.336,4.4,0.1,.300,0.4,25,,NBA,8.4,Tom Stith,,0.9,3.1,,,1.6,.336
3738,0.9,.488,1.9,0.0,.000,0.1,0.2,0.1,0.5,0.9,.465,2.0,0.2,.500,0.4,22,0,NBA,4.1,Alex Stivrins,0.5,0.6,2.0,0.1,0.5,1.0,.465
