,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%
969,2.1,.311,6.7,,,,2.3,,,2.1,.311,6.7,2.3,.734,3.1,77,,NBA,,Joe Dolhon,,2.9,6.4,,,1.4,.311
970,3.2,.286,11.3,,,,1.4,,,3.2,.286,11.3,2.0,.662,3.0,196,,TOT,,Bob Doll,,2.6,8.4,,,,.286
971,3.2,.571,5.7,0.0,,0.0,0.8,1.3,5.7,3.2,.571,5.7,2.1,.732,2.8,957,659,NBA,27.4,James Donaldson,2.2,2.1,8.6,0.4,1.5,7.8,.571
972,2.4,.480,5.1,,,,2.6,,,2.4,.480,5.1,1.8,.507,3.6,273,,NBA,23.7,Bob Donham,,3.1,6.7,,,3.9,.480
973,1.0,.431,2.3,0.0,.000,0.2,2.0,0.0,0.5,1.0,.404,2.5,0.4,.810,0.5,44,0,NBA,8.3,Billy Donovan,0.1,0.8,2.4,0.4,1.0,0.6,.404
974,2.0,.327,6.1,,,,0.8,,,2.0,.327,6.1,1.6,.689,2.4,45,,NBA,,Harry Donovan,,2.4,5.6,,,,.327
975,1.9,.443,4.2,0.6,.349,1.8,2.2,0.1,1.1,2.5,.416,6.0,1.4,.799,1.7,728,86,NBA,19.4,Keyon Dooling,0.2,1.7,7.0,0.6,1.1,1.3,.467
976,0.9,.389,2.4,0.0,,0.0,0.3,0.1,1.6,0.9,.389,2.4,0.5,.544,1.0,60,,NBA,7.5,Jacky Dorsey,0.8,1.5,2.4,0.2,0.5,2.4,.389
977,2.0,.286,7.0,0.0,.000,1.0,0.0,,3.0,2.0,.250,8.0,0.0,.000,2.0,1,,ABA,12.0,Ron Dorsey,2.0,2.0,4.0,,1.0,5.0,.250
978,1.1,.436,2.5,0.5,.312,1.5,0.7,0.1,0.8,1.6,.389,4.0,0.5,.884,0.6,143,0,NBA,10.7,Quincy Douby,0.2,0.9,4.1,0.3,0.6,1.1,.448
979,0.9,.304,2.9,0.0,.000,0.1,2.1,0.0,1.1,0.9,.292,3.0,0.0,.000,0.5,8,1,NBA,12.3,Bruce Douglas,0.6,1.1,1.8,1.1,1.1,1.8,.292
980,2.4,.488,5.0,0.3,.311,0.9,2.2,0.1,1.0,2.7,.461,5.9,1.0,.663,1.6,67,10,NBA,15.6,John Douglas,0.4,2.2,6.7,0.7,1.4,1.4,.485
981,3.0,.496,6.1,0.0,.000,0.0,1.1,0.7,4.2,3.0,.495,6.1,1.8,.601,3.0,456,17,NBA,22.2,Leon Douglas,2.3,3.6,7.9,0.5,1.8,6.5,.495
982,4.2,.504,8.2,0.2,.267,0.8,5.9,0.1,1.5,4.4,.484,9.0,2.1,.678,3.1,765,482,NBA,27.6,Sherman Douglas,0.7,2.1,11.0,1.0,2.3,2.2,.495
983,4.5,.460,9.7,0.0,.222,0.2,1.0,,4.4,4.5,.457,9.8,2.1,.647,3.2,222,,TOT,22.4,Sonny Dove,3.0,3.1,11.1,,2.6,6.0,.459
984,0.3,.250,1.0,0.5,.400,1.3,0.3,,0.0,0.8,.333,2.3,0.0,,0.0,4,,ABA,3.3,Jerry Dover,0.0,0.8,2.0,,0.0,0.0,.444
985,2.0,.417,4.8,0.1,.300,0.4,2.1,0.1,0.6,2.1,.408,5.2,0.7,.941,0.7,24,0,NBA,12.2,Zabian Dowdell,0.2,1.3,5.0,0.8,1.2,0.8,.420
986,0.0,.000,0.7,,,,0.0,,,0.0,.000,0.7,0.0,,0.0,3,,BAA,,Bill Downey,,0.0,0.0,,,,.000
987,0.8,.318,2.4,,,,0.4,0.0,1.0,0.8,.318,2.4,0.8,.550,1.5,27,,NBA,5.4,Steve Downing,0.5,1.2,2.4,0.2,,1.5,.318
988,1.5,.500,3.0,,,,0.8,,,1.5,.500,3.0,1.0,.800,1.3,4,,NBA,6.3,Danny Doyle,,1.0,4.0,,,2.0,.500
989,1.0,.346,2.9,0.0,.000,0.1,0.3,0.2,0.9,1.0,.333,3.0,0.4,.500,0.9,9,0,NBA,10.2,Terry Dozier,0.8,1.1,2.4,0.7,0.8,1.7,.333
990,0.8,.469,1.7,0.0,.333,0.0,0.4,0.3,1.5,0.8,.467,1.7,0.6,.649,0.8,474,94,NBA,8.9,Greg Dreiling,0.6,1.9,2.1,0.2,0.5,2.1,.469
991,1.1,.389,2.8,0.6,.371,1.7,2.2,0.0,1.0,1.7,.382,4.5,0.4,.830,0.5,243,46,NBA,16.3,Bryce Drew,0.2,1.2,4.4,0.5,0.9,1.2,.451
992,7.4,.472,15.7,0.0,.175,0.2,1.7,0.3,4.0,7.4,.470,15.8,5.8,.748,7.8,739,104,NBA,29.5,John Drew,2.9,3.6,20.7,1.4,2.7,6.9,.471
993,4.5,.478,9.4,0.2,.291,0.6,5.2,0.1,1.4,4.6,.467,9.9,1.9,.798,2.4,714,341,NBA,25.7,Larry Drew,0.4,1.8,11.4,1.1,2.2,1.8,.475
994,6.9,.498,13.9,0.8,.318,2.4,5.6,0.7,3.7,7.7,.472,16.3,4.3,.788,5.5,1086,950,NBA,34.6,Clyde Drexler,2.4,3.0,20.4,2.0,2.7,6.1,.495
995,0.9,.382,2.3,0.0,.000,0.6,0.4,0.1,0.7,0.9,.302,2.9,0.7,.714,0.9,15,0,NBA,8.8,Nate Driggers,0.8,0.7,2.4,0.2,0.4,1.5,.302
996,1.6,.419,3.9,0.0,,0.0,0.8,0.2,1.8,1.6,.419,3.9,0.8,.694,1.2,274,,TOT,13.3,Terry Driscoll,1.1,2.1,4.1,0.3,0.9,4.1,.419
997,3.0,.433,6.9,0.2,.340,0.7,0.8,0.4,2.4,3.2,.425,7.6,1.1,.799,1.4,278,96,NBA,19.9,Predrag Drobnjak,1.1,1.8,7.9,0.5,0.9,3.5,.440
998,1.2,.500,2.3,0.0,,0.0,2.3,0.3,2.3,1.2,.500,2.3,0.2,.250,0.7,6,,NBA,11.2,Ralph Drollinger,0.8,2.7,2.5,0.2,2.2,3.2,.500
999,1.6,.342,4.6,,,,1.4,,,1.6,.342,4.6,0.7,.889,0.8,34,,NBA,12.5,Dick Duckett,,1.8,3.9,,,1.6,.342
1000,4.7,.469,10.0,0.0,.208,0.0,0.9,0.5,3.8,4.7,.468,10.0,2.4,.736,3.3,684,527,NBA,25.5,Kevin Duckworth,2.0,3.2,11.8,0.5,1.8,5.8,.468
1001,1.9,.497,3.8,,,,3.4,0.0,1.9,1.9,.497,3.8,1.5,.672,2.2,361,,NBA,17.6,Charles Dudley,1.2,2.0,5.3,0.8,1.9,3.0,.497
1002,1.6,.412,3.8,0.0,.000,0.0,0.4,1.2,3.6,1.6,.412,3.8,0.8,.458,1.7,886,331,NBA,18.4,Chris Dudley,2.5,2.6,3.9,0.4,0.8,6.2,.412
1003,2.8,.473,6.0,0.2,.329,0.5,1.2,0.1,0.8,3.0,.462,6.5,0.6,.672,0.8,143,0,NBA,13.8,Terry Duerod,0.4,1.0,6.7,0.4,0.9,1.1,.475
1004,0.4,.219,1.9,,,,0.0,,,0.4,.219,1.9,0.3,.714,0.4,17,,BAA,,Bob Duffy,,1.0,1.1,,,,.219
1005,1.7,.396,4.4,,,,1.8,,,1.7,.396,4.4,0.8,.649,1.2,94,,NBA,11.9,Bob Duffy,,1.0,4.3,,,1.1,.396
1006,1.2,.426,2.7,1.1,.363,3.0,4.4,0.1,1.9,2.2,.393,5.7,1.0,.784,1.2,606,319,NBA,25.6,Chris Duhon,0.3,1.6,6.5,0.8,1.5,2.3,.488
1007,3.5,.369,9.4,,,,1.1,,,3.5,.369,9.4,3.5,.700,5.0,553,,NBA,26.5,Walter Dukes,,4.1,10.4,,,11.3,.369
1008,4.9,.480,10.2,1.0,.382,2.5,4.5,0.1,1.5,5.9,.460,12.8,3.4,.843,4.0,1018,944,NBA,34.5,Joe Dumars,0.7,1.8,16.1,0.9,2.0,2.2,.498
1009,1.0,.200,5.0,0.0,,0.0,0.0,,1.0,1.0,.200,5.0,0.0,,0.0,1,,ABA,5.0,Rich Dumas,0.0,1.0,2.0,,1.0,1.0,.200
1010,4.2,.514,8.2,0.0,.231,0.1,1.1,0.5,1.9,4.3,.509,8.4,2.0,.694,3.0,102,47,NBA,21.8,Richard Dumas,1.6,2.2,10.6,1.3,1.5,3.4,.511
1011,2.0,.438,4.5,0.7,.327,2.0,1.2,0.1,0.7,2.6,.404,6.5,1.4,.608,2.3,156,13,NBA,14.2,Tony Dumas,0.6,1.6,7.3,0.4,0.9,1.3,.454
1012,2.2,.408,5.3,,,,0.7,,,2.2,.408,5.3,1.2,.596,1.9,136,,TOT,,Andy Duncan,,2.7,5.5,,,2.1,.408
1013,7.4,.509,14.5,0.0,.179,0.1,3.0,2.2,8.1,7.4,.506,14.6,4.2,.696,6.1,1392,1389,NBA,34.0,Tim Duncan,2.8,2.4,19.0,0.7,2.4,10.8,.507
1014,2.7,.489,5.5,0.4,.339,1.3,3.9,0.1,1.2,3.0,.467,6.4,1.7,.810,2.1,438,55,NBA,19.2,Mike Dunleavy,0.3,2.3,8.0,0.8,1.8,1.6,.492
1015,1.0,.311,3.2,,,,1.0,,,1.0,.311,3.2,0.5,.824,0.6,28,,NBA,7.4,Pat Dunn,,0.7,2.5,,,1.1,.311
1016,2.0,.459,4.5,0.0,.050,0.0,1.6,0.3,2.7,2.0,.457,4.5,1.0,.725,1.4,993,457,NBA,23.2,T.R. Dunn,1.7,2.1,5.1,1.3,0.8,4.4,.457
1017,1.4,.429,3.2,0.0,.385,0.1,0.6,0.2,1.4,1.4,.427,3.2,0.7,.559,1.3,157,8,NBA,11.2,Ronald Dupree,0.7,1.6,3.5,0.4,0.6,2.2,.432
1018,1.6,.446,3.5,0.0,.120,0.1,2.0,0.1,0.8,1.6,.435,3.6,0.4,.750,0.5,201,33,NBA,14.7,John Duren,0.3,2.0,3.5,0.5,1.0,1.1,.437
1019,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1,,ABA,1.0,Jarrett Durham,0.0,0.0,0.0,,1.0,0.0,
1020,1.8,.500,3.7,0.1,.192,0.4,0.9,0.5,1.0,1.9,.469,4.1,1.1,.667,1.7,64,3,NBA,14.5,Pat Durham,0.7,1.9,5.0,0.6,0.8,1.7,.479
1021,1.9,.418,4.6,0.0,.000,0.0,1.3,0.2,1.3,1.9,.414,4.7,1.2,.689,1.7,63,8,NBA,12.8,Devin Durrant,0.8,1.8,5.0,0.3,1.3,2.1,.414
1022,1.6,.434,3.7,,,,0.5,0.1,1.3,1.6,.434,3.7,0.8,.637,1.3,120,,NBA,10.0,Ken Durrett,0.7,1.6,4.0,0.2,,1.9,.434
1023,0.8,.361,2.2,,,,0.7,0.1,0.4,0.8,.361,2.2,0.4,.667,0.5,50,,NBA,5.3,Dennis DuVal,0.2,1.0,1.9,0.4,,0.6,.361
1024,2.0,.318,6.3,,,,2.2,,,2.0,.318,6.3,0.6,.493,1.2,60,,BAA,,Jack Dwan,,2.6,4.6,,,,.318
1025,0.5,.455,1.0,0.1,.500,0.1,0.5,0.0,0.3,0.5,.459,1.2,0.2,.778,0.3,32,0,NBA,3.2,Craig Dykema,0.1,0.6,1.3,0.1,0.2,0.4,.486
1026,0.5,.231,2.4,,,,0.5,,,0.5,.231,2.4,0.4,.500,0.7,11,,NBA,8.3,Gene Dyker,,1.9,1.5,,,1.5,.231
1027,2.0,.450,4.4,0.1,.125,0.9,2.0,0.2,1.9,2.1,.396,5.3,3.1,.778,4.0,9,1,NBA,20.0,Jerome Dyson,0.2,2.1,7.4,1.2,2.2,2.1,.406
1028,3.2,.522,6.1,0.0,.083,0.0,0.5,1.7,5.3,3.2,.521,6.1,1.3,.706,1.9,886,694,NBA,24.4,Samuel Dalembert,2.6,2.9,7.7,0.5,1.4,7.8,.521
1029,0.6,.384,1.6,1.5,.404,3.8,0.6,0.0,0.9,2.1,.399,5.3,0.4,.787,0.5,156,4,NBA,12.9,Troy Daniels,0.2,1.1,6.2,0.2,0.6,1.2,.542
1030,0.9,.486,1.9,0.5,.316,1.4,0.4,0.1,1.1,1.4,.414,3.4,0.2,.818,0.2,55,1,NBA,8.1,Gigi Datome,0.3,0.6,3.4,0.1,0.4,1.4,.481
1031,1.3,.448,2.8,0.1,.227,0.6,0.7,0.2,1.5,1.4,.411,3.4,0.7,.644,1.2,78,6,NBA,12.8,Brandon Davies,1.0,1.9,3.7,0.5,0.8,2.5,.430
1032,8.2,.524,15.7,0.2,.292,0.8,1.8,2.4,7.6,8.5,.513,16.5,5.2,.786,6.6,332,327,NBA,34.4,Anthony Davis,2.5,2.4,22.3,1.3,1.8,10.2,.520
1033,0.7,.535,1.3,0.0,,0.0,0.1,0.5,1.2,0.7,.535,1.3,0.3,.556,0.5,33,0,NBA,6.4,Deyonta Davis,0.5,1.1,1.7,0.0,0.2,1.7,.535
1034,2.8,.562,5.0,0.0,.000,0.0,0.8,0.9,4.1,2.8,.562,5.0,1.1,.568,2.0,481,94,NBA,20.9,Ed Davis,2.3,2.5,6.8,0.5,0.8,6.4,.562
1035,3.1,.451,6.9,0.0,.182,0.1,0.9,0.3,2.9,3.1,.447,7.0,1.7,.700,2.4,514,121,NBA,21.1,Glen Davis,1.4,2.4,8.0,0.7,1.0,4.4,.448
1036,0.0,,0.0,0.3,.167,1.5,0.3,0.0,0.5,0.3,.167,1.5,0.0,,0.0,4,0,NBA,5.5,Andre Dawkins,0.0,0.8,0.8,0.0,0.3,0.5,.250
1037,0.3,.400,0.8,0.0,,0.0,0.0,0.2,0.3,0.3,.400,0.8,0.2,1.000,0.2,6,0,NBA,4.8,Branden Dawson,0.3,0.3,0.8,0.0,0.0,0.7,.400
1038,1.8,.583,3.0,0.0,,0.0,0.0,0.5,1.3,1.8,.583,3.0,0.3,.500,0.5,4,0,NBA,9.8,Eric Dawson,1.3,1.5,3.8,0.3,0.8,2.5,.583
1039,1.3,.433,3.0,0.6,.351,1.8,0.7,0.4,2.1,1.9,.402,4.8,0.7,.778,0.9,293,29,NBA,14.1,Austin Daye,0.5,1.6,5.2,0.4,0.7,2.6,.469
1040,1.0,.463,2.2,0.4,.363,1.1,1.7,0.1,1.5,1.4,.429,3.3,0.6,.835,0.7,119,9,NBA,11.9,Nando De Colo,0.3,1.1,3.8,0.5,1.0,1.8,.491
1041,1.7,.578,3.0,0.0,.000,0.0,0.3,0.8,3.5,1.7,.577,3.0,0.8,.677,1.2,217,71,NBA,14.5,Dewayne Dedmon,1.5,2.2,4.3,0.4,0.7,5.0,.577
1042,1.1,.432,2.6,0.9,.375,2.3,1.1,0.1,2.9,2.0,.406,4.9,0.8,.524,1.5,14,11,NBA,19.9,Bryce Dejean-Jones,0.6,1.2,5.6,0.7,0.8,3.4,.493
1043,1.8,.591,3.1,0.8,.321,2.4,1.0,0.3,2.4,2.6,.473,5.4,0.5,.559,0.9,79,1,NBA,17.8,Sam Dekker,1.2,1.1,6.4,0.5,0.5,3.6,.543
1044,1.7,.430,3.8,0.3,.228,1.5,2.6,0.0,1.5,2.0,.374,5.3,1.0,.786,1.2,69,2,NBA,17.0,Malcolm Delaney,0.2,1.6,5.3,0.5,1.3,1.7,.406
1045,1.2,.396,3.0,1.0,.389,2.7,3.7,0.1,1.5,2.2,.393,5.6,0.7,.829,0.9,286,81,NBA,22.3,Matthew Dellavedova,0.4,2.1,6.2,0.5,1.3,1.9,.484
1046,5.0,.481,10.5,0.7,.332,2.2,2.3,0.5,4.5,5.8,.455,12.7,2.8,.770,3.6,879,825,NBA,34.7,Luol Deng,1.6,1.7,15.0,1.0,1.6,6.1,.484
1047,6.4,.463,13.9,0.4,.282,1.4,2.8,0.3,3.3,6.8,.446,15.3,5.2,.827,6.2,590,578,NBA,34.1,DeMar DeRozan,0.8,2.3,19.2,1.0,1.9,4.1,.459
1048,1.4,.400,3.5,0.0,,0.0,0.2,0.2,1.6,1.4,.400,3.5,0.5,.700,0.8,13,0,NBA,8.0,Cheick Diallo,1.0,0.7,3.3,0.2,0.2,2.6,.400
1049,3.1,.528,5.9,0.4,.336,1.3,3.5,0.5,3.2,3.6,.493,7.3,1.0,.716,1.4,1058,558,NBA,27.1,Boris Diaw,1.2,2.1,8.6,0.6,1.8,4.4,.524
1050,0.6,.448,1.3,0.7,.301,2.2,0.7,0.1,1.0,1.2,.357,3.5,0.4,.650,0.6,187,56,NBA,14.0,Yakhouba Diawara,0.4,1.5,3.5,0.3,0.4,1.4,.450
1051,3.3,.518,6.4,0.1,.343,0.2,1.6,1.2,4.9,3.4,.512,6.7,2.0,.781,2.5,289,177,NBA,26.3,Gorgui Dieng,2.3,2.6,8.9,0.9,1.5,7.2,.518
1052,1.4,.424,3.4,0.5,.283,1.6,3.0,0.3,1.8,1.9,.378,5.0,1.6,.765,2.1,98,18,NBA,18.2,Spencer Dinwiddie,0.3,1.8,5.8,0.6,1.0,2.1,.424
1053,2.2,.509,4.2,0.0,.500,0.0,0.3,0.3,1.8,2.2,.509,4.3,1.6,.786,2.1,225,18,NBA,12.4,Ike Diogu,1.2,1.9,6.0,0.2,0.9,3.1,.510
1054,1.1,.536,2.0,0.0,.000,0.0,0.4,0.3,2.4,1.1,.534,2.0,0.5,.375,1.2,130,26,NBA,11.4,Joey Dorsey,1.5,2.0,2.6,0.5,0.7,3.9,.534
1055,1.6,.448,3.7,1.1,.354,3.2,2.3,0.1,1.7,2.8,.404,6.9,1.0,.824,1.2,394,65,NBA,19.1,Toney Douglas,0.5,2.0,7.6,0.9,1.0,2.2,.486
1056,2.2,.465,4.7,0.4,.329,1.1,1.1,0.2,1.8,2.6,.439,5.9,1.5,.831,1.8,222,61,NBA,19.7,Chris Douglas-Roberts,0.4,1.3,7.1,0.6,0.9,2.1,.471
1057,3.8,.515,7.4,1.1,.363,3.0,4.8,0.2,2.2,4.9,.471,10.4,2.4,.756,3.2,641,405,NBA,27.5,Goran Dragic,0.8,2.3,13.3,1.0,2.3,2.9,.523
1058,0.5,.500,1.0,0.2,.214,0.9,0.3,0.0,0.2,0.7,.367,1.9,0.2,.600,0.3,16,1,NBA,4.7,Zoran Dragic,0.3,0.4,1.8,0.1,0.3,0.5,.417
1059,1.3,.500,2.7,0.3,.154,2.2,3.8,0.0,1.2,1.7,.345,4.8,0.2,.667,0.3,12,1,NBA,18.3,Larry Drew II,0.1,1.1,3.8,0.5,2.1,1.3,.379
1060,5.8,.550,10.5,0.0,.263,0.1,0.7,1.5,8.2,5.8,.549,10.5,1.8,.382,4.7,380,330,NBA,29.8,Andre Drummond,4.6,3.1,13.4,1.2,1.6,12.9,.550
1061,2.0,.519,3.8,1.1,.397,2.6,1.6,0.2,2.4,3.0,.469,6.4,1.2,.730,1.6,735,260,NBA,24.0,Jared Dudley,1.0,1.9,8.3,0.9,0.9,3.4,.550
1062,0.0,.000,5.0,2.0,.400,5.0,1.0,0.0,2.0,2.0,.200,10.0,0.0,,0.0,1,0,NBA,24.0,Duje Dukan,2.0,2.0,6.0,1.0,0.0,4.0,.300
1063,2.7,.481,5.6,1.3,.377,3.5,2.2,0.3,3.6,4.0,.441,9.1,1.9,.803,2.4,979,585,NBA,27.8,Mike Dunleavy,0.7,2.0,11.2,0.7,1.4,4.3,.514
1064,1.3,.422,3.0,0.3,.294,1.0,2.3,0.5,1.9,1.6,.391,4.0,0.5,.610,0.8,70,6,NBA,17.2,Kris Dunn,0.3,2.2,3.9,1.0,1.2,2.2,.427
1065,7.4,.523,14.2,1.8,.380,4.7,3.8,1.1,6.4,9.2,.487,18.9,7.0,.882,8.0,700,700,NBA,37.4,Kevin Durant,0.8,1.9,27.2,1.2,3.2,7.1,.535
1066,3.8,.457,8.3,0.3,.336,0.9,1.7,0.1,1.4,4.1,.445,9.2,2.3,.767,3.0,441,88,NBA,20.2,Ledell Eackles,0.8,1.8,10.8,0.6,1.4,2.2,.461
1067,3.8,.504,7.5,0.0,.000,0.0,1.8,1.0,4.8,3.8,.504,7.5,3.2,.788,4.1,767,,TOT,24.8,Jim Eakins,2.5,3.0,10.8,0.5,2.0,7.3,.504
1068,1.9,.407,4.6,0.0,.000,0.0,0.3,0.7,1.7,1.9,.403,4.6,1.3,.667,2.0,193,18,NBA,13.0,Acie Earl,1.0,1.8,5.1,0.3,0.9,2.7,.403
1069,0.5,.500,1.0,,,,0.0,,,0.5,.500,1.0,1.0,.500,2.0,2,,NBA,6.0,Ed Earle,,0.0,2.0,,,1.0,.500
1070,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1,,ABA,0.0,Penny Early,0.0,0.0,0.0,,,0.0,
1071,2.4,.458,5.2,0.0,.000,0.0,1.0,3.5,5.8,2.4,.458,5.2,1.2,.649,1.9,875,815,NBA,28.8,Mark Eaton,2.1,3.4,6.0,0.4,1.5,7.9,.458
1072,2.5,.478,5.2,0.0,.071,0.1,2.5,0.0,0.9,2.5,.472,5.3,1.8,.773,2.3,168,8,NBA,16.0,Jerry Eaves,0.4,1.3,6.7,0.5,1.5,1.2,.472
1073,0.8,.214,3.5,,,,0.5,,,0.8,.214,3.5,0.4,.750,0.5,8,,NBA,6.3,Bill Ebben,,0.6,1.9,,,1.0,.214
1074,2.6,.433,5.9,,,,0.8,0.2,2.2,2.6,.433,5.9,1.6,.797,2.0,220,,NBA,18.8,Al Eberhard,1.2,2.5,6.8,0.7,0.6,3.5,.433
1075,0.9,.500,1.8,0.0,.000,0.1,0.2,0.3,0.6,0.9,.486,1.8,0.3,.462,0.7,19,0,NBA,4.5,Ndudi Ebi,0.4,0.7,2.1,0.1,0.3,1.0,.486
1076,2.6,.490,5.3,0.0,.000,0.0,0.5,0.8,2.4,2.6,.488,5.3,1.1,.512,2.1,40,,ABA,13.2,Roy Ebron,2.0,1.7,6.2,0.4,0.9,4.4,.488
1077,0.5,.222,2.3,0.0,,0.0,0.0,0.0,0.3,0.5,.222,2.3,0.0,,0.0,4,0,NBA,3.3,Patrick Eddie,0.0,0.8,1.0,0.0,0.0,0.3,.222
1078,4.6,.352,13.2,,,,2.1,,,4.6,.352,13.2,2.8,.630,4.4,267,,NBA,25.7,Dike Eddleman,,3.6,12.1,,,4.5,.352
1079,0.4,.308,1.3,0.0,,0.0,1.0,0.4,1.8,0.4,.308,1.3,0.3,.375,0.8,10,1,NBA,14.3,Kenton Edelin,0.8,3.9,1.1,0.5,0.3,2.6,.308
1080,3.3,.504,6.5,0.0,.000,0.0,0.7,0.7,3.7,3.3,.502,6.5,1.2,.632,1.9,155,,ABA,19.9,Charles Edge,2.7,1.5,7.7,0.8,1.4,6.3,.502
1081,2.8,.437,6.5,0.0,.167,0.1,0.4,,0.7,2.9,.434,6.6,2.0,.651,3.1,75,,ABA,18.0,Bobby Edmonds,0.7,2.5,7.7,,1.6,5.0,.435
1082,2.4,.450,5.3,0.0,.000,0.0,0.6,0.1,0.7,2.4,.448,5.3,1.3,.719,1.8,87,2,NBA,10.7,Keith Edmonson,0.8,1.4,6.0,0.4,0.9,1.5,.448
1083,2.3,.419,5.5,0.3,.322,0.9,4.0,0.0,1.2,2.6,.405,6.4,2.2,.806,2.7,226,87,NBA,21.0,Tyus Edney,0.5,1.7,7.6,1.0,1.7,1.7,.428
1084,0.7,.154,4.3,0.0,.000,1.7,1.3,0.3,3.0,0.7,.111,6.0,0.7,.400,1.7,3,0,NBA,14.7,Bill Edwards,1.7,2.0,2.0,1.0,1.3,4.7,.111
1085,3.9,.498,7.7,0.4,.335,1.3,2.0,0.4,2.4,4.3,.475,9.0,1.8,.779,2.3,704,452,NBA,26.1,Blue Edwards,1.0,2.7,10.8,1.0,1.7,3.4,.499
1086,1.0,.323,3.1,0.0,,0.0,0.3,0.4,1.3,1.0,.323,3.1,0.7,.583,1.2,10,0,NBA,11.0,Corsley Edwards,1.2,1.9,2.7,0.3,0.2,2.5,.323
1087,0.8,.390,2.1,0.0,.000,0.1,0.7,0.3,1.1,0.8,.378,2.2,0.7,.709,1.0,85,0,NBA,9.9,Doug Edwards,0.7,1.1,2.4,0.2,0.7,1.8,.378
1088,2.5,.457,5.4,0.0,.030,0.1,2.6,0.1,0.8,2.5,.449,5.6,1.1,.795,1.4,296,36,NBA,15.0,Franklin Edwards,0.3,1.2,6.1,0.8,1.3,1.0,.449
1089,5.0,.496,10.0,0.0,.048,0.0,1.3,0.7,3.6,5.0,.495,10.0,2.8,.698,4.0,1168,467,NBA,24.3,James Edwards,1.5,3.5,12.7,0.4,1.7,5.1,.495
1090,0.8,.600,1.3,0.0,.000,0.5,1.0,0.0,0.3,0.8,.429,1.8,0.3,.333,0.8,4,0,NBA,6.5,Jay Edwards,0.3,1.0,1.8,0.3,0.3,0.5,.429
1091,0.6,.447,1.4,0.0,,0.0,0.1,0.3,0.6,0.6,.447,1.4,0.2,.600,0.4,65,5,NBA,6.7,John Edwards,0.4,1.4,1.5,0.1,0.3,1.0,.447
1092,4.1,.431,9.5,0.3,.335,0.9,2.7,0.3,1.9,4.4,.423,10.4,1.9,.803,2.3,604,302,NBA,25.4,Kevin Edwards,0.9,1.7,10.9,1.4,1.9,2.7,.437
1093,2.9,.429,6.8,,,,3.0,,,2.9,.429,6.8,1.9,.805,2.3,712,,NBA,20.3,Johnny Egan,,2.0,7.8,,,1.8,.429
1094,0.5,.250,2.0,,,,0.5,,,0.5,.250,2.0,1.0,.667,1.5,2,,BAA,,Lonnie Eggleston,,1.5,2.0,,,,.250
1095,2.9,.286,10.1,,,,1.8,,,2.9,.286,10.1,2.3,.618,3.7,99,,BAA,,Bulbs Ehlers,,2.1,8.1,,,,.286
1096,2.7,.481,5.6,0.7,.369,1.9,2.8,0.3,2.5,3.4,.453,7.5,1.1,.689,1.5,873,321,NBA,24.1,Craig Ehlo,1.1,1.9,8.6,1.1,1.4,3.6,.500
1097,1.0,.500,2.0,,,,3.0,,,1.0,.500,2.0,0.0,,0.0,1,,NBA,10.0,Rich Eichhorst,,1.0,2.0,,,1.0,.500
1098,1.7,.434,4.0,0.7,.350,1.9,3.5,0.1,1.4,2.4,.407,5.9,1.1,.827,1.3,786,167,NBA,20.4,Howard Eisley,0.3,2.2,6.5,0.7,1.5,1.7,.463
1099,1.2,.424,2.7,0.0,.000,0.0,0.2,0.2,1.7,1.2,.423,2.7,1.3,.720,1.7,143,32,NBA,10.6,Obinna Ekezie,1.0,1.8,3.6,0.3,0.7,2.7,.423
1100,1.7,.383,4.5,0.6,.333,1.7,2.9,0.0,1.2,2.3,.370,6.2,1.1,.778,1.4,50,14,NBA,18.7,Khalid El-Amin,0.4,2.0,6.3,1.0,1.1,1.6,.415
1101,0.0,.000,1.0,,,,0.0,,,0.0,.000,1.0,0.0,,0.0,1,,BAA,,Don Eliason,,1.0,0.0,,,,.000
1102,2.1,.530,4.0,0.8,.365,2.1,2.6,0.2,2.0,2.9,.473,6.1,2.0,.854,2.3,732,395,NBA,25.5,Mario Elie,0.7,2.0,8.6,0.9,1.3,2.8,.537
1103,0.2,.111,1.5,,,,0.0,,,0.2,.111,1.5,0.7,1.000,0.7,6,,TOT,,Ray Ellefson,,1.3,1.0,,,2.7,.111
1104,2.5,.496,5.1,0.0,.333,0.0,1.4,0.2,2.2,2.5,.494,5.1,1.9,.649,2.9,141,,NBA,16.5,Bob Elliott,1.3,2.2,7.0,0.5,1.7,3.6,.496
1105,4.4,.486,9.1,0.8,.375,2.1,2.6,0.4,3.2,5.2,.465,11.2,3.0,.799,3.8,742,712,NBA,33.0,Sean Elliott,1.1,2.2,14.2,0.8,1.8,4.3,.500
1106,1.4,.433,3.2,0.0,.000,0.1,0.7,0.5,1.8,1.4,.431,3.3,0.8,.731,1.1,168,,NBA,11.8,Bo Ellis,1.1,1.9,3.6,0.4,0.9,2.9,.431
