,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%
0,2.4,.503,4.8,0.0,.000,0.0,0.3,0.3,2.2,2.4,.502,4.8,0.9,.701,1.3,256,53,NBA,12.5,[u'Alaa Abdelnaby'],1.1,1.9,5.7,0.3,1.0,3.3,.502
