,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
1452,3.0,.421,7.2,0.0,.250,0.1,2.1,0.5,3.1,3.0,.420,7.2,1.9,.673,2.8,55,15,NBA,22.2,Sylvester Gray,2.1,2.6,8.0,0.7,1.9,5.2,.421,.010,14.2,1.3,-2.1,0.5,16.2,1.1,.392,-2.6,10.4,-0.4,11.2,1.4,17.9,13.2,.471,18.9,0.0,0.7,.028
1453,2.2,.283,7.7,,,,0.7,,,2.2,.283,7.7,1.1,.570,1.9,67,,BAA,,Wyndol Gray,,1.8,5.4,,,,.283,,,,,,,0.9,.250,,,1.1,,,,,.319,,,2.0,
1454,3.0,.467,6.4,0.1,.255,0.3,1.4,0.1,1.6,3.1,.457,6.7,1.3,.663,1.9,438,101,NBA,18.9,Jeff Grayer,1.3,1.7,7.4,0.6,1.1,3.0,.463,.047,11.4,0.5,-2.6,-1.1,10.1,5.4,.283,-1.6,7.8,3.6,12.0,1.6,12.8,8.9,.495,19.3,-1.3,9.0,.052
1455,1.0,.374,2.6,0.0,,0.0,0.9,,0.3,1.0,.374,2.6,0.4,.600,0.7,47,,TOT,7.6,Bob Greacen,0.3,1.2,2.4,,0.5,1.4,.374,.000,13.1,,,,4.7,0.3,.285,,5.0,-0.4,7.9,,50.0,6.1,.408,7.8,,-0.1,-0.013
1456,3.5,.507,6.8,0.1,.254,0.4,1.1,0.4,4.8,3.6,.494,7.2,2.4,.734,3.3,1278,832,NBA,28.6,A.C. Green,2.6,1.9,9.6,0.8,1.1,7.4,.501,.053,5.4,0.9,0.4,0.5,18.7,41.2,.462,0.0,10.6,58.3,14.4,1.4,11.5,14.7,.557,14.8,22.2,99.5,.131
1457,0.2,.231,1.0,0.0,.000,0.1,0.3,0.0,0.5,0.2,.214,1.0,0.5,.619,0.8,27,0,NBA,5.0,Devin Green,0.4,0.5,0.9,0.1,0.2,0.9,.214,.071,7.3,0.0,-7.7,-1.6,12.2,0.1,.750,-6.1,8.7,-0.2,4.7,1.2,11.8,10.5,.336,14.3,-0.2,-0.1,-0.018
1458,4.7,.493,9.5,,,,1.4,,,4.7,.493,9.5,2.2,.553,4.0,1057,,NBA,23.3,Johnny Green,,2.7,11.6,,,8.6,.493,,8.0,,,,,18.1,.419,,,39.9,17.1,,,14.3,.514,,,58.0,.113
1459,1.9,.481,3.9,0.0,,0.0,0.3,0.0,2.1,1.9,.481,3.9,0.7,.556,1.3,7,0,NBA,10.3,Ken Green,1.7,1.1,4.4,0.6,0.1,3.9,.481,.000,4.4,0.0,-0.5,-0.8,24.7,0.1,.333,0.2,18.0,0.1,19.3,2.7,3.1,21.2,.501,18.6,0.0,0.3,.184
1460,1.8,.414,4.4,0.0,.000,0.0,0.3,0.2,1.1,1.8,.412,4.4,0.8,.721,1.1,60,0,NBA,10.4,Kenny Green,0.6,1.0,4.4,0.2,0.8,1.7,.412,.004,3.8,1.0,-9.3,-3.2,12.0,0.5,.260,-6.1,5.9,-0.8,8.1,0.7,14.6,9.0,.454,22.6,-1.1,-0.3,-0.022
1461,2.2,.430,5.1,0.0,,0.0,0.8,0.5,3.7,2.2,.430,5.1,0.8,.660,1.3,411,,TOT,17.8,Lamar Green,1.4,2.5,5.2,0.4,1.2,6.2,.430,.000,5.5,1.6,-5.0,-0.2,23.7,7.7,.253,-4.9,9.0,-0.2,10.6,1.0,17.0,16.8,.462,16.7,-1.7,7.4,.049
1462,1.0,.448,2.1,0.0,.077,0.2,1.2,0.0,0.3,1.0,.420,2.3,0.9,.665,1.4,148,4,NBA,8.0,Litterial Green,0.2,0.8,2.9,0.3,0.5,0.5,.423,.076,23.0,0.3,-4.8,-2.3,4.9,1.0,.583,-2.6,2.4,0.6,11.6,2.2,15.3,3.7,.491,19.0,-0.8,1.6,.066
1463,1.7,.390,4.4,0.0,.000,0.1,0.3,,2.4,1.7,.383,4.5,0.8,.507,1.7,90,,TOT,10.4,Luther Green,1.4,1.5,4.3,,0.9,3.6,.383,.017,4.5,,,,,1.0,.373,,,-1.5,10.5,,14.2,16.5,.410,22.1,,-0.5,-0.025
1464,4.7,.481,9.9,0.0,.083,0.1,1.3,1.6,4.3,4.7,.480,9.9,2.1,.732,2.8,459,,TOT,24.7,Mike Green,2.6,2.9,11.5,0.7,1.8,6.9,.480,.003,7.1,3.5,0.5,0.9,18.2,15.0,.285,-0.4,10.9,12.6,16.3,1.3,13.8,14.5,.519,20.4,7.0,27.6,.117
1465,3.8,.475,7.9,0.0,.207,0.2,5.5,0.1,1.4,3.8,.469,8.1,1.7,.807,2.2,946,513,NBA,24.6,Rickey Green,0.5,1.5,9.4,1.4,1.7,1.9,.471,.025,30.8,0.1,-1.0,-1.1,6.1,21.1,.265,0.1,2.2,26.1,15.3,2.7,15.6,4.2,.518,17.6,5.8,47.2,.097
1466,1.6,.412,4.0,0.2,.246,0.7,0.5,0.2,0.6,1.8,.386,4.7,0.4,.620,0.6,84,0,NBA,8.0,Sean Green,0.4,0.8,4.2,0.4,0.8,1.0,.405,.154,11.2,1.2,-8.3,-3.2,7.9,0.4,.126,-5.1,6.1,-1.8,9.7,2.4,13.1,7.0,.421,30.6,-1.1,-1.3,-0.095
1467,3.4,.387,8.9,,,,3.3,,,3.4,.387,8.9,2.3,.676,3.4,504,,NBA,26.1,Si Green,,2.8,9.2,,,4.3,.387,,17.0,,,,,7.4,.387,,,2.6,11.1,,,,.442,,,10.0,.037
1468,2.9,.457,6.4,0.0,.037,0.0,0.9,0.3,4.2,2.9,.454,6.5,1.6,.738,2.2,679,242,NBA,19.5,Sidney Green,1.9,2.6,7.5,0.5,1.5,6.1,.455,.006,6.7,1.0,-2.7,0.0,23.8,16.3,.338,-2.8,10.8,1.1,12.1,1.3,17.1,17.3,.504,18.6,-2.5,17.4,.063
1469,2.3,.443,5.2,0.0,.000,0.1,0.8,0.1,1.4,2.3,.441,5.3,1.1,.730,1.5,205,,TOT,13.2,Steve Green,1.1,2.0,5.8,0.5,0.8,2.4,.441,.005,8.2,0.5,-3.2,-1.8,10.3,1.6,.288,-1.4,7.8,1.7,12.0,1.7,13.1,9.1,.485,18.5,-0.2,3.4,.060
1470,0.3,.357,0.8,0.1,.182,0.6,0.6,0.0,0.6,0.4,.280,1.5,0.6,.917,0.7,17,0,NBA,4.4,Taurean Green,0.0,0.3,1.6,0.1,0.5,0.6,.320,.440,22.3,0.0,-8.2,-2.5,14.9,0.1,.480,-5.7,0.0,-0.2,7.0,1.4,22.9,7.6,.446,24.3,-0.1,-0.1,-0.066
1471,1.6,.388,4.0,,,,2.4,0.1,0.8,1.6,.388,4.0,0.8,.762,1.1,59,,NBA,13.7,Tommie Green,0.3,1.9,3.9,1.0,1.5,1.2,.388,,22.2,0.4,-5.2,-0.7,5.6,0.7,.266,-4.5,2.5,-1.0,8.3,3.3,25.2,4.1,.438,16.7,-0.7,-0.3,-0.017
1472,2.6,.454,5.7,0.7,.346,2.0,1.4,0.1,1.5,3.3,.425,7.8,1.0,.765,1.3,731,297,NBA,20.2,Willie Green,0.3,1.7,8.3,0.5,1.0,1.8,.471,.263,11.6,0.6,-3.6,-1.9,8.5,10.3,.163,-1.6,1.9,2.6,11.0,1.4,10.4,5.2,.498,21.1,-5.9,12.9,.042
1473,0.9,.420,2.1,0.1,.212,0.4,1.2,0.1,1.1,1.0,.387,2.5,0.5,.642,0.7,131,7,NBA,11.9,Orien Greene,0.4,1.7,2.5,0.7,1.1,1.5,.404,.159,15.2,0.7,-3.8,1.3,11.1,1.9,.290,-5.0,3.8,-2.6,6.1,3.3,28.0,7.5,.441,15.1,-0.7,-0.7,-0.022
1474,1.6,.388,4.1,,,,0.4,,,1.6,.388,4.1,1.7,.724,2.3,25,,NBA,13.2,Jerry Greenspan,,2.6,4.9,,,3.3,.388,,0.0,,,,,0.2,.563,,,0.2,9.8,,,,.475,,,0.4,.060
1475,3.9,.479,8.2,0.0,.138,0.0,2.0,0.9,5.6,4.0,.477,8.3,2.3,.765,3.1,823,418,NBA,28.4,Dave Greenwood,2.3,3.2,10.2,0.7,1.8,7.9,.478,.004,9.5,1.8,0.2,1.2,21.9,25.8,.369,-1.0,9.3,20.6,13.6,1.2,15.7,15.6,.532,16.3,13.1,46.4,.095
1476,7.6,.452,16.8,,,,4.0,,,7.6,.452,16.8,4.1,.801,5.1,1122,,NBA,35.5,Hal Greer,,3.4,19.2,,,5.0,.452,,16.2,,,,,37.7,.304,,,64.9,15.7,,,5.3,.506,,,102.7,.124
1477,1.0,.483,2.2,0.4,.346,1.3,1.3,0.0,0.6,1.5,.433,3.4,0.7,.844,0.8,41,0,NBA,10.5,Lynn Greer,0.0,0.8,4.1,0.4,0.4,0.7,.496,.369,19.0,0.2,-3.8,-3.5,6.9,0.1,.227,-0.2,0.5,0.7,14.0,2.0,10.4,3.7,.538,18.1,-0.2,0.7,.083
1478,3.9,.435,9.0,0.0,.750,0.1,1.3,0.0,2.4,3.9,.436,9.0,1.1,.725,1.5,361,,TOT,23.0,Gary Gregor,1.0,2.4,8.9,0.2,0.8,6.3,.436,.001,7.9,0.2,-2.8,-0.9,17.2,4.0,.166,-1.9,7.1,-0.1,11.7,0.6,14.1,12.2,.462,16.1,-0.1,3.9,.023
1479,2.5,.459,5.4,0.0,.000,0.0,0.6,0.5,2.3,2.5,.456,5.4,0.5,.333,1.4,25,2,NBA,12.6,Claude Gregory,1.6,1.5,5.4,0.4,1.0,3.9,.456,.007,8.3,2.3,-4.2,0.1,20.3,0.4,.265,-4.3,12.7,-0.4,12.9,1.5,13.6,16.4,.448,22.7,-0.2,0.0,.007
1480,0.8,.538,1.4,0.0,,0.0,0.0,0.1,0.4,0.8,.538,1.4,0.6,.833,0.7,9,0,NBA,2.9,John Greig,0.2,0.4,2.1,0.0,0.2,0.7,.538,.000,0.0,2.0,-9.5,-7.2,15.7,0.0,.462,-2.3,8.6,0.1,19.9,0.0,11.3,12.3,.607,27.2,0.0,0.1,.182
1481,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,0.0,1,,NBA,1.0,Norm Grekin,,1.0,0.0,,,0.0,,,,,,,,0.0,,,,0.0,-23.3,,,,,,,0.0,.010
1482,4.1,.444,9.3,0.4,.334,1.1,1.9,0.2,1.5,4.3,.437,9.9,2.1,.817,2.5,672,82,NBA,22.7,Kevin Grevey,0.9,1.9,11.0,0.6,1.4,2.4,.448,.065,11.6,0.4,-1.6,-1.2,6.8,13.4,.255,-0.5,4.0,13.0,12.9,1.2,10.2,5.4,.496,21.7,1.4,26.5,.083
1483,3.1,.411,7.5,0.0,.000,0.0,0.8,,3.6,3.1,.410,7.5,2.6,.536,4.9,62,,ABA,22.4,Dennis Grey,2.0,3.4,8.8,,2.1,5.6,.410,.002,5.3,,,,,0.8,.657,,,-0.3,8.8,,18.1,11.3,.455,19.2,,0.6,.019
1484,1.5,.455,3.4,0.1,.278,0.4,1.4,0.1,2.1,1.6,.438,3.8,0.6,.763,0.8,477,179,NBA,16.8,Adrian Griffin,1.1,1.8,4.0,0.9,0.7,3.2,.452,.100,12.2,0.6,1.1,2.0,14.4,10.4,.219,-0.9,7.1,5.9,11.8,2.8,14.4,10.8,.488,12.9,6.2,16.3,.098
1485,2.0,.408,5.0,0.8,.315,2.5,0.8,1.7,4.1,2.8,.377,7.5,0.7,.671,1.1,303,117,NBA,22.2,Eddie Griffin,1.6,1.7,7.2,0.3,0.7,5.8,.430,.332,5.9,5.6,-1.0,1.3,21.0,9.4,.149,-2.3,8.7,1.5,14.3,0.8,8.6,15.0,.450,18.2,1.7,10.9,.078
1486,1.7,.361,4.7,,,,0.7,0.0,1.6,1.7,.361,4.7,0.6,.639,1.0,36,,NBA,11.7,Greg Griffin,1.2,1.6,4.0,0.4,1.1,2.9,.361,,7.1,0.0,-5.9,-1.0,14.6,0.5,.213,-4.9,10.6,-0.6,6.8,1.6,17.4,12.6,.392,19.7,-0.4,-0.1,-0.011
1487,1.7,.505,3.5,0.0,,0.0,2.3,0.5,3.7,1.7,.505,3.5,1.6,.692,2.3,480,0,NBA,20.9,Paul Griffin,1.9,2.9,5.1,0.8,1.6,5.5,.505,.000,13.4,1.3,1.6,2.1,17.4,11.5,.670,-0.5,9.3,8.1,11.9,1.8,26.2,13.5,.569,11.2,9.1,19.6,.094
1488,0.5,.500,1.0,0.0,.000,0.3,0.1,0.3,0.3,0.5,.400,1.3,0.3,.500,0.5,8,0,NBA,4.0,Taylor Griffin,0.0,0.5,1.3,0.0,0.1,0.3,.400,.200,4.3,4.4,-7.3,-1.4,6.7,0.0,.400,-5.8,0.0,0.0,5.2,0.0,7.8,3.5,.425,17.6,0.0,0.0,-0.039
1489,6.2,.485,12.7,0.7,.332,2.1,2.1,0.3,2.3,6.8,.463,14.8,1.8,.707,2.6,765,412,NBA,28.0,Darrell Griffith,1.0,2.2,16.2,1.2,2.1,3.3,.487,.141,12.1,0.6,-1.3,-1.1,8.5,20.8,.173,-0.2,4.0,1.2,14.6,2.0,11.8,6.3,.509,26.3,3.6,22.0,.049
1490,1.0,.368,2.7,,,,1.0,,,1.0,.368,2.7,0.3,.250,1.1,7,,NBA,6.4,Chuck Grigsby,,1.3,2.3,,,1.6,.368,,,,,,,0.1,.421,,,-0.1,9.9,,,,.355,,,0.0,-0.042
1491,0.0,.000,0.2,0.4,.333,1.3,0.0,0.1,0.4,0.4,.286,1.6,0.2,1.000,0.2,9,0,NBA,3.8,Derek Grimm,0.0,0.7,1.6,0.3,0.3,0.4,.429,.857,0.0,2.0,-6.9,-2.7,13.4,0.1,.143,-4.3,0.0,-0.1,7.9,4.6,16.8,6.5,.470,23.4,0.0,0.0,-0.012
1492,1.0,.357,2.7,,,,0.0,,,1.0,.357,2.7,1.0,.477,2.1,21,,BAA,,Woody Grimshaw,,1.2,2.9,,,,.357,,,,,,,0.0,.786,,,0.6,,,,,.405,,,0.6,
1493,3.8,.368,10.5,,,,2.7,,,3.8,.368,10.5,4.2,.790,5.3,26,,NBA,25.5,Dick Groat,,3.5,11.9,,,3.3,.368,,,,,,,0.7,.507,,,1.4,18.2,,,,.464,,,2.0,.148
1494,3.6,.514,7.0,0.0,.179,0.1,2.9,0.7,2.6,3.6,.512,7.1,1.7,.798,2.1,513,27,NBA,24.5,Bob Gross,1.8,2.9,8.9,1.2,2.1,4.4,.512,.008,15.7,1.6,2.4,1.6,11.1,15.0,.293,0.8,8.0,15.6,14.7,2.3,20.5,9.6,.557,16.0,13.9,30.7,.117
1495,1.8,.441,4.1,0.0,,0.0,0.4,,3.0,1.8,.441,4.1,0.5,.565,0.9,25,,ABA,13.4,Mike Grosso,2.0,2.6,4.1,,0.8,4.9,.441,.000,4.0,,,,20.2,0.0,.225,,13.4,-0.1,10.0,,15.1,16.8,.459,14.4,,-0.1,-0.020
1496,0.5,.545,1.0,,,,0.4,,,0.5,.545,1.0,0.2,1.000,0.2,11,,NBA,3.0,Jerry Grote,,0.5,1.3,,,0.4,.545,,17.8,,,,,0.0,.182,,,0.1,14.9,,,,.589,,,0.1,.175
1497,7.8,.474,16.4,,,,2.4,,,7.8,.474,16.4,6.9,.756,9.1,130,,NBA,,Alex Groza,,3.5,22.5,,,10.7,.474,,,,,,,4.7,.557,,,31.2,,,,,.550,,,35.9,
1498,1.0,.667,1.5,0.0,,0.0,0.5,,0.0,1.0,.667,1.5,0.0,,0.0,2,,ABA,4.0,Dick Grubar,0.0,0.5,2.0,,0.0,0.0,.667,.000,19.7,,,,,0.0,.000,,,0.0,20.2,,0.0,0.0,.667,14.3,,0.0,.226
1499,1.2,.609,1.9,0.4,.333,1.3,0.8,0.0,1.3,1.6,.500,3.2,0.8,.643,1.2,12,0,NBA,9.0,Anthony Grundy,0.1,1.2,4.3,0.6,0.8,1.4,.566,.395,14.7,0.0,-1.7,-1.8,18.3,0.1,.368,0.1,1.1,0.1,16.6,3.4,16.9,9.5,.589,22.4,0.0,0.2,.095
1500,2.9,.480,6.1,0.1,.337,0.2,2.0,0.2,1.9,3.0,.477,6.2,1.4,.770,1.8,693,17,NBA,18.6,Ernie Grunfeld,0.7,2.2,7.4,0.7,1.2,2.6,.481,.023,15.0,0.6,-0.8,0.1,11.5,13.6,.288,-0.9,4.4,11.4,12.7,1.7,14.1,7.9,.525,17.8,3.9,25.0,.093
1501,1.3,.376,3.5,,,,0.3,,,1.3,.376,3.5,0.6,.611,1.0,129,,NBA,8.4,Gene Guarilia,,1.1,3.2,,,2.3,.376,,,,,,,2.0,.282,,,-0.7,9.0,,,,.411,,,1.2,.055
1502,1.7,.494,3.4,0.0,.500,0.0,1.0,0.6,2.6,1.7,.494,3.4,1.3,.754,1.7,150,20,NBA,13.7,Petur Gudmundsson,1.1,2.7,4.6,0.2,1.3,3.8,.495,.004,9.2,2.6,-2.8,0.3,21.2,1.9,.496,-3.2,8.9,0.3,10.6,0.8,24.0,15.0,.560,15.8,-0.4,2.1,.050
1503,6.1,.416,14.7,,,,5.0,,,6.1,.416,14.7,5.1,.780,6.5,848,,NBA,32.4,Richie Guerin,,3.3,17.3,,,5.0,.416,,22.7,,,,,19.9,.446,,,49.3,17.3,,,,.493,,,69.2,.121
1504,4.8,.467,10.3,0.3,.284,1.0,2.8,0.6,5.2,5.1,.451,11.3,2.5,.757,3.4,763,608,NBA,30.9,Tom Gugliotta,2.1,2.5,13.0,1.4,2.3,7.3,.463,.085,15.1,1.5,1.1,1.6,19.8,28.7,.299,-0.4,7.8,11.6,15.9,2.3,15.2,13.7,.509,21.5,18.7,40.2,.082
1505,1.0,.349,2.9,0.0,.000,0.2,0.5,0.1,1.6,1.0,.328,3.0,0.7,.640,1.1,22,0,NBA,9.1,Andres Guibert,1.2,1.6,2.7,0.4,0.8,2.8,.328,.060,9.9,0.7,-6.7,-1.1,21.0,0.2,.373,-5.6,15.9,-0.4,7.9,2.1,18.8,18.5,.385,21.7,-0.2,-0.2,-0.057
1506,0.5,.402,1.4,0.0,,0.0,0.3,0.2,0.9,0.5,.402,1.4,0.4,.609,0.7,64,5,NBA,5.4,Jay Guidinger,0.6,1.1,1.5,0.2,0.4,1.5,.402,.000,7.6,2.7,-3.1,1.0,18.1,0.6,.529,-4.0,14.0,-0.1,9.9,1.9,19.5,16.1,.457,17.2,-0.1,0.4,.058
1507,3.7,.332,11.2,,,,0.8,,,3.7,.332,11.2,3.2,.642,5.0,84,,BAA,,Coulby Gunther,,2.2,10.6,,,,.332,,,,,,,-0.5,.450,,,9.1,,,,,.398,,,8.6,
1508,1.0,.500,2.0,,,,3.0,,,1.0,.500,2.0,0.0,,0.0,1,,NBA,5.0,Dave Gunther,,1.0,2.0,,,3.0,.500,,,,,,,0.0,.000,,,0.0,31.6,,,,.500,,,0.0,.204
1509,1.6,.311,5.2,,,,1.7,,,1.6,.311,5.2,0.5,.560,0.9,57,,NBA,,Al Guokas,,2.5,3.8,,,,.311,,,,,,,-0.1,.167,,,-0.9,,,,,.333,,,-1.0,
1510,0.6,.269,2.2,,,,0.2,,,0.6,.269,2.2,0.6,.553,1.0,47,,BAA,,Matt Guokas,,1.5,1.7,,,,.269,,,,,,,0.8,.452,,,0.4,,,,,.329,,,1.1,
1511,0.6,.269,2.2,,,,0.2,,,0.6,.269,2.2,0.6,.553,1.0,47,,BAA,,Matt Guokas,,1.5,1.7,,,,.269,,16.4,0.5,-3.8,-0.8,5.4,10.9,.263,-3.0,1.7,15.9,9.8,1.1,,3.7,.524,,-2.2,26.7,.077
1512,2.4,.489,5.0,,,,3.0,0.2,1.2,2.4,.489,5.0,1.0,.727,1.3,735,,NBA,22.6,Matt Guokas,0.4,2.0,5.8,0.5,,2.0,.489,,,,,,,0.8,.452,,,0.4,,,,,.329,,,1.1,
1513,2.4,.489,5.0,,,,3.0,0.2,1.2,2.4,.489,5.0,1.0,.727,1.3,735,,NBA,22.6,Matt Guokas,0.4,2.0,5.8,0.5,,2.0,.489,,16.4,0.5,-3.8,-0.8,5.4,10.9,.263,-3.0,1.7,15.9,9.8,1.1,,3.7,.524,,-2.2,26.7,.077
1514,1.2,.377,3.1,0.9,.378,2.4,1.8,0.2,0.7,2.1,.377,5.5,0.5,.822,0.6,80,14,NBA,15.6,A.J. Guyton,0.3,0.7,5.5,0.3,0.8,1.0,.460,.439,20.9,0.7,-5.4,-4.4,5.7,-0.1,.102,-1.0,2.0,0.3,10.9,0.9,11.9,3.8,.481,19.3,-1.1,0.3,.010
1515,2.8,.458,6.0,1.8,.368,4.9,1.9,0.4,3.9,4.6,.418,10.9,4.3,.862,5.0,455,385,NBA,31.1,Danilo Gallinari,0.8,1.9,15.2,0.8,1.3,4.7,.501,.448,9.5,1.1,1.1,-1.2,14.1,8.3,.457,2.2,2.8,31.9,16.4,1.3,9.1,8.4,.581,20.4,10.9,40.2,.136
1516,1.9,.408,4.7,1.3,.361,3.5,2.2,0.2,2.6,3.2,.388,8.2,1.0,.776,1.3,195,48,NBA,24.7,Langston Galloway,0.5,2.0,8.6,0.9,0.8,3.1,.466,.432,14.3,0.7,-1.2,-0.7,11.7,3.6,.154,-0.5,2.4,2.0,11.4,1.8,8.6,7.0,.492,17.5,1.0,5.6,.056
1517,0.9,.384,2.3,0.4,.351,1.2,1.7,0.1,1.1,1.3,.373,3.5,0.2,.682,0.2,90,0,NBA,13.3,Diante Garrett,0.2,0.9,3.2,0.6,1.0,1.2,.435,.354,19.3,0.3,-5.3,-1.3,9.5,0.5,.070,-4.1,1.5,-1.5,7.3,2.2,21.9,5.4,.445,15.8,-1.0,-1.0,-0.041
1518,5.4,.504,10.8,0.2,.340,0.5,3.2,1.5,5.8,5.6,.497,11.3,3.5,.771,4.6,638,631,NBA,33.8,Marc Gasol,1.9,3.0,14.9,0.9,2.0,7.6,.504,.044,16.1,3.7,3.7,2.9,20.3,31.5,.406,0.8,6.4,37.6,18.8,1.4,13.1,13.2,.561,20.6,30.9,69.2,.154
1519,6.7,.513,13.1,0.1,.363,0.3,3.3,1.7,6.8,6.9,.510,13.4,4.1,.753,5.4,1113,1081,NBA,34.8,Pau Gasol,2.6,2.2,17.9,0.5,2.3,9.4,.514,.023,16.5,3.5,3.5,2.0,21.7,50.0,.405,1.6,8.6,86.5,21.5,0.8,12.5,15.2,.566,23.5,54.0,136.5,.169
1520,5.9,.479,12.4,1.1,.345,3.0,2.3,0.8,4.4,7.0,.452,15.4,3.4,.796,4.3,753,715,NBA,35.6,Rudy Gay,1.5,2.5,18.4,1.3,2.4,5.9,.486,.198,11.2,1.8,0.5,0.1,14.5,25.1,.279,0.4,4.8,22.3,16.7,1.9,12.2,9.6,.532,24.8,16.8,47.4,.085
1521,0.1,.167,0.7,0.0,.000,0.4,0.2,0.0,0.1,0.1,.100,1.1,0.2,1.000,0.2,9,0,NBA,3.6,Michael Gbinije,0.2,0.2,0.4,0.0,0.0,0.3,.100,.400,7.9,0.0,-10.6,-2.9,3.5,0.0,.200,-7.8,6.6,-0.1,-2.1,0.0,0.0,5.1,.184,15.1,-0.1,-0.1,-0.137
1522,2.0,.469,4.2,0.4,.325,1.4,1.1,0.2,2.3,2.4,.434,5.5,1.4,.754,1.8,417,213,NBA,21.8,Alonzo Gee,0.9,1.9,6.6,0.9,1.1,3.3,.474,.248,7.6,0.9,-1.4,0.2,12.6,5.9,.325,-1.6,4.7,3.8,10.7,2.1,14.5,8.5,.522,15.2,1.4,9.7,.051
1523,1.5,.519,2.9,0.3,.316,0.9,0.8,0.2,1.5,1.8,.470,3.9,0.7,.815,0.9,145,27,NBA,16.2,Mickael Gelabale,0.7,1.3,4.6,0.3,0.6,2.3,.508,.243,7.5,1.1,-1.9,-0.5,11.2,1.1,.221,-1.4,5.2,1.9,10.5,1.1,13.0,8.2,.545,13.4,0.0,3.0,.062
1524,4.1,.467,8.9,2.0,.369,5.4,3.1,0.4,5.4,6.1,.430,14.2,3.7,.850,4.3,442,394,NBA,32.7,Paul George,0.9,2.7,17.9,1.6,2.5,6.3,.499,.376,16.9,1.0,3.6,1.4,18.1,25.5,.303,2.2,3.0,17.5,18.3,2.6,13.6,10.7,.554,25.7,20.5,43.0,.143
1525,1.2,.400,2.9,0.9,.333,2.6,1.5,0.0,1.2,2.1,.368,5.6,1.2,.724,1.7,17,0,NBA,13.6,Jonathan Gibson,0.1,1.2,6.2,0.5,1.2,1.3,.447,.474,18.8,0.0,-5.4,-2.2,11.1,0.2,.305,-3.2,0.5,-0.3,9.6,1.8,16.3,5.6,.492,26.3,-0.2,-0.1,-0.028
1526,3.9,.498,7.8,0.0,.114,0.1,1.0,1.2,4.0,3.9,.495,7.8,1.6,.693,2.3,579,239,NBA,25.1,Taj Gibson,2.4,2.6,9.4,0.5,1.3,6.3,.495,.008,6.5,3.6,-0.2,1.6,17.4,23.0,.297,-1.8,10.6,14.2,15.2,1.1,12.4,14.0,.529,18.2,6.6,37.3,.123
1527,3.0,.498,6.0,1.4,.370,3.9,3.9,0.3,2.9,4.4,.447,9.9,3.3,.826,4.0,988,349,NBA,25.8,Manu Ginobili,0.7,2.1,13.6,1.4,2.0,3.6,.520,.394,24.8,0.9,5.3,1.3,12.8,45.7,.404,3.9,3.1,58.6,20.6,2.8,14.8,8.1,.583,24.7,46.9,104.3,.196
1528,1.0,.424,2.3,0.0,,0.0,0.2,0.8,1.7,1.0,.424,2.3,0.2,.500,0.5,26,7,NBA,9.7,Mickell Gladness,0.5,1.2,2.2,0.2,0.3,2.2,.424,.000,2.9,6.1,-4.8,1.1,19.8,0.2,.203,-5.9,6.4,-0.1,9.5,0.8,9.8,13.2,.436,13.1,-0.2,0.2,.029
1529,3.3,.611,5.4,0.0,.000,0.0,1.1,2.1,6.6,3.3,.609,5.4,2.5,.612,4.1,263,172,NBA,26.9,Rudy Gobert,3.1,2.4,9.1,0.6,1.5,9.8,.609,.002,6.7,6.5,4.6,4.6,28.2,14.3,.752,0.0,13.6,15.1,20.5,1.2,17.3,21.0,.631,15.0,11.8,29.4,.199
1530,3.2,.473,6.8,0.7,.349,2.0,1.5,0.2,3.3,3.9,.445,8.7,1.7,.799,2.1,487,371,NBA,27.6,Ryan Gomes,1.3,1.9,10.1,0.7,1.1,4.6,.484,.225,8.6,0.4,-1.3,-0.7,14.3,7.9,.239,-0.6,5.3,11.5,12.5,1.4,10.5,9.7,.525,17.5,2.3,19.4,.069
1531,4.2,.471,9.0,0.1,.257,0.4,1.1,0.6,4.7,4.3,.462,9.4,2.2,.760,2.8,790,500,NBA,25.5,Drew Gooden,2.4,2.5,11.0,0.7,1.5,7.1,.468,.046,7.6,1.8,-1.5,-0.1,21.7,25.0,.301,-1.5,10.6,18.9,16.3,1.4,12.1,16.1,.514,21.6,2.3,43.9,.105
1532,1.9,.480,4.0,0.3,.235,1.2,1.2,0.2,1.5,2.2,.425,5.2,1.6,.697,2.2,158,15,NBA,14.4,Archie Goodwin,0.5,1.2,6.2,0.4,1.2,2.0,.452,.224,13.7,1.2,-4.3,-1.3,11.3,1.5,.433,-2.9,3.9,-0.5,11.5,1.4,16.6,7.6,.506,22.1,-1.3,1.0,.021
1533,3.0,.523,5.7,0.6,.282,2.2,1.5,0.6,3.7,3.6,.457,7.9,1.6,.691,2.3,199,111,NBA,23.9,Aaron Gordon,1.5,2.0,9.4,0.7,0.9,5.2,.496,.277,9.7,2.0,-0.2,0.3,17.3,4.5,.291,-0.5,6.9,5.0,14.7,1.4,9.4,12.0,.528,18.2,2.2,9.5,.096
