,Unnamed: 0_x,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF_x,PTS,STL,TOV,TRB,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,Position,C,PF_y,PG,SF,SG,nan
23,23,0.4,0.233,1.6,0.7,0.298,2.5,1.2,0.0,1.1,1.1,0.273,4.1,1.7,0.97,1.7,19,0.0,NBA,11.9,Blake Ahearn,0.1,1.4,4.6,0.4,1.2,1.2,0.364,0.61,15.5,0.0,-6.6,-3.1,11.2,0.1,0.429,-3.5,0.5,-0.3,7.2,1.7,19.4,5.8,0.481,23.6,-0.3,-0.2,-0.034,23.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
24,24,3.5,0.502,7.0,1.0,0.378,2.5,4.0,0.1,2.0,4.5,0.469,9.5,1.6,0.846,1.9,1042,508.0,NBA,26.6,Danny Ainge,0.7,2.4,11.5,1.1,1.5,2.7,0.519,0.268,20.8,0.3,1.3,-0.7,8.1,25.9,0.2,2.0,2.9,45.7,14.7,2.0,12.7,5.6,0.555,18.5,23.0,71.5,0.124,24.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
25,25,2.2,0.408,5.4,0.0,0.0,0.0,0.4,,,2.2,0.405,5.5,1.2,0.675,1.7,45,,ABA,14.2,Matthew Aitch,,1.5,5.6,,0.8,3.6,0.405,0.008,4.1,,,,,0.5,0.312,,,0.0,11.9,,11.6,11.3,0.449,18.6,,0.5,0.04,25.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
26,26,1.5,0.352,4.2,0.0,0.0,1.0,0.5,,2.0,1.5,0.35,4.2,0.5,0.676,0.8,88,,TOT,8.4,Henry Akin,0.0,1.5,3.5,,2.0,2.1,0.35,0.005,7.1,,,,,0.3,0.191,,,-1.6,7.4,,42.9,7.0,0.383,13.8,,-1.2,-0.081,26.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
27,27,3.1,0.49,6.3,0.1,0.252,0.4,1.1,0.3,2.1,3.2,0.475,6.7,1.0,0.775,1.3,325,41.0,NBA,16.9,Mark Alarie,1.3,2.2,7.5,0.4,1.0,3.4,0.483,0.062,9.3,1.1,-2.2,-1.1,13.8,4.5,0.191,-1.2,8.4,3.9,13.0,1.1,11.5,11.0,0.514,19.6,-0.3,8.4,0.073,27.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
28,28,1.3,0.293,4.5,,,,0.3,,,1.3,0.293,4.5,0.7,0.598,1.2,78,,NBA,10.8,Gary Alcorn,,2.2,3.3,,,4.2,0.293,,,,,,,0.8,0.261,,,-2.1,6.5,,,,0.333,,,-1.3,-0.072,28.0,C,1.0,0.0,0.0,0.0,0.0,0.0
29,29,2.2,0.479,4.5,0.0,0.0,0.0,0.5,0.2,2.5,2.2,0.478,4.6,0.7,0.733,1.0,74,4.0,NBA,15.1,Chuck Aleksinas,1.2,2.3,5.1,0.2,1.0,3.6,0.478,0.003,4.4,0.8,-5.9,-2.0,20.1,0.4,0.223,-3.9,8.1,0.1,9.1,0.6,16.3,13.6,0.509,15.6,-1.1,0.4,0.019,29.0,C,1.0,0.0,0.0,0.0,0.0,0.0
30,30,1.1,0.417,2.7,0.8,0.354,2.2,2.7,0.1,1.3,1.9,0.389,4.9,0.9,0.756,1.1,307,35.0,NBA,15.8,Cory Alexander,0.3,1.7,5.5,0.9,1.5,1.6,0.468,0.444,28.6,0.6,-2.2,-1.4,9.8,3.3,0.233,-0.7,1.8,-0.3,12.4,2.9,21.9,5.7,0.504,20.1,-0.2,3.0,0.03,30.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
31,31,3.3,0.429,7.7,0.2,0.339,0.6,1.2,0.1,1.5,3.5,0.422,8.3,1.8,0.813,2.2,187,59.0,NBA,21.7,Courtney Alexander,0.7,2.0,9.0,0.6,1.1,2.2,0.435,0.078,9.7,0.3,-4.0,-2.1,8.2,2.1,0.269,-1.9,3.5,2.0,11.5,1.4,10.5,5.8,0.487,21.7,-2.1,4.1,0.048,31.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
32,32,0.7,0.571,1.3,0.0,,0.0,0.2,0.0,0.7,0.7,0.571,1.3,0.3,0.333,0.8,11,0.0,NBA,5.0,Gary Alexander,0.6,0.9,1.7,0.3,0.7,1.4,0.571,0.0,5.4,0.0,-5.8,-0.7,16.8,0.1,0.643,-5.1,14.7,-0.1,8.6,2.9,30.8,15.8,0.529,21.0,-0.1,0.0,-0.032,32.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
33,33,1.3,0.426,3.0,0.2,0.34,0.7,0.7,0.4,1.1,1.5,0.41,3.7,0.9,0.698,1.3,67,0.0,NBA,11.1,Joe Alexander,0.7,1.7,4.2,0.2,0.8,1.8,0.442,0.187,9.5,3.3,-3.3,0.2,12.2,0.8,0.343,-3.5,7.0,-0.3,9.9,1.1,15.3,9.5,0.488,20.5,-0.2,0.5,0.03,33.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
34,34,3.8,0.525,7.2,0.1,0.286,0.2,0.9,0.6,3.3,3.8,0.518,7.4,1.1,0.634,1.8,286,155.0,NBA,20.1,Victor Alexander,1.6,2.5,8.9,0.5,1.3,4.8,0.522,0.03,6.7,1.9,-2.6,-0.8,17.9,4.9,0.239,-1.9,8.6,3.9,13.7,1.1,13.9,13.3,0.541,19.5,-0.9,8.8,0.073,34.0,C,1.0,0.0,0.0,0.0,0.0,0.0
35,35,1.5,0.487,3.1,0.2,0.324,0.6,1.0,0.1,0.7,1.7,0.459,3.8,0.8,0.87,0.9,169,3.0,NBA,9.7,Steve Alford,0.1,0.7,4.4,0.5,0.5,0.9,0.487,0.17,15.4,0.4,-2.4,-1.7,7.6,1.4,0.23,-0.7,1.7,1.8,14.4,2.5,11.3,4.7,0.533,19.6,-0.2,3.2,0.093,35.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
36,36,3.1,0.424,7.3,0.1,1.0,0.1,0.6,,,3.2,0.429,7.4,1.5,0.586,2.6,38,,ABA,22.6,Bill Allen,,3.2,7.9,,1.0,7.1,0.432,0.007,3.8,,,,,0.3,0.354,,,0.3,11.9,,10.5,13.7,0.464,15.2,,0.6,0.033,36.0,C,1.0,0.0,0.0,0.0,0.0,0.0
37,37,0.5,0.326,1.6,,,,0.4,,,0.5,0.326,1.6,0.7,0.556,1.3,27,,NBA,8.6,Bob Allen,,1.0,1.8,,,2.1,0.326,,5.4,,,,,0.3,0.837,,,-0.1,6.8,,,,0.408,,,0.1,0.028,37.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
38,38,0.6,0.37,1.7,0.3,0.317,1.1,1.7,0.1,0.8,1.0,0.35,2.8,0.6,0.63,0.9,117,1.0,NBA,11.2,Jerome Allen,0.3,1.1,2.9,0.4,0.9,1.1,0.411,0.387,24.0,0.5,-4.2,-1.3,8.3,1.0,0.331,-2.9,2.7,-0.9,8.5,2.1,21.6,5.6,0.45,16.5,-0.7,0.2,0.006,38.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
39,39,5.5,0.463,11.9,,,,4.5,0.3,2.3,5.5,0.463,11.9,2.3,0.76,3.1,702,,NBA,28.7,Lucius Allen,1.0,2.6,13.4,1.5,2.3,3.1,0.463,,21.5,0.5,0.5,-0.6,7.4,19.4,0.257,1.1,3.2,22.6,15.5,2.2,17.9,5.4,0.504,20.5,7.6,42.0,0.1,39.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
40,40,2.2,0.441,4.9,0.0,0.188,0.0,0.5,0.5,1.9,2.2,0.439,4.9,0.5,0.778,0.7,478,125.0,NBA,15.2,Malik Allen,1.0,1.9,4.9,0.3,0.7,2.8,0.44,0.007,5.3,2.4,-4.0,0.1,14.3,8.2,0.137,-4.2,7.4,-1.6,9.9,0.9,11.3,10.8,0.465,17.9,-3.8,6.6,0.044,40.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
41,41,1.6,0.456,3.6,0.0,0.0,0.1,0.3,0.3,1.3,1.6,0.442,3.7,0.3,0.533,0.6,70,6.0,NBA,11.3,Randy Allen,0.7,1.6,3.6,0.2,0.4,2.1,0.442,0.031,4.2,1.5,-6.2,-1.5,13.3,0.6,0.174,-4.7,7.4,-0.4,8.3,1.1,9.7,10.4,0.454,16.8,-0.8,0.2,0.011,41.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
42,42,4.3,0.485,8.9,2.3,0.4,5.7,3.4,0.2,3.1,6.6,0.452,14.6,3.4,0.894,3.8,1300,1149.0,NBA,35.6,Ray Allen,0.9,2.2,18.9,1.1,2.1,4.1,0.53,0.392,16.5,0.4,3.0,-1.3,10.3,33.4,0.26,4.2,3.2,111.7,18.6,1.7,11.4,6.8,0.58,23.8,58.1,145.1,0.15,42.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
43,43,0.6,0.308,1.9,0.0,,0.0,0.6,,1.4,0.6,0.308,1.9,0.7,0.833,0.9,7,,ABA,4.3,Willie Allen,0.6,1.6,1.9,,0.9,2.0,0.308,0.0,18.1,,,,32.9,0.0,0.462,,12.7,-0.1,5.7,,27.7,22.6,0.416,27.9,,0.0,-0.021,43.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
44,44,0.5,0.218,2.2,,,,0.3,,,0.5,0.218,2.2,0.9,0.541,1.7,36,,NBA,4.6,Odis Allison,,0.9,1.9,,,1.3,0.218,,7.7,,,,,0.3,0.782,,,-0.9,4.7,,,12.1,0.32,,,-0.6,-0.181,44.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
45,45,0.3,0.25,1.3,0.0,,0.0,0.0,0.0,0.3,0.3,0.25,1.3,0.3,0.5,0.7,3,0.0,NBA,3.3,Lance Allred,0.0,0.3,1.0,0.0,0.0,0.3,0.25,0.0,0.0,0.0,-19.7,-7.1,11.8,0.0,0.5,-12.6,0.0,0.0,-1.0,0.0,0.0,5.7,0.307,22.1,0.0,0.0,-0.125,45.0,C,1.0,0.0,0.0,0.0,0.0,0.0
46,46,1.0,0.348,3.0,0.0,0.0,0.0,1.1,0.4,2.1,1.0,0.343,3.0,0.6,0.591,1.0,22,,NBA,12.5,Darrell Allums,0.9,2.3,2.7,0.2,1.0,3.0,0.343,0.015,12.5,1.7,-5.6,0.4,19.7,0.2,0.328,-5.9,7.6,-0.5,5.3,0.9,23.1,13.4,0.385,15.1,-0.2,-0.3,-0.054,46.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
47,47,0.9,0.404,2.3,0.2,0.292,0.6,0.3,0.1,0.9,1.1,0.381,3.0,0.7,0.743,0.9,38,1.0,NBA,9.5,Morris Almond,0.3,1.1,3.1,0.3,0.5,1.2,0.412,0.212,4.9,0.9,-6.4,-1.6,11.8,0.3,0.31,-4.8,3.3,-0.3,7.0,1.7,12.9,7.5,0.463,18.3,-0.4,0.0,0.005,47.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
48,48,2.3,0.493,4.6,0.0,0.143,0.1,0.7,0.6,2.1,2.3,0.489,4.7,0.8,0.487,1.7,139,42.0,NBA,19.1,Derrick Alston,1.6,2.1,5.4,0.7,0.8,3.8,0.49,0.011,5.9,2.4,-2.1,0.4,13.2,1.8,0.36,-2.6,9.8,0.8,11.7,1.9,12.9,11.5,0.499,14.6,-0.1,2.6,0.047,48.0,C,1.0,0.0,0.0,0.0,0.0,0.0
49,49,2.2,0.407,5.3,1.5,0.354,4.2,4.8,0.2,2.5,3.7,0.383,9.5,1.3,0.729,1.8,671,452.0,NBA,28.9,Rafer Alston,0.4,2.1,10.1,1.2,1.8,2.8,0.461,0.44,27.4,0.4,0.2,-0.2,9.7,22.6,0.194,0.4,1.5,10.3,13.2,2.2,14.7,5.6,0.49,19.4,10.9,32.9,0.081,49.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
50,50,0.5,0.5,1.0,0.0,,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,,0.0,2,0.0,NBA,2.5,Peter Aluma,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,12.7,-7.1,8.2,21.0,0.0,0.0,-15.2,21.2,0.0,3.1,10.0,50.0,21.1,0.5,34.1,0.0,0.0,-0.206,50.0,C,1.0,0.0,0.0,0.0,0.0,0.0
51,51,2.3,0.405,5.6,0.0,0.077,0.0,0.8,0.3,1.8,2.3,0.403,5.6,1.7,0.671,2.6,294,93.0,NBA,16.4,John Amaechi,0.8,1.7,6.2,0.3,1.3,2.6,0.403,0.008,7.6,1.5,-6.1,-1.2,12.9,4.2,0.462,-4.9,5.5,-3.8,8.9,1.0,16.3,9.2,0.464,21.6,-5.0,0.5,0.005,51.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
52,52,1.6,0.455,3.4,0.0,0.5,0.0,0.4,0.2,2.6,1.6,0.455,3.4,1.3,0.633,2.1,85,34.0,NBA,14.7,Ashraf Amaya,1.6,2.1,4.5,0.3,0.8,4.2,0.457,0.007,4.8,0.8,-4.4,-0.6,21.5,1.4,0.606,-3.8,12.2,0.5,11.5,1.2,15.3,16.7,0.512,15.9,-0.7,1.9,0.071,52.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
53,53,1.7,0.385,4.3,,,,0.9,,,1.7,0.385,4.3,0.7,0.548,1.3,33,,NBA,11.3,Bob Anderegg,,1.0,4.0,,,2.1,0.385,,,,,,,0.1,0.294,,,-0.1,9.3,,,,0.412,,,0.0,0.002,53.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
54,54,1.6,0.467,3.5,0.3,0.347,1.0,0.6,0.2,2.1,2.0,0.44,4.5,0.6,0.674,0.9,103,0.0,NBA,12.3,David Andersen,0.7,1.5,4.9,0.2,0.6,2.8,0.478,0.219,7.3,1.3,-4.2,-1.3,20.7,1.2,0.193,-2.9,6.6,0.3,11.7,0.8,10.6,13.4,0.501,19.8,-0.7,1.5,0.059,54.0,C,1.0,0.0,0.0,0.0,0.0,0.0
55,55,4.1,0.418,9.8,0.1,0.159,0.3,1.7,,1.4,4.1,0.41,10.1,2.4,0.755,3.2,194,,ABA,24.7,Andrew Anderson,1.6,2.4,10.7,,1.6,2.7,0.413,0.032,9.7,,,,,2.4,0.315,,,1.1,10.9,,12.4,4.9,0.467,19.4,,3.5,0.035,55.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
56,56,1.0,0.333,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.333,3.0,0.0,,0.0,1,0.0,NBA,15.0,Antonio Anderson,1.0,1.0,2.0,0.0,1.0,1.0,0.333,0.0,0.0,0.0,-11.4,-3.1,0.0,0.0,0.0,-8.2,7.9,0.0,-1.7,0.0,25.0,3.8,0.333,12.0,0.0,0.0,-0.104,56.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
57,57,0.9,0.354,2.5,0.0,,0.0,0.9,,1.0,0.9,0.354,2.5,1.3,0.585,2.2,84,,TOT,7.2,Cliff Anderson,0.3,1.3,3.0,,1.0,1.3,0.354,0.0,15.3,,,,,0.5,0.888,,,-0.2,10.6,,31.1,11.2,0.442,16.3,,0.3,0.023,57.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
58,58,4.9,0.481,10.2,0.0,,0.0,1.1,,5.9,4.9,0.481,10.2,2.4,0.727,3.4,140,,ABA,28.8,Dan Anderson,3.5,3.6,12.2,,1.5,9.4,0.481,0.0,5.7,,,,,4.4,0.33,,,6.5,17.5,,11.5,14.5,0.524,16.7,,10.9,0.13,58.0,C,1.0,0.0,0.0,0.0,0.0,0.0
59,58,4.9,0.481,10.2,0.0,,0.0,1.1,,5.9,4.9,0.481,10.2,2.4,0.727,3.4,140,,ABA,28.8,Dan Anderson,3.5,3.6,12.2,,1.5,9.4,0.481,0.0,5.7,,,,,4.4,0.33,,,6.5,17.5,,11.5,14.5,0.524,16.7,,10.9,0.13,59.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
60,59,4.9,0.481,10.2,0.0,,0.0,1.1,,5.9,4.9,0.481,10.2,2.4,0.727,3.4,140,,ABA,28.8,Dan Anderson,3.5,3.6,12.2,,1.5,9.4,0.481,,21.1,0.1,-4.2,-2.1,6.4,0.6,0.318,-2.1,2.3,0.9,12.3,1.5,,4.4,0.532,,-0.6,1.6,0.071,58.0,C,1.0,0.0,0.0,0.0,0.0,0.0
61,59,4.9,0.481,10.2,0.0,,0.0,1.1,,5.9,4.9,0.481,10.2,2.4,0.727,3.4,140,,ABA,28.8,Dan Anderson,3.5,3.6,12.2,,1.5,9.4,0.481,,21.1,0.1,-4.2,-2.1,6.4,0.6,0.318,-2.1,2.3,0.9,12.3,1.5,,4.4,0.532,,-0.6,1.6,0.071,59.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
62,60,1.4,0.472,3.0,,,,1.7,0.0,0.7,1.4,0.472,3.0,0.8,0.846,1.0,95,,NBA,11.2,Dan Anderson,0.2,1.1,3.7,0.4,,1.0,0.472,0.0,5.7,,,,,4.4,0.33,,,6.5,17.5,,11.5,14.5,0.524,16.7,,10.9,0.13,58.0,C,1.0,0.0,0.0,0.0,0.0,0.0
63,60,1.4,0.472,3.0,,,,1.7,0.0,0.7,1.4,0.472,3.0,0.8,0.846,1.0,95,,NBA,11.2,Dan Anderson,0.2,1.1,3.7,0.4,,1.0,0.472,0.0,5.7,,,,,4.4,0.33,,,6.5,17.5,,11.5,14.5,0.524,16.7,,10.9,0.13,59.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
64,61,1.4,0.472,3.0,,,,1.7,0.0,0.7,1.4,0.472,3.0,0.8,0.846,1.0,95,,NBA,11.2,Dan Anderson,0.2,1.1,3.7,0.4,,1.0,0.472,,21.1,0.1,-4.2,-2.1,6.4,0.6,0.318,-2.1,2.3,0.9,12.3,1.5,,4.4,0.532,,-0.6,1.6,0.071,58.0,C,1.0,0.0,0.0,0.0,0.0,0.0
65,61,1.4,0.472,3.0,,,,1.7,0.0,0.7,1.4,0.472,3.0,0.8,0.846,1.0,95,,NBA,11.2,Dan Anderson,0.2,1.1,3.7,0.4,,1.0,0.472,,21.1,0.1,-4.2,-2.1,6.4,0.6,0.318,-2.1,2.3,0.9,12.3,1.5,,4.4,0.532,,-0.6,1.6,0.071,59.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
66,62,2.9,0.44,6.6,1.0,0.341,3.1,3.4,0.1,2.5,3.9,0.408,9.6,3.0,0.853,3.6,615,390.0,NBA,29.2,Derek Anderson,0.7,2.0,12.0,1.1,1.7,3.2,0.463,0.319,19.6,0.4,0.9,-0.6,10.0,15.9,0.371,1.5,2.9,28.0,15.3,2.1,13.2,6.5,0.534,20.4,13.3,43.9,0.117,60.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
67,63,1.4,0.5,2.8,0.0,,0.0,0.6,0.0,0.4,1.4,0.5,2.8,1.4,0.7,2.0,5,0.0,NBA,6.6,Dwight Anderson,0.0,1.4,4.2,0.2,1.0,0.4,0.5,0.0,11.5,0.0,-9.0,-5.1,6.1,0.0,0.714,-3.9,0.0,0.0,10.6,1.3,21.4,3.1,0.571,26.2,-0.1,0.0,0.001,61.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
68,64,0.4,0.303,1.2,0.1,1.0,0.1,0.2,0.1,0.7,0.4,0.343,1.3,0.6,0.593,1.0,27,0.0,NBA,3.1,Eric Anderson,0.4,0.9,1.6,0.1,0.3,1.1,0.371,0.057,9.2,1.7,-3.4,0.2,25.1,0.2,0.771,-3.6,16.6,0.0,13.1,1.8,13.0,21.0,0.448,28.3,0.0,0.2,0.107,62.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
69,65,3.0,0.494,6.0,0.0,0.087,0.0,0.6,0.9,4.1,3.0,0.492,6.0,1.4,0.557,2.5,680,315.0,NBA,20.6,Greg Anderson,2.1,2.6,7.3,0.7,1.4,6.2,0.492,0.006,4.0,2.7,-2.7,0.4,22.9,16.9,0.408,-3.2,10.9,1.8,13.0,1.7,16.1,16.7,0.513,16.8,-2.6,18.7,0.064,63.0,PF,0.0,1.0,0.0,0.0,0.0,0.0
70,66,1.9,0.471,4.1,0.0,0.0,0.1,0.7,0.2,1.6,1.9,0.465,4.2,0.9,0.558,1.6,157,2.0,NBA,12.5,J.J. Anderson,1.2,1.6,4.8,0.7,0.8,2.8,0.465,0.014,7.6,1.0,-1.5,0.4,12.8,2.5,0.378,-1.9,10.1,0.1,12.1,2.5,14.6,11.4,0.489,18.0,0.3,2.7,0.065,64.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
71,67,1.0,0.49,2.1,,,,0.3,0.1,0.2,1.0,0.49,2.1,0.5,0.694,0.7,49,,NBA,5.9,Jerome Anderson,0.3,1.0,2.6,0.2,,0.5,0.49,,7.7,0.9,-4.5,-2.5,4.1,0.2,0.346,-2.0,4.3,0.2,11.4,1.4,,4.2,0.53,,-0.2,0.4,0.068,65.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
72,68,4.0,0.436,9.2,0.6,0.346,1.8,6.1,0.1,2.3,4.7,0.421,11.1,2.6,0.79,3.3,858,693.0,NBA,30.1,Kenny Anderson,0.8,2.3,12.6,1.5,2.1,3.1,0.449,0.166,33.2,0.3,0.8,-0.7,8.7,26.1,0.298,1.4,2.9,36.4,16.4,2.5,14.1,5.7,0.501,21.3,18.0,62.5,0.116,66.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
73,69,1.1,0.312,3.7,,,,0.7,0.2,1.3,1.1,0.312,3.7,0.7,0.536,1.3,21,,NBA,10.7,Kim Anderson,0.8,2.0,3.0,0.2,1.0,2.1,0.312,,8.5,1.3,-8.3,-1.5,14.1,0.2,0.364,-6.8,8.3,-0.6,3.0,0.8,19.8,11.2,0.353,19.6,-0.4,-0.4,-0.078,67.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
74,70,2.0,0.429,4.7,0.0,0.143,0.2,4.3,0.1,1.3,2.0,0.417,4.9,1.6,0.695,2.3,36,12.0,NBA,20.3,Michael Anderson,1.2,1.8,5.7,1.2,2.3,2.5,0.42,0.04,26.9,0.2,-3.4,-0.4,7.1,0.6,0.469,-3.0,6.3,-0.5,10.5,2.8,28.5,6.7,0.483,15.7,-0.3,0.2,0.01,68.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
75,71,4.2,0.485,8.7,1.3,0.356,3.7,2.6,0.5,3.8,5.5,0.446,12.4,2.1,0.667,3.1,800,636.0,NBA,31.2,Nick Anderson,1.3,1.9,14.4,1.4,1.7,5.1,0.5,0.3,13.3,1.0,1.7,0.4,13.8,27.8,0.249,1.4,4.6,27.5,15.8,2.3,11.0,9.2,0.525,21.3,23.5,55.3,0.106,69.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
76,72,1.9,0.432,4.3,0.4,0.333,1.1,1.5,0.2,2.4,2.2,0.412,5.4,0.7,0.762,0.9,407,30.0,NBA,14.7,Richard Anderson,1.1,1.7,5.6,0.6,0.9,3.5,0.446,0.202,13.1,0.9,-1.2,-0.1,18.0,5.5,0.175,-1.1,8.0,2.1,12.3,1.7,13.2,12.9,0.476,17.8,1.2,7.6,0.061,70.0,C,1.0,0.0,0.0,0.0,0.0,0.0
77,73,4.3,0.482,8.8,0.2,0.287,0.6,1.4,0.1,2.2,4.4,0.471,9.4,1.6,0.814,2.0,664,79.0,NBA,22.8,Ron Anderson,1.3,1.5,10.6,0.7,1.1,3.5,0.479,0.059,9.6,0.4,-1.7,-1.3,10.7,10.2,0.212,-0.4,6.3,14.0,14.3,1.5,9.7,8.5,0.517,21.2,1.1,24.2,0.077,71.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
78,74,2.3,0.498,4.7,0.4,0.316,1.4,1.4,0.3,2.3,2.8,0.457,6.1,1.4,0.739,1.9,719,226.0,NBA,22.2,Shandon Anderson,0.8,2.0,7.4,0.8,1.3,3.1,0.492,0.223,10.2,0.8,-0.8,0.2,12.0,14.2,0.319,-0.9,4.5,9.4,11.7,1.8,16.1,8.3,0.535,17.1,4.9,23.6,0.071,72.0,SG,0.0,0.0,0.0,0.0,1.0,0.0
79,75,4.9,0.485,10.1,0.2,0.266,0.7,3.8,0.6,2.8,5.1,0.471,10.7,1.9,0.786,2.4,555,432.0,NBA,28.8,Willie Anderson,1.0,2.7,12.2,1.1,2.1,3.8,0.479,0.063,19.9,1.4,0.0,0.5,10.6,18.0,0.227,-0.5,3.9,9.9,13.8,1.8,15.1,7.3,0.517,20.3,8.3,27.9,0.084,73.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
80,76,1.5,0.392,3.8,,,,0.2,,,1.5,0.392,3.8,0.7,0.63,1.0,44,,NBA,8.4,Wally Anderzunas,,1.1,3.6,,,1.9,0.392,,3.2,,,,,0.3,0.277,,,-0.4,8.8,,,,0.427,,,-0.2,-0.023,74.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
81,77,0.0,0.0,0.2,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,,0.0,6,0.0,NBA,1.5,Martynas Andriuskevicius,0.2,0.2,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.1,6.8,39.8,0.0,0.0,-6.8,13.0,0.0,15.5,11.9,0.0,26.3,0.0,5.1,0.0,0.0,0.155,75.0,C,1.0,0.0,0.0,0.0,0.0,0.0
82,78,0.0,0.0,4.0,,,,0.0,,,0.0,0.0,4.0,3.0,0.75,4.0,1,,NBA,10.0,Don Anielak,,0.0,3.0,,,2.0,0.0,,,,,,,0.0,1.0,,,-0.1,1.8,,,,0.26,,,-0.1,-0.263,76.0,nan,0.0,0.0,0.0,0.0,0.0,1.0
83,79,2.6,0.513,5.0,0.0,,0.0,0.4,0.2,2.1,2.6,0.513,5.0,1.7,0.722,2.4,149,6.0,NBA,14.4,Michael Ansley,2.1,1.9,6.9,0.3,0.6,4.2,0.513,0.0,4.6,0.6,-1.1,-2.2,16.0,1.0,0.483,1.1,15.1,5.3,17.0,1.1,8.6,15.5,0.567,18.4,0.5,6.4,0.142,77.0,SF,0.0,0.0,0.0,1.0,0.0,0.0
84,80,1.9,0.424,4.5,0.0,0.138,0.2,0.8,0.4,2.3,2.0,0.413,4.7,1.3,0.755,1.7,155,23.0,NBA,13.9,Chris Anstey,1.1,2.4,5.2,0.5,0.9,3.4,0.416,0.04,11.0,2.2,-2.8,0.1,19.2,2.6,0.366,-3.0,9.3,0.2,13.2,1.9,14.7,14.2,0.477,21.2,-0.4,2.8,0.062,78.0,C,1.0,0.0,0.0,0.0,0.0,0.0
85,81,1.7,0.434,4.0,0.8,0.349,2.3,4.0,0.1,1.5,2.5,0.403,6.3,1.4,0.733,1.9,757,227.0,NBA,20.9,Greg Anthony,0.4,1.7,7.3,1.2,1.4,1.9,0.467,0.368,30.0,0.4,0.0,-0.4,8.3,20.3,0.304,0.5,2.0,15.6,14.5,3.0,16.2,5.2,0.51,18.4,8.1,35.9,0.109,79.0,PG,0.0,0.0,1.0,0.0,0.0,0.0
86,82,1.1,0.407,2.7,0.0,0.25,0.0,0.3,0.1,1.9,1.1,0.405,2.8,0.5,0.679,0.8,139,75.0,NBA,11.4,Rafael Araujo,0.9,2.2,2.8,0.4,0.8,2.8,0.406,0.01,3.9,0.8,-6.4,-0.7,20.7,1.3,0.291,-5.7,9.0,-1.7,6.3,1.7,20.4,14.7,0.448,15.7,-1.8,-0.4,-0.013,80.0,C,1.0,0.0,0.0,0.0,0.0,0.0
