,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%
0,[u'2.4'],[u'.503'],[u'4.8'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.3'],[u'0.3'],[u'2.2'],[u'2.4'],[u'.502'],[u'4.8'],[u'0.9'],[u'.701'],[u'1.3'],[u'256'],[u'53'],[u'NBA'],[u'12.5'],Alaa Abdelnaby,[u'1.1'],[u'1.9'],[u'5.7'],[u'0.3'],[u'1.0'],[u'3.3'],[u'.502']
1,[u'3.5'],[u'.428'],[u'8.2'],[],[],[],[u'1.2'],[u'1.0'],[u'5.4'],[u'3.5'],[u'.428'],[u'8.2'],[u'2.0'],[u'.728'],[u'2.8'],[u'505'],[],[u'NBA'],[u'21.8'],Zaid Abdul-Aziz,[u'2.4'],[u'2.2'],[u'9.0'],[u'0.6'],[u'0.9'],[u'8.0'],[u'.428']
2,[u'10.2'],[u'.560'],[u'18.1'],[u'0.0'],[u'.056'],[u'0.0'],[u'3.6'],[u'2.6'],[u'7.6'],[u'10.2'],[u'.559'],[u'18.1'],[u'4.3'],[u'.721'],[u'6.0'],[u'1560'],[u'625'],[u'NBA'],[u'36.8'],Kareem Abdul-Jabbar,[u'2.4'],[u'3.0'],[u'24.6'],[u'0.9'],[u'2.7'],[u'11.2'],[u'.559']
3,[u'5.2'],[u'.460'],[u'11.3'],[u'0.8'],[u'.354'],[u'2.3'],[u'3.5'],[u'0.1'],[u'1.5'],[u'6.0'],[u'.442'],[u'13.6'],[u'1.8'],[u'.905'],[u'2.0'],[u'586'],[u'336'],[u'NBA'],[u'26.7'],Mahmoud Abdul-Rauf,[u'0.4'],[u'1.9'],[u'14.6'],[u'0.8'],[u'1.6'],[u'1.9'],[u'.472']
4,[u'3.0'],[u'.425'],[u'7.0'],[u'0.1'],[u'.237'],[u'0.3'],[u'1.1'],[u'0.4'],[u'2.1'],[u'3.1'],[u'.417'],[u'7.3'],[u'1.6'],[u'.703'],[u'2.2'],[u'236'],[u'145'],[u'NBA'],[u'20.4'],Tariq Abdul-Wahad,[u'1.2'],[u'2.1'],[u'7.8'],[u'0.8'],[u'1.3'],[u'3.3'],[u'.422']
5,[u'6.4'],[u'.480'],[u'13.2'],[u'0.2'],[u'.297'],[u'0.6'],[u'2.5'],[u'0.8'],[u'5.3'],[u'6.5'],[u'.472'],[u'13.9'],[u'4.8'],[u'.810'],[u'6.0'],[u'830'],[u'704'],[u'NBA'],[u'34.8'],Shareef Abdur-Rahim,[u'2.3'],[u'2.8'],[u'18.1'],[u'1.0'],[u'2.6'],[u'7.5'],[u'.479']
6,[u'2.3'],[u'.493'],[u'4.6'],[u'0.0'],[u'.000'],[u'0.0'],[u'1.2'],[u'0.2'],[u'2.0'],[u'2.3'],[u'.492'],[u'4.6'],[u'1.0'],[u'.747'],[u'1.4'],[u'319'],[],[u'NBA'],[u'17.0'],Tom Abernethy,[u'1.2'],[u'1.6'],[u'5.6'],[u'0.6'],[u'0.5'],[u'3.2'],[u'.492']
7,[u'0.0'],[u'.000'],[u'2.0'],[],[],[],[u'1.0'],[],[],[u'0.0'],[u'.000'],[u'2.0'],[u'0.0'],[],[u'0.0'],[u'1'],[],[u'NBA'],[u'1.0'],Forest Able,[],[u'1.0'],[u'0.0'],[],[],[u'1.0'],[u'.000']
8,[u'3.6'],[u'.237'],[u'15.3'],[],[],[],[u'0.7'],[],[],[u'3.6'],[u'.237'],[u'15.3'],[u'2.3'],[u'.686'],[u'3.3'],[u'56'],[],[u'BAA'],[],John Abramovic,[],[u'3.1'],[u'9.5'],[],[],[],[u'.237']
9,[u'0.9'],[u'.388'],[u'2.2'],[u'0.3'],[u'.320'],[u'0.8'],[u'0.5'],[u'0.1'],[u'0.7'],[u'1.1'],[u'.370'],[u'3.1'],[u'0.2'],[u'.500'],[u'0.3'],[u'30'],[u'0'],[u'NBA'],[u'7.8'],Alex Acker,[u'0.3'],[u'0.4'],[u'2.7'],[u'0.2'],[u'0.4'],[u'1.0'],[u'.413']
10,[u'0.5'],[u'.222'],[u'2.3'],[],[],[],[u'0.8'],[],[],[u'0.5'],[u'.222'],[u'2.3'],[u'0.5'],[u'.536'],[u'1.0'],[u'28'],[],[u'NBA'],[u'7.9'],Don Ackerman,[],[u'1.5'],[u'1.5'],[],[],[u'0.5'],[u'.222']
11,[u'1.4'],[u'.505'],[u'2.7'],[u'0.0'],[u'.538'],[u'0.0'],[u'0.5'],[u'0.3'],[u'2.5'],[u'1.4'],[u'.506'],[u'2.7'],[u'0.8'],[u'.665'],[u'1.2'],[u'375'],[u'68'],[u'NBA'],[u'16.0'],Mark Acres,[u'1.5'],[u'2.5'],[u'3.6'],[u'0.4'],[u'0.6'],[u'4.1'],[u'.509']
12,[u'1.3'],[u'.392'],[u'3.2'],[],[],[],[u'0.5'],[],[],[u'1.3'],[u'.392'],[u'3.2'],[u'0.8'],[u'.655'],[u'1.3'],[u'23'],[],[u'NBA'],[u'8.5'],Bud Acton,[],[u'1.5'],[u'3.3'],[],[],[u'2.0'],[u'.392']
13,[u'5.8'],[u'.498'],[u'11.6'],[u'0.0'],[u'.133'],[u'0.0'],[u'4.1'],[u'0.8'],[u'5.0'],[u'5.8'],[u'.498'],[u'11.6'],[u'2.5'],[u'.788'],[u'3.2'],[u'988'],[u'342'],[u'NBA'],[u'27.5'],Alvan Adams,[u'2.0'],[u'3.3'],[u'14.1'],[u'1.3'],[u'2.6'],[u'7.0'],[u'.498']
14,[u'3.5'],[u'.402'],[u'8.7'],[u'0.0'],[u'.000'],[u'0.1'],[u'1.9'],[u'0.2'],[u'3.3'],[u'3.5'],[u'.402'],[u'8.7'],[u'1.8'],[u'.741'],[u'2.5'],[u'523'],[],[u'TOT'],[u'25.8'],Don Adams,[u'1.5'],[u'3.3'],[u'8.8'],[u'1.1'],[u'2.2'],[u'5.6'],[u'.402']
15,[u'3.3'],[u'.500'],[u'6.6'],[u'0.0'],[u'.235'],[u'0.1'],[u'1.5'],[u'0.4'],[u'2.6'],[u'3.3'],[u'.497'],[u'6.7'],[u'1.0'],[u'.794'],[u'1.3'],[u'215'],[],[u'ABA'],[u'18.2'],George Adams,[u'1.5'],[u'1.7'],[u'7.7'],[u'0.6'],[u'1.4'],[u'4.1'],[u'.499']
16,[u'1.1'],[u'.537'],[u'2.0'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.2'],[u'0.1'],[u'0.7'],[u'1.1'],[u'.534'],[u'2.0'],[u'0.4'],[u'.643'],[u'0.6'],[u'73'],[u'8'],[u'NBA'],[u'7.5'],Hassan Adams,[u'0.5'],[u'0.7'],[u'2.5'],[u'0.2'],[u'0.4'],[u'1.2'],[u'.534']
17,[u'3.5'],[u'.462'],[u'7.6'],[u'1.5'],[u'.332'],[u'4.4'],[u'6.4'],[u'0.1'],[u'2.3'],[u'5.0'],[u'.415'],[u'12.0'],[u'3.3'],[u'.849'],[u'3.9'],[u'653'],[u'510'],[u'NBA'],[u'31.3'],Michael Adams,[u'0.6'],[u'1.8'],[u'14.7'],[u'1.7'],[u'2.1'],[u'2.9'],[u'.475']
18,[u'2.2'],[u'.472'],[u'4.8'],[u'0.2'],[u'.282'],[u'0.6'],[u'0.9'],[u'0.2'],[u'1.4'],[u'2.4'],[u'.449'],[u'5.4'],[u'0.7'],[u'.772'],[u'0.9'],[u'379'],[u'54'],[u'NBA'],[u'15.0'],Rafael Addison,[u'0.7'],[u'1.8'],[u'5.8'],[u'0.4'],[u'0.7'],[u'2.1'],[u'.466']
19,[u'3.0'],[u'.415'],[u'7.2'],[],[],[],[u'3.5'],[u'0.1'],[u'1.1'],[u'3.0'],[u'.415'],[u'7.2'],[u'1.8'],[u'.713'],[u'2.5'],[u'462'],[],[u'NBA'],[u'22.6'],Rick Adelman,[u'0.4'],[u'2.1'],[u'7.7'],[u'0.9'],[],[u'2.4'],[u'.415']
20,[u'1.7'],[u'.476'],[u'3.6'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.7'],[u'0.5'],[u'2.9'],[u'1.7'],[u'.474'],[u'3.6'],[u'1.2'],[u'.628'],[u'1.9'],[u'153'],[u'17'],[u'NBA'],[u'14.0'],Jeff Adrien,[u'1.4'],[u'1.7'],[u'4.6'],[u'0.3'],[u'0.6'],[u'4.3'],[u'.474']
21,[u'0.6'],[u'.366'],[u'1.8'],[u'0.1'],[u'.250'],[u'0.5'],[u'0.2'],[u'0.1'],[u'0.5'],[u'0.8'],[u'.339'],[u'2.3'],[u'0.4'],[u'.566'],[u'0.6'],[u'82'],[u'4'],[u'NBA'],[u'6.2'],Maurice Ager,[u'0.1'],[u'0.8'],[u'2.1'],[u'0.1'],[u'0.4'],[u'0.6'],[u'.368']
22,[u'7.4'],[u'.500'],[u'14.7'],[u'0.4'],[u'.312'],[u'1.4'],[u'3.1'],[u'0.3'],[u'3.1'],[u'7.8'],[u'.484'],[u'16.1'],[u'4.0'],[u'.741'],[u'5.4'],[u'923'],[u'639'],[u'NBA'],[u'30.0'],Mark Aguirre,[u'1.8'],[u'2.8'],[u'20.0'],[u'0.7'],[u'2.5'],[u'5.0'],[u'.498']
23,[u'0.4'],[u'.233'],[u'1.6'],[u'0.7'],[u'.298'],[u'2.5'],[u'1.2'],[u'0.0'],[u'1.1'],[u'1.1'],[u'.273'],[u'4.1'],[u'1.7'],[u'.970'],[u'1.7'],[u'19'],[u'0'],[u'NBA'],[u'11.9'],Blake Ahearn,[u'0.1'],[u'1.4'],[u'4.6'],[u'0.4'],[u'1.2'],[u'1.2'],[u'.364']
24,[u'3.5'],[u'.502'],[u'7.0'],[u'1.0'],[u'.378'],[u'2.5'],[u'4.0'],[u'0.1'],[u'2.0'],[u'4.5'],[u'.469'],[u'9.5'],[u'1.6'],[u'.846'],[u'1.9'],[u'1042'],[u'508'],[u'NBA'],[u'26.6'],Danny Ainge,[u'0.7'],[u'2.4'],[u'11.5'],[u'1.1'],[u'1.5'],[u'2.7'],[u'.519']
25,[u'2.2'],[u'.408'],[u'5.4'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.4'],[],[],[u'2.2'],[u'.405'],[u'5.5'],[u'1.2'],[u'.675'],[u'1.7'],[u'45'],[],[u'ABA'],[u'14.2'],Matthew Aitch,[],[u'1.5'],[u'5.6'],[],[u'0.8'],[u'3.6'],[u'.405']
26,[u'1.5'],[u'.352'],[u'4.2'],[u'0.0'],[u'.000'],[u'1.0'],[u'0.5'],[],[u'2.0'],[u'1.5'],[u'.350'],[u'4.2'],[u'0.5'],[u'.676'],[u'0.8'],[u'88'],[],[u'TOT'],[u'8.4'],Henry Akin,[u'0.0'],[u'1.5'],[u'3.5'],[],[u'2.0'],[u'2.1'],[u'.350']
27,[u'3.1'],[u'.490'],[u'6.3'],[u'0.1'],[u'.252'],[u'0.4'],[u'1.1'],[u'0.3'],[u'2.1'],[u'3.2'],[u'.475'],[u'6.7'],[u'1.0'],[u'.775'],[u'1.3'],[u'325'],[u'41'],[u'NBA'],[u'16.9'],Mark Alarie,[u'1.3'],[u'2.2'],[u'7.5'],[u'0.4'],[u'1.0'],[u'3.4'],[u'.483']
28,[u'1.3'],[u'.293'],[u'4.5'],[],[],[],[u'0.3'],[],[],[u'1.3'],[u'.293'],[u'4.5'],[u'0.7'],[u'.598'],[u'1.2'],[u'78'],[],[u'NBA'],[u'10.8'],Gary Alcorn,[],[u'2.2'],[u'3.3'],[],[],[u'4.2'],[u'.293']
29,[u'2.2'],[u'.479'],[u'4.5'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.5'],[u'0.2'],[u'2.5'],[u'2.2'],[u'.478'],[u'4.6'],[u'0.7'],[u'.733'],[u'1.0'],[u'74'],[u'4'],[u'NBA'],[u'15.1'],Chuck Aleksinas,[u'1.2'],[u'2.3'],[u'5.1'],[u'0.2'],[u'1.0'],[u'3.6'],[u'.478']
30,[u'1.1'],[u'.417'],[u'2.7'],[u'0.8'],[u'.354'],[u'2.2'],[u'2.7'],[u'0.1'],[u'1.3'],[u'1.9'],[u'.389'],[u'4.9'],[u'0.9'],[u'.756'],[u'1.1'],[u'307'],[u'35'],[u'NBA'],[u'15.8'],Cory Alexander,[u'0.3'],[u'1.7'],[u'5.5'],[u'0.9'],[u'1.5'],[u'1.6'],[u'.468']
31,[u'3.3'],[u'.429'],[u'7.7'],[u'0.2'],[u'.339'],[u'0.6'],[u'1.2'],[u'0.1'],[u'1.5'],[u'3.5'],[u'.422'],[u'8.3'],[u'1.8'],[u'.813'],[u'2.2'],[u'187'],[u'59'],[u'NBA'],[u'21.7'],Courtney Alexander,[u'0.7'],[u'2.0'],[u'9.0'],[u'0.6'],[u'1.1'],[u'2.2'],[u'.435']
32,[u'0.7'],[u'.571'],[u'1.3'],[u'0.0'],[],[u'0.0'],[u'0.2'],[u'0.0'],[u'0.7'],[u'0.7'],[u'.571'],[u'1.3'],[u'0.3'],[u'.333'],[u'0.8'],[u'11'],[u'0'],[u'NBA'],[u'5.0'],Gary Alexander,[u'0.6'],[u'0.9'],[u'1.7'],[u'0.3'],[u'0.7'],[u'1.4'],[u'.571']
33,[u'1.3'],[u'.426'],[u'3.0'],[u'0.2'],[u'.340'],[u'0.7'],[u'0.7'],[u'0.4'],[u'1.1'],[u'1.5'],[u'.410'],[u'3.7'],[u'0.9'],[u'.698'],[u'1.3'],[u'67'],[u'0'],[u'NBA'],[u'11.1'],Joe Alexander,[u'0.7'],[u'1.7'],[u'4.2'],[u'0.2'],[u'0.8'],[u'1.8'],[u'.442']
34,[u'3.8'],[u'.525'],[u'7.2'],[u'0.1'],[u'.286'],[u'0.2'],[u'0.9'],[u'0.6'],[u'3.3'],[u'3.8'],[u'.518'],[u'7.4'],[u'1.1'],[u'.634'],[u'1.8'],[u'286'],[u'155'],[u'NBA'],[u'20.1'],Victor Alexander,[u'1.6'],[u'2.5'],[u'8.9'],[u'0.5'],[u'1.3'],[u'4.8'],[u'.522']
35,[u'1.5'],[u'.487'],[u'3.1'],[u'0.2'],[u'.324'],[u'0.6'],[u'1.0'],[u'0.1'],[u'0.7'],[u'1.7'],[u'.459'],[u'3.8'],[u'0.8'],[u'.870'],[u'0.9'],[u'169'],[u'3'],[u'NBA'],[u'9.7'],Steve Alford,[u'0.1'],[u'0.7'],[u'4.4'],[u'0.5'],[u'0.5'],[u'0.9'],[u'.487']
36,[u'3.1'],[u'.424'],[u'7.3'],[u'0.1'],[u'1.000'],[u'0.1'],[u'0.6'],[],[],[u'3.2'],[u'.429'],[u'7.4'],[u'1.5'],[u'.586'],[u'2.6'],[u'38'],[],[u'ABA'],[u'22.6'],Bill Allen,[],[u'3.2'],[u'7.9'],[],[u'1.0'],[u'7.1'],[u'.432']
37,[u'0.5'],[u'.326'],[u'1.6'],[],[],[],[u'0.4'],[],[],[u'0.5'],[u'.326'],[u'1.6'],[u'0.7'],[u'.556'],[u'1.3'],[u'27'],[],[u'NBA'],[u'8.6'],Bob Allen,[],[u'1.0'],[u'1.8'],[],[],[u'2.1'],[u'.326']
38,[u'0.6'],[u'.370'],[u'1.7'],[u'0.3'],[u'.317'],[u'1.1'],[u'1.7'],[u'0.1'],[u'0.8'],[u'1.0'],[u'.350'],[u'2.8'],[u'0.6'],[u'.630'],[u'0.9'],[u'117'],[u'1'],[u'NBA'],[u'11.2'],Jerome Allen,[u'0.3'],[u'1.1'],[u'2.9'],[u'0.4'],[u'0.9'],[u'1.1'],[u'.411']
39,[u'5.5'],[u'.463'],[u'11.9'],[],[],[],[u'4.5'],[u'0.3'],[u'2.3'],[u'5.5'],[u'.463'],[u'11.9'],[u'2.3'],[u'.760'],[u'3.1'],[u'702'],[],[u'NBA'],[u'28.7'],Lucius Allen,[u'1.0'],[u'2.6'],[u'13.4'],[u'1.5'],[u'2.3'],[u'3.1'],[u'.463']
40,[u'2.2'],[u'.441'],[u'4.9'],[u'0.0'],[u'.188'],[u'0.0'],[u'0.5'],[u'0.5'],[u'1.9'],[u'2.2'],[u'.439'],[u'4.9'],[u'0.5'],[u'.778'],[u'0.7'],[u'478'],[u'125'],[u'NBA'],[u'15.2'],Malik Allen,[u'1.0'],[u'1.9'],[u'4.9'],[u'0.3'],[u'0.7'],[u'2.8'],[u'.440']
41,[u'1.6'],[u'.456'],[u'3.6'],[u'0.0'],[u'.000'],[u'0.1'],[u'0.3'],[u'0.3'],[u'1.3'],[u'1.6'],[u'.442'],[u'3.7'],[u'0.3'],[u'.533'],[u'0.6'],[u'70'],[u'6'],[u'NBA'],[u'11.3'],Randy Allen,[u'0.7'],[u'1.6'],[u'3.6'],[u'0.2'],[u'0.4'],[u'2.1'],[u'.442']
42,[u'4.3'],[u'.485'],[u'8.9'],[u'2.3'],[u'.400'],[u'5.7'],[u'3.4'],[u'0.2'],[u'3.1'],[u'6.6'],[u'.452'],[u'14.6'],[u'3.4'],[u'.894'],[u'3.8'],[u'1300'],[u'1149'],[u'NBA'],[u'35.6'],Ray Allen,[u'0.9'],[u'2.2'],[u'18.9'],[u'1.1'],[u'2.1'],[u'4.1'],[u'.530']
43,[u'0.6'],[u'.308'],[u'1.9'],[u'0.0'],[],[u'0.0'],[u'0.6'],[],[u'1.4'],[u'0.6'],[u'.308'],[u'1.9'],[u'0.7'],[u'.833'],[u'0.9'],[u'7'],[],[u'ABA'],[u'4.3'],Willie Allen,[u'0.6'],[u'1.6'],[u'1.9'],[],[u'0.9'],[u'2.0'],[u'.308']
44,[u'0.5'],[u'.218'],[u'2.2'],[],[],[],[u'0.3'],[],[],[u'0.5'],[u'.218'],[u'2.2'],[u'0.9'],[u'.541'],[u'1.7'],[u'36'],[],[u'NBA'],[u'4.6'],Odis Allison,[],[u'0.9'],[u'1.9'],[],[],[u'1.3'],[u'.218']
45,[u'0.3'],[u'.250'],[u'1.3'],[u'0.0'],[],[u'0.0'],[u'0.0'],[u'0.0'],[u'0.3'],[u'0.3'],[u'.250'],[u'1.3'],[u'0.3'],[u'.500'],[u'0.7'],[u'3'],[u'0'],[u'NBA'],[u'3.3'],Lance Allred,[u'0.0'],[u'0.3'],[u'1.0'],[u'0.0'],[u'0.0'],[u'0.3'],[u'.250']
46,[u'1.0'],[u'.348'],[u'3.0'],[u'0.0'],[u'.000'],[u'0.0'],[u'1.1'],[u'0.4'],[u'2.1'],[u'1.0'],[u'.343'],[u'3.0'],[u'0.6'],[u'.591'],[u'1.0'],[u'22'],[],[u'NBA'],[u'12.5'],Darrell Allums,[u'0.9'],[u'2.3'],[u'2.7'],[u'0.2'],[u'1.0'],[u'3.0'],[u'.343']
47,[u'0.9'],[u'.404'],[u'2.3'],[u'0.2'],[u'.292'],[u'0.6'],[u'0.3'],[u'0.1'],[u'0.9'],[u'1.1'],[u'.381'],[u'3.0'],[u'0.7'],[u'.743'],[u'0.9'],[u'38'],[u'1'],[u'NBA'],[u'9.5'],Morris Almond,[u'0.3'],[u'1.1'],[u'3.1'],[u'0.3'],[u'0.5'],[u'1.2'],[u'.412']
48,[u'2.3'],[u'.493'],[u'4.6'],[u'0.0'],[u'.143'],[u'0.1'],[u'0.7'],[u'0.6'],[u'2.1'],[u'2.3'],[u'.489'],[u'4.7'],[u'0.8'],[u'.487'],[u'1.7'],[u'139'],[u'42'],[u'NBA'],[u'19.1'],Derrick Alston,[u'1.6'],[u'2.1'],[u'5.4'],[u'0.7'],[u'0.8'],[u'3.8'],[u'.490']
49,[u'2.2'],[u'.407'],[u'5.3'],[u'1.5'],[u'.354'],[u'4.2'],[u'4.8'],[u'0.2'],[u'2.5'],[u'3.7'],[u'.383'],[u'9.5'],[u'1.3'],[u'.729'],[u'1.8'],[u'671'],[u'452'],[u'NBA'],[u'28.9'],Rafer Alston,[u'0.4'],[u'2.1'],[u'10.1'],[u'1.2'],[u'1.8'],[u'2.8'],[u'.461']
50,[u'0.5'],[u'.500'],[u'1.0'],[u'0.0'],[],[u'0.0'],[u'0.0'],[u'0.5'],[u'0.5'],[u'0.5'],[u'.500'],[u'1.0'],[u'0.0'],[],[u'0.0'],[u'2'],[u'0'],[u'NBA'],[u'2.5'],Peter Aluma,[u'0.5'],[u'2.0'],[u'1.0'],[u'0.5'],[u'1.0'],[u'1.0'],[u'.500']
51,[u'2.3'],[u'.405'],[u'5.6'],[u'0.0'],[u'.077'],[u'0.0'],[u'0.8'],[u'0.3'],[u'1.8'],[u'2.3'],[u'.403'],[u'5.6'],[u'1.7'],[u'.671'],[u'2.6'],[u'294'],[u'93'],[u'NBA'],[u'16.4'],John Amaechi,[u'0.8'],[u'1.7'],[u'6.2'],[u'0.3'],[u'1.3'],[u'2.6'],[u'.403']
52,[u'1.6'],[u'.455'],[u'3.4'],[u'0.0'],[u'.500'],[u'0.0'],[u'0.4'],[u'0.2'],[u'2.6'],[u'1.6'],[u'.455'],[u'3.4'],[u'1.3'],[u'.633'],[u'2.1'],[u'85'],[u'34'],[u'NBA'],[u'14.7'],Ashraf Amaya,[u'1.6'],[u'2.1'],[u'4.5'],[u'0.3'],[u'0.8'],[u'4.2'],[u'.457']
53,[u'1.7'],[u'.385'],[u'4.3'],[],[],[],[u'0.9'],[],[],[u'1.7'],[u'.385'],[u'4.3'],[u'0.7'],[u'.548'],[u'1.3'],[u'33'],[],[u'NBA'],[u'11.3'],Bob Anderegg,[],[u'1.0'],[u'4.0'],[],[],[u'2.1'],[u'.385']
54,[u'1.6'],[u'.467'],[u'3.5'],[u'0.3'],[u'.347'],[u'1.0'],[u'0.6'],[u'0.2'],[u'2.1'],[u'2.0'],[u'.440'],[u'4.5'],[u'0.6'],[u'.674'],[u'0.9'],[u'103'],[u'0'],[u'NBA'],[u'12.3'],David Andersen,[u'0.7'],[u'1.5'],[u'4.9'],[u'0.2'],[u'0.6'],[u'2.8'],[u'.478']
55,[u'4.1'],[u'.418'],[u'9.8'],[u'0.1'],[u'.159'],[u'0.3'],[u'1.7'],[],[u'1.4'],[u'4.1'],[u'.410'],[u'10.1'],[u'2.4'],[u'.755'],[u'3.2'],[u'194'],[],[u'ABA'],[u'24.7'],Andrew Anderson,[u'1.6'],[u'2.4'],[u'10.7'],[],[u'1.6'],[u'2.7'],[u'.413']
56,[u'1.0'],[u'.333'],[u'3.0'],[u'0.0'],[],[u'0.0'],[u'0.0'],[u'0.0'],[u'0.0'],[u'1.0'],[u'.333'],[u'3.0'],[u'0.0'],[],[u'0.0'],[u'1'],[u'0'],[u'NBA'],[u'15.0'],Antonio Anderson,[u'1.0'],[u'1.0'],[u'2.0'],[u'0.0'],[u'1.0'],[u'1.0'],[u'.333']
57,[u'0.9'],[u'.354'],[u'2.5'],[u'0.0'],[],[u'0.0'],[u'0.9'],[],[u'1.0'],[u'0.9'],[u'.354'],[u'2.5'],[u'1.3'],[u'.585'],[u'2.2'],[u'84'],[],[u'TOT'],[u'7.2'],Cliff Anderson,[u'0.3'],[u'1.3'],[u'3.0'],[],[u'1.0'],[u'1.3'],[u'.354']
58,[u'4.9'],[u'.481'],[u'10.2'],[u'0.0'],[],[u'0.0'],[u'1.1'],[],[u'5.9'],[u'4.9'],[u'.481'],[u'10.2'],[u'2.4'],[u'.727'],[u'3.4'],[u'140'],[],[u'ABA'],[u'28.8'],Dan Anderson,[u'3.5'],[u'3.6'],[u'12.2'],[],[u'1.5'],[u'9.4'],[u'.481']
59,[u'1.4'],[u'.472'],[u'3.0'],[],[],[],[u'1.7'],[u'0.0'],[u'0.7'],[u'1.4'],[u'.472'],[u'3.0'],[u'0.8'],[u'.846'],[u'1.0'],[u'95'],[],[u'NBA'],[u'11.2'],Dan Anderson,[u'0.2'],[u'1.1'],[u'3.7'],[u'0.4'],[],[u'1.0'],[u'.472']
60,[u'2.9'],[u'.440'],[u'6.6'],[u'1.0'],[u'.341'],[u'3.1'],[u'3.4'],[u'0.1'],[u'2.5'],[u'3.9'],[u'.408'],[u'9.6'],[u'3.0'],[u'.853'],[u'3.6'],[u'615'],[u'390'],[u'NBA'],[u'29.2'],Derek Anderson,[u'0.7'],[u'2.0'],[u'12.0'],[u'1.1'],[u'1.7'],[u'3.2'],[u'.463']
61,[u'1.4'],[u'.500'],[u'2.8'],[u'0.0'],[],[u'0.0'],[u'0.6'],[u'0.0'],[u'0.4'],[u'1.4'],[u'.500'],[u'2.8'],[u'1.4'],[u'.700'],[u'2.0'],[u'5'],[u'0'],[u'NBA'],[u'6.6'],Dwight Anderson,[u'0.0'],[u'1.4'],[u'4.2'],[u'0.2'],[u'1.0'],[u'0.4'],[u'.500']
62,[u'0.4'],[u'.303'],[u'1.2'],[u'0.1'],[u'1.000'],[u'0.1'],[u'0.2'],[u'0.1'],[u'0.7'],[u'0.4'],[u'.343'],[u'1.3'],[u'0.6'],[u'.593'],[u'1.0'],[u'27'],[u'0'],[u'NBA'],[u'3.1'],Eric Anderson,[u'0.4'],[u'0.9'],[u'1.6'],[u'0.1'],[u'0.3'],[u'1.1'],[u'.371']
63,[u'3.0'],[u'.494'],[u'6.0'],[u'0.0'],[u'.087'],[u'0.0'],[u'0.6'],[u'0.9'],[u'4.1'],[u'3.0'],[u'.492'],[u'6.0'],[u'1.4'],[u'.557'],[u'2.5'],[u'680'],[u'315'],[u'NBA'],[u'20.6'],Greg Anderson,[u'2.1'],[u'2.6'],[u'7.3'],[u'0.7'],[u'1.4'],[u'6.2'],[u'.492']
64,[u'1.9'],[u'.471'],[u'4.1'],[u'0.0'],[u'.000'],[u'0.1'],[u'0.7'],[u'0.2'],[u'1.6'],[u'1.9'],[u'.465'],[u'4.2'],[u'0.9'],[u'.558'],[u'1.6'],[u'157'],[u'2'],[u'NBA'],[u'12.5'],J.J. Anderson,[u'1.2'],[u'1.6'],[u'4.8'],[u'0.7'],[u'0.8'],[u'2.8'],[u'.465']
65,[u'1.0'],[u'.490'],[u'2.1'],[],[],[],[u'0.3'],[u'0.1'],[u'0.2'],[u'1.0'],[u'.490'],[u'2.1'],[u'0.5'],[u'.694'],[u'0.7'],[u'49'],[],[u'NBA'],[u'5.9'],Jerome Anderson,[u'0.3'],[u'1.0'],[u'2.6'],[u'0.2'],[],[u'0.5'],[u'.490']
66,[u'4.0'],[u'.436'],[u'9.2'],[u'0.6'],[u'.346'],[u'1.8'],[u'6.1'],[u'0.1'],[u'2.3'],[u'4.7'],[u'.421'],[u'11.1'],[u'2.6'],[u'.790'],[u'3.3'],[u'858'],[u'693'],[u'NBA'],[u'30.1'],Kenny Anderson,[u'0.8'],[u'2.3'],[u'12.6'],[u'1.5'],[u'2.1'],[u'3.1'],[u'.449']
67,[u'1.1'],[u'.312'],[u'3.7'],[],[],[],[u'0.7'],[u'0.2'],[u'1.3'],[u'1.1'],[u'.312'],[u'3.7'],[u'0.7'],[u'.536'],[u'1.3'],[u'21'],[],[u'NBA'],[u'10.7'],Kim Anderson,[u'0.8'],[u'2.0'],[u'3.0'],[u'0.2'],[u'1.0'],[u'2.1'],[u'.312']
68,[u'2.0'],[u'.429'],[u'4.7'],[u'0.0'],[u'.143'],[u'0.2'],[u'4.3'],[u'0.1'],[u'1.3'],[u'2.0'],[u'.417'],[u'4.9'],[u'1.6'],[u'.695'],[u'2.3'],[u'36'],[u'12'],[u'NBA'],[u'20.3'],Michael Anderson,[u'1.2'],[u'1.8'],[u'5.7'],[u'1.2'],[u'2.3'],[u'2.5'],[u'.420']
69,[u'4.2'],[u'.485'],[u'8.7'],[u'1.3'],[u'.356'],[u'3.7'],[u'2.6'],[u'0.5'],[u'3.8'],[u'5.5'],[u'.446'],[u'12.4'],[u'2.1'],[u'.667'],[u'3.1'],[u'800'],[u'636'],[u'NBA'],[u'31.2'],Nick Anderson,[u'1.3'],[u'1.9'],[u'14.4'],[u'1.4'],[u'1.7'],[u'5.1'],[u'.500']
