,2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,Name,ORB,PF,PTS,STL,TOV,TRB,eFG%
2441,[u'0.3'],[u'.267'],[u'1.1'],[u'0.0'],[u'.000'],[u'0.1'],[u'0.1'],[u'0.0'],[u'0.6'],[u'0.3'],[u'.250'],[u'1.1'],[u'0.3'],[u'.500'],[u'0.6'],[u'14'],[u'0'],[u'NBA'],[u'4.0'],Dave Magley,[u'0.1'],[u'0.4'],[u'0.9'],[u'0.1'],[u'0.1'],[u'0.7'],[u'.250']
2442,[u'2.6'],[u'.481'],[u'5.4'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.6'],[u'0.9'],[u'4.4'],[u'2.6'],[u'.480'],[u'5.4'],[u'2.0'],[u'.639'],[u'3.2'],[u'680'],[u'314'],[u'NBA'],[u'21.5'],Jamaal Magloire,[u'2.1'],[u'2.6'],[u'7.2'],[u'0.3'],[u'1.5'],[u'6.5'],[u'.480']
2443,[u'4.6'],[u'.447'],[u'10.3'],[u'0.0'],[u'.000'],[u'0.0'],[u'1.6'],[],[u'5.2'],[u'4.6'],[u'.445'],[u'10.3'],[u'2.7'],[u'.684'],[u'3.9'],[u'321'],[],[u'ABA'],[u'29.9'],Randolph Mahaffey,[u'2.7'],[u'3.5'],[u'11.9'],[],[u'2.7'],[u'8.0'],[u'.445']
2444,[u'2.3'],[u'.272'],[u'8.6'],[],[],[],[u'1.3'],[],[],[u'2.3'],[u'.272'],[u'8.6'],[u'1.1'],[u'.650'],[u'1.7'],[u'414'],[],[u'TOT'],[u'10.5'],John Mahnken,[],[u'2.8'],[u'5.8'],[],[],[u'2.9'],[u'.272']
2445,[u'0.9'],[u'.309'],[u'2.9'],[u'0.0'],[u'.000'],[u'0.1'],[u'0.6'],[],[u'0.5'],[u'0.9'],[u'.298'],[u'3.0'],[u'1.3'],[u'.600'],[u'2.1'],[u'19'],[],[u'ABA'],[u'9.5'],Brian Mahoney,[u'0.2'],[u'1.8'],[u'3.1'],[],[u'0.9'],[u'0.7'],[u'.298']
2446,[u'0.5'],[u'.333'],[u'1.5'],[],[],[],[u'0.3'],[],[],[u'0.5'],[u'.333'],[u'1.5'],[u'0.5'],[u'.800'],[u'0.6'],[u'8'],[],[u'NBA'],[u'5.6'],Mo Mahoney,[],[u'0.9'],[u'1.5'],[],[],[u'1.1'],[u'.333']
2447,[u'2.8'],[u'.495'],[u'5.6'],[u'0.0'],[u'.132'],[u'0.0'],[u'1.0'],[u'0.9'],[u'4.6'],[u'2.8'],[u'.493'],[u'5.6'],[u'1.4'],[u'.704'],[u'2.0'],[u'1117'],[u'613'],[u'NBA'],[u'23.1'],Rick Mahorn,[u'1.6'],[u'3.1'],[u'6.9'],[u'0.6'],[u'1.3'],[u'6.2'],[u'.493']
2448,[u'2.7'],[u'.482'],[u'5.6'],[u'1.4'],[u'.358'],[u'4.0'],[u'2.9'],[u'0.4'],[u'3.3'],[u'4.1'],[u'.431'],[u'9.6'],[u'1.7'],[u'.741'],[u'2.4'],[u'955'],[u'454'],[u'NBA'],[u'31.6'],Dan Majerle,[u'1.2'],[u'2.0'],[u'11.4'],[u'1.3'],[u'1.2'],[u'4.5'],[u'.505']
2449,[u'2.0'],[u'.200'],[u'10.0'],[u'0.0'],[],[u'0.0'],[u'0.0'],[u'0.0'],[u'2.0'],[u'2.0'],[u'.200'],[u'10.0'],[u'1.0'],[u'.500'],[u'2.0'],[u'1'],[u'0'],[u'NBA'],[u'27.0'],Renaldo Major,[u'0.0'],[u'4.0'],[u'5.0'],[u'2.0'],[u'1.0'],[u'2.0'],[u'.200']
2450,[u'2.2'],[u'.334'],[u'6.6'],[],[],[],[u'1.4'],[],[],[u'2.2'],[u'.334'],[u'6.6'],[u'1.5'],[u'.831'],[u'1.8'],[u'44'],[],[u'BAA'],[],Lionel Malamed,[],[u'1.2'],[u'5.9'],[],[],[],[u'.334']
2451,[u'7.7'],[u'.489'],[u'15.9'],[u'0.1'],[u'.268'],[u'0.4'],[u'2.4'],[u'0.1'],[u'2.0'],[u'7.8'],[u'.484'],[u'16.2'],[u'3.3'],[u'.871'],[u'3.7'],[u'905'],[u'755'],[u'NBA'],[u'32.8'],Jeff Malone,[u'0.6'],[u'1.9'],[u'19.0'],[u'0.6'],[u'1.7'],[u'2.6'],[u'.487']
2452,[u'9.1'],[u'.519'],[u'17.5'],[u'0.1'],[u'.274'],[u'0.2'],[u'3.6'],[u'0.8'],[u'7.7'],[u'9.2'],[u'.516'],[u'17.8'],[u'6.6'],[u'.742'],[u'8.9'],[u'1476'],[u'1471'],[u'NBA'],[u'37.2'],Karl Malone,[u'2.4'],[u'3.1'],[u'25.0'],[u'1.4'],[u'3.1'],[u'10.1'],[u'.518']
2453,[u'7.1'],[u'.497'],[u'14.2'],[u'0.0'],[u'.096'],[u'0.1'],[u'1.3'],[u'1.3'],[u'7.2'],[u'7.1'],[u'.495'],[u'14.3'],[u'6.2'],[u'.760'],[u'8.2'],[u'1455'],[u'784'],[u'TOT'],[u'34.0'],Moses Malone,[u'5.1'],[u'2.4'],[u'20.3'],[u'0.8'],[u'3.1'],[u'12.3'],[u'.495']
2454,[u'1.3'],[u'.453'],[u'2.9'],[u'1.4'],[u'.372'],[u'3.6'],[u'2.9'],[u'0.0'],[u'1.5'],[u'2.7'],[u'.408'],[u'6.5'],[u'0.7'],[u'.797'],[u'0.9'],[u'295'],[u'206'],[u'NBA'],[u'25.3'],Matt Maloney,[u'0.2'],[u'1.3'],[u'7.4'],[u'0.8'],[u'1.3'],[u'1.7'],[u'.512']
2455,[u'0.8'],[u'.463'],[u'1.7'],[u'0.0'],[],[u'0.0'],[u'0.7'],[u'0.2'],[u'1.3'],[u'0.8'],[u'.463'],[u'1.7'],[u'0.5'],[u'.667'],[u'0.7'],[u'39'],[],[u'NBA'],[u'11.4'],Steve Malovic,[u'0.9'],[u'1.3'],[u'2.1'],[u'0.2'],[u'0.6'],[u'2.2'],[u'.463']
2456,[u'2.4'],[u'.425'],[u'5.6'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.7'],[],[u'2.4'],[u'2.4'],[u'.424'],[u'5.6'],[u'1.5'],[u'.702'],[u'2.1'],[u'71'],[],[u'ABA'],[u'12.1'],Mike Maloy,[u'1.4'],[u'2.2'],[u'6.2'],[],[u'1.1'],[u'3.8'],[u'.424']
2457,[u'0.8'],[u'.400'],[u'2.0'],[],[],[],[u'0.4'],[u'0.0'],[u'0.6'],[u'0.8'],[u'.400'],[u'2.0'],[u'0.8'],[u'1.000'],[u'0.8'],[u'5'],[],[u'NBA'],[u'9.0'],Ted Manakas,[u'0.0'],[u'0.8'],[u'2.4'],[u'0.2'],[],[u'0.6'],[u'.400']
2458,[u'1.5'],[u'.316'],[u'4.7'],[],[],[],[u'1.1'],[],[],[u'1.5'],[u'.316'],[u'4.7'],[u'1.2'],[u'.660'],[u'1.8'],[u'81'],[],[u'TOT'],[],John Mandic,[],[u'2.5'],[u'4.1'],[],[],[],[u'.316']
2459,[u'0.3'],[u'.154'],[u'2.2'],[],[],[],[u'0.0'],[],[],[u'0.3'],[u'.154'],[u'2.2'],[u'0.2'],[u'.333'],[u'0.5'],[u'6'],[],[u'BAA'],[],Frank Mangiapane,[],[u'1.0'],[u'0.8'],[],[],[],[u'.154']
2460,[u'5.6'],[u'.517'],[u'10.9'],[u'0.0'],[u'.206'],[u'0.2'],[u'2.3'],[u'0.9'],[u'3.5'],[u'5.7'],[u'.511'],[u'11.1'],[u'2.6'],[u'.729'],[u'3.5'],[u'883'],[u'398'],[u'NBA'],[u'27.4'],Danny Manning,[u'1.7'],[u'3.3'],[u'14.0'],[u'1.1'],[u'2.1'],[u'5.2'],[u'.513']
2461,[u'2.5'],[u'.448'],[u'5.6'],[u'0.0'],[u'.125'],[u'0.0'],[u'0.8'],[u'0.2'],[u'3.2'],[u'2.5'],[u'.448'],[u'5.6'],[u'0.8'],[u'.764'],[u'1.1'],[u'604'],[],[u'TOT'],[u'16.9'],Ed Manning,[u'1.3'],[u'2.4'],[u'5.9'],[u'0.8'],[u'1.0'],[u'4.5'],[u'.448']
2462,[u'3.2'],[u'.392'],[u'8.1'],[u'0.0'],[u'.250'],[u'0.1'],[u'0.5'],[],[u'1.5'],[u'3.2'],[u'.390'],[u'8.2'],[u'1.9'],[u'.576'],[u'3.2'],[u'73'],[],[u'ABA'],[u'17.5'],Guy Manning,[u'1.5'],[u'2.3'],[u'8.3'],[],[u'0.9'],[u'4.8'],[u'.392']
2463,[u'1.4'],[u'.416'],[u'3.5'],[u'0.0'],[u'.400'],[u'0.1'],[u'0.2'],[u'0.1'],[u'1.1'],[u'1.5'],[u'.415'],[u'3.5'],[u'0.3'],[u'.643'],[u'0.5'],[u'55'],[u'2'],[u'NBA'],[u'9.3'],Rich Manning,[u'0.6'],[u'1.2'],[u'3.3'],[u'0.1'],[u'0.4'],[u'1.7'],[u'.421']
2464,[u'1.1'],[u'.443'],[u'2.5'],[u'0.1'],[u'.203'],[u'0.4'],[u'1.1'],[u'0.1'],[u'0.8'],[u'1.2'],[u'.413'],[u'2.9'],[u'0.6'],[u'.663'],[u'0.9'],[u'216'],[u'4'],[u'NBA'],[u'9.8'],Pace Mannion,[u'0.4'],[u'1.1'],[u'3.1'],[u'0.5'],[u'0.6'],[u'1.2'],[u'.425']
2465,[u'2.0'],[u'.367'],[u'5.4'],[],[],[],[u'1.8'],[],[],[u'2.0'],[u'.367'],[u'5.4'],[u'0.5'],[u'.549'],[u'1.0'],[u'52'],[],[u'NBA'],[u'14.5'],Nick Mantis,[],[u'2.0'],[u'4.5'],[],[],[u'1.8'],[u'.367']
2466,[u'9.4'],[u'.441'],[u'21.3'],[u'0.2'],[u'.667'],[u'0.3'],[u'5.4'],[u'0.3'],[u'3.3'],[u'9.4'],[u'.441'],[u'21.3'],[u'5.4'],[u'.820'],[u'6.6'],[u'658'],[u'4'],[u'NBA'],[u'37.0'],Pete Maravich,[u'1.0'],[u'2.8'],[u'24.2'],[u'1.4'],[u'3.7'],[u'4.2'],[u'.441']
2467,[u'2.0'],[u'.272'],[u'7.4'],[],[],[],[u'0.1'],[],[],[u'2.0'],[u'.272'],[u'7.4'],[u'0.6'],[u'.517'],[u'1.1'],[u'51'],[],[u'BAA'],[],Press Maravich,[],[u'2.0'],[u'4.6'],[],[],[],[u'.272']
2468,[u'0.6'],[u'.265'],[u'2.3'],[u'0.0'],[u'.000'],[u'0.1'],[u'0.4'],[u'0.1'],[u'0.5'],[u'0.6'],[u'.257'],[u'2.4'],[u'0.7'],[u'.594'],[u'1.1'],[u'29'],[u'0'],[u'NBA'],[u'6.7'],Roy Marble,[u'0.6'],[u'0.6'],[u'1.9'],[u'0.2'],[u'0.6'],[u'1.1'],[u'.257']
2469,[u'5.6'],[u'.465'],[u'12.1'],[u'1.2'],[u'.325'],[u'3.6'],[u'7.6'],[u'0.1'],[u'2.3'],[u'6.8'],[u'.433'],[u'15.7'],[u'4.5'],[u'.784'],[u'5.7'],[u'846'],[u'816'],[u'NBA'],[u'37.7'],Stephon Marbury,[u'0.7'],[u'2.4'],[u'19.3'],[u'1.2'],[u'3.0'],[u'3.0'],[u'.470']
2470,[u'4.0'],[u'.522'],[u'7.6'],[u'0.3'],[u'.369'],[u'0.9'],[u'2.2'],[u'0.1'],[u'1.5'],[u'4.3'],[u'.505'],[u'8.6'],[u'3.8'],[u'.768'],[u'4.9'],[u'363'],[u'30'],[u'NBA'],[u'22.4'],Sarunas Marciulionis,[u'0.8'],[u'2.7'],[u'12.8'],[u'1.3'],[u'2.0'],[u'2.3'],[u'.526']
2471,[u'2.9'],[u'.270'],[u'10.8'],[],[],[],[u'1.4'],[],[],[u'2.9'],[u'.270'],[u'10.8'],[u'1.9'],[u'.709'],[u'2.7'],[u'43'],[],[u'BAA'],[],Saul Mariaschin,[],[u'2.8'],[u'7.7'],[],[],[],[u'.270']
2472,[u'6.0'],[u'.465'],[u'12.8'],[],[],[],[u'2.1'],[u'0.2'],[u'2.3'],[u'6.0'],[u'.465'],[u'12.8'],[u'2.8'],[u'.843'],[u'3.4'],[u'849'],[],[u'NBA'],[u'29.0'],Jack Marin,[u'0.9'],[u'2.8'],[u'14.8'],[u'0.5'],[],[u'5.2'],[u'.465']
2473,[u'5.6'],[u'.513'],[u'10.9'],[u'0.7'],[u'.331'],[u'2.1'],[u'1.9'],[u'1.1'],[u'6.3'],[u'6.3'],[u'.484'],[u'12.9'],[u'2.0'],[u'.810'],[u'2.5'],[u'1163'],[u'1062'],[u'NBA'],[u'34.5'],Shawn Marion,[u'2.3'],[u'2.2'],[u'15.2'],[u'1.5'],[u'1.5'],[u'8.7'],[u'.510']
2474,[u'0.4'],[u'.361'],[u'1.2'],[u'0.2'],[u'.375'],[u'0.5'],[u'0.2'],[u'0.0'],[u'0.7'],[u'0.6'],[u'.365'],[u'1.7'],[u'0.2'],[u'.636'],[u'0.4'],[u'30'],[u'0'],[u'NBA'],[u'5.7'],Damir Markota,[u'0.4'],[u'0.7'],[u'1.7'],[u'0.1'],[u'0.5'],[u'1.0'],[u'.423']
2475,[u'1.1'],[u'.459'],[u'2.4'],[u'0.0'],[u'.200'],[u'0.1'],[u'0.2'],[u'0.4'],[u'1.5'],[u'1.1'],[u'.448'],[u'2.5'],[u'0.5'],[u'.665'],[u'0.8'],[u'230'],[u'11'],[u'NBA'],[u'9.9'],Sean Marks,[u'0.7'],[u'1.5'],[u'2.8'],[u'0.1'],[u'0.5'],[u'2.2'],[u'.452']
2476,[u'1.4'],[u'.373'],[u'3.8'],[],[],[],[u'1.5'],[],[],[u'1.4'],[u'.373'],[u'3.8'],[u'0.8'],[u'.850'],[u'1.0'],[u'61'],[],[u'NBA'],[u'12.2'],Harvey Marlatt,[],[u'1.5'],[u'3.7'],[],[],[u'1.4'],[u'.373']
2477,[u'1.0'],[u'.333'],[u'3.0'],[],[],[],[u'0.8'],[],[],[u'1.0'],[u'.333'],[u'3.0'],[u'1.1'],[u'.695'],[u'1.5'],[u'39'],[],[u'NBA'],[u'9.6'],Jim Marsh,[],[u'1.3'],[u'3.1'],[],[],[u'2.2'],[u'.333']
2478,[u'2.1'],[u'.426'],[u'4.8'],[],[],[],[u'1.5'],[u'0.3'],[u'1.0'],[u'2.1'],[u'.426'],[u'4.8'],[u'0.4'],[u'.697'],[u'0.6'],[u'60'],[],[u'NBA'],[u'14.2'],Ricky Marsh,[u'0.3'],[u'1.9'],[u'4.5'],[u'0.5'],[u'0.8'],[u'1.3'],[u'.426']
2479,[u'0.4'],[u'.308'],[u'1.2'],[u'0.4'],[u'.336'],[u'1.1'],[u'0.3'],[u'0.0'],[u'0.7'],[u'0.7'],[u'.321'],[u'2.3'],[u'0.6'],[u'.681'],[u'0.9'],[u'119'],[u'0'],[u'NBA'],[u'7.7'],Donny Marshall,[u'0.3'],[u'0.9'],[u'2.5'],[u'0.3'],[u'0.4'],[u'1.0'],[u'.399']
2480,[u'3.3'],[u'.468'],[u'7.1'],[u'0.9'],[u'.350'],[u'2.7'],[u'1.4'],[u'0.9'],[u'4.7'],[u'4.3'],[u'.435'],[u'9.8'],[u'1.7'],[u'.731'],[u'2.3'],[u'957'],[u'422'],[u'NBA'],[u'26.2'],Donyell Marshall,[u'2.0'],[u'2.3'],[u'11.2'],[u'0.8'],[u'1.4'],[u'6.7'],[u'.483']
2481,[u'0.8'],[u'.398'],[u'2.0'],[u'0.1'],[u'.238'],[u'0.3'],[u'0.4'],[u'0.2'],[u'0.7'],[u'0.9'],[u'.376'],[u'2.4'],[u'0.8'],[u'.716'],[u'1.2'],[u'63'],[u'11'],[u'NBA'],[u'9.6'],Rawle Marshall,[u'0.3'],[u'0.6'],[u'2.7'],[u'0.3'],[u'0.5'],[u'1.0'],[u'.393']
2482,[u'2.1'],[u'.388'],[u'5.4'],[],[],[],[u'1.1'],[],[],[u'2.1'],[u'.388'],[u'5.4'],[u'1.5'],[u'.709'],[u'2.0'],[u'168'],[],[u'NBA'],[u'15.4'],Tom Marshall,[],[u'1.2'],[u'5.7'],[],[],[u'2.9'],[u'.388']
2483,[u'0.5'],[u'.241'],[u'2.2'],[],[],[],[u'0.3'],[u'0.2'],[u'1.8'],[u'0.5'],[u'.241'],[u'2.2'],[u'0.2'],[u'.429'],[u'0.5'],[u'13'],[],[u'NBA'],[u'13.4'],Vester Marshall,[u'1.1'],[u'1.5'],[u'1.3'],[u'0.3'],[],[u'2.8'],[u'.241']
2484,[u'2.0'],[u'.460'],[u'4.3'],[u'0.0'],[u'.000'],[u'0.1'],[u'0.7'],[u'0.1'],[u'1.0'],[u'2.0'],[u'.449'],[u'4.5'],[u'0.7'],[u'.813'],[u'0.9'],[u'84'],[u'0'],[u'NBA'],[u'10.2'],Bill Martin,[u'0.6'],[u'1.5'],[u'4.7'],[u'0.4'],[u'0.9'],[u'1.6'],[u'.449']
2485,[u'0.8'],[u'.441'],[u'1.7'],[u'0.0'],[],[u'0.0'],[u'0.3'],[u'0.6'],[u'1.5'],[u'0.8'],[u'.441'],[u'1.7'],[u'0.6'],[u'.608'],[u'0.9'],[u'54'],[u'1'],[u'NBA'],[u'10.2'],Bob Martin,[u'0.7'],[u'2.0'],[u'2.1'],[u'0.1'],[u'0.5'],[u'2.2'],[u'.441']
2486,[u'0.4'],[u'.429'],[u'0.9'],[u'0.0'],[],[u'0.0'],[u'0.0'],[u'0.1'],[u'0.4'],[u'0.4'],[u'.429'],[u'0.9'],[u'0.0'],[u'.000'],[u'0.3'],[u'8'],[u'0'],[u'NBA'],[u'2.6'],Brian Martin,[u'0.1'],[u'0.9'],[u'0.8'],[u'0.0'],[u'0.3'],[u'0.5'],[u'.429']
2487,[u'0.0'],[u'.000'],[u'1.0'],[u'0.4'],[u'.600'],[u'0.7'],[u'0.4'],[u'0.0'],[u'0.1'],[u'0.4'],[u'.250'],[u'1.7'],[u'0.0'],[u'.000'],[u'0.3'],[u'7'],[u'0'],[u'NBA'],[u'4.6'],Cuonzo Martin,[u'0.3'],[u'0.3'],[u'1.3'],[u'0.1'],[u'0.3'],[u'0.4'],[u'.375']
2488,[u'1.6'],[u'.402'],[u'4.0'],[u'0.7'],[u'.340'],[u'2.0'],[u'2.9'],[u'0.0'],[u'0.9'],[u'2.3'],[u'.382'],[u'6.0'],[u'1.6'],[u'.843'],[u'1.9'],[u'514'],[u'178'],[u'NBA'],[u'17.8'],Darrick Martin,[u'0.2'],[u'1.7'],[u'6.9'],[u'0.7'],[u'1.2'],[u'1.1'],[u'.438']
2489,[u'3.9'],[u'.294'],[u'13.2'],[],[],[],[u'0.8'],[],[],[u'3.9'],[u'.294'],[u'13.2'],[u'1.3'],[u'.638'],[u'2.0'],[u'92'],[],[u'BAA'],[],Dino Martin,[],[u'1.3'],[u'9.1'],[],[],[],[u'.294']
2490,[u'1.3'],[u'.282'],[u'4.6'],[],[],[],[u'0.3'],[],[],[u'1.3'],[u'.282'],[u'4.6'],[u'0.4'],[u'.523'],[u'0.8'],[u'137'],[],[u'BAA'],[],Don Martin,[],[u'1.8'],[u'3.0'],[],[],[],[u'.282']
2491,[u'0.4'],[u'.300'],[u'1.3'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.4'],[u'0.0'],[u'0.8'],[u'0.4'],[u'.290'],[u'1.3'],[u'0.2'],[u'.364'],[u'0.5'],[u'24'],[u'0'],[u'NBA'],[u'6.1'],Fernando Martin,[u'0.3'],[u'1.0'],[u'0.9'],[u'0.3'],[u'0.8'],[u'1.2'],[u'.290']
2492,[u'2.5'],[u'.434'],[u'5.7'],[u'0.2'],[u'.282'],[u'0.7'],[u'0.8'],[u'0.3'],[u'1.1'],[u'2.7'],[u'.417'],[u'6.4'],[u'1.1'],[u'.694'],[u'1.6'],[u'143'],[u'49'],[u'NBA'],[u'18.8'],Jeff Martin,[u'0.9'],[u'1.4'],[u'6.7'],[u'0.5'],[u'0.7'],[u'2.0'],[u'.433']
2493,[u'5.0'],[u'.492'],[u'10.2'],[u'0.1'],[u'.234'],[u'0.4'],[u'1.9'],[u'1.1'],[u'5.1'],[u'5.1'],[u'.483'],[u'10.6'],[u'2.0'],[u'.629'],[u'3.2'],[u'757'],[u'667'],[u'NBA'],[u'30.6'],Kenyon Martin,[u'1.7'],[u'3.3'],[u'12.3'],[u'1.2'],[u'1.7'],[u'6.8'],[u'.487']
2494,[u'3.8'],[u'.464'],[u'8.2'],[u'1.6'],[u'.384'],[u'4.2'],[u'1.9'],[u'0.1'],[u'2.6'],[u'5.4'],[u'.437'],[u'12.3'],[u'5.0'],[u'.870'],[u'5.7'],[u'714'],[u'504'],[u'NBA'],[u'30.2'],Kevin Martin,[u'0.6'],[u'1.9'],[u'17.4'],[u'0.9'],[u'1.7'],[u'3.2'],[u'.502']
2495,[u'2.2'],[u'.416'],[u'5.2'],[],[],[],[u'0.7'],[u'0.5'],[u'3.2'],[u'2.2'],[u'.416'],[u'5.2'],[u'0.9'],[u'.685'],[u'1.3'],[u'271'],[],[u'NBA'],[u'14.0'],LaRue Martin,[u'1.4'],[u'2.3'],[u'5.3'],[u'0.2'],[],[u'4.6'],[u'.416']
2496,[u'1.0'],[u'.395'],[u'2.6'],[u'0.1'],[u'.211'],[u'0.3'],[u'0.7'],[u'0.1'],[u'0.6'],[u'1.1'],[u'.378'],[u'2.8'],[u'0.8'],[u'.598'],[u'1.3'],[u'69'],[u'0'],[u'NBA'],[u'6.1'],Maurice Martin,[u'0.4'],[u'1.0'],[u'3.0'],[u'0.3'],[u'0.6'],[u'0.9'],[u'.388']
2497,[u'0.7'],[u'.263'],[u'2.7'],[],[],[],[u'0.9'],[],[],[u'0.7'],[u'.263'],[u'2.7'],[u'0.3'],[u'1.000'],[u'0.3'],[u'7'],[],[u'NBA'],[u'6.7'],Phil Martin,[],[u'1.0'],[u'1.7'],[],[],[u'1.4'],[u'.263']
2498,[u'3.5'],[u'.364'],[u'9.7'],[],[],[],[u'4.2'],[],[],[u'3.5'],[u'.364'],[u'9.7'],[u'2.8'],[u'.762'],[u'3.7'],[u'745'],[],[u'NBA'],[u'35.9'],Slater Martin,[],[u'3.0'],[u'9.8'],[],[],[u'3.4'],[u'.364']
2499,[u'1.4'],[u'.325'],[u'4.4'],[],[],[],[u'1.7'],[],[],[u'1.4'],[u'.325'],[u'4.4'],[u'0.6'],[u'.673'],[u'0.8'],[u'66'],[],[u'NBA'],[u'15.4'],Whitey Martin,[],[u'2.4'],[u'3.4'],[],[],[u'2.4'],[u'.325']
2500,[u'5.7'],[u'.439'],[u'13.1'],[u'1.3'],[u'.345'],[u'3.6'],[u'4.0'],[u'0.2'],[u'4.2'],[u'7.0'],[u'.418'],[u'16.7'],[u'3.8'],[u'.766'],[u'5.0'],[u'611'],[u'584'],[u'NBA'],[u'37.3'],Jamal Mashburn,[u'1.1'],[u'2.5'],[u'19.1'],[u'1.0'],[u'2.6'],[u'5.4'],[u'.456']
2501,[u'1.6'],[u'.346'],[u'4.7'],[],[],[],[u'1.8'],[],[],[u'1.6'],[u'.346'],[u'4.7'],[u'1.6'],[u'.625'],[u'2.6'],[u'99'],[],[u'NBA'],[u'19.7'],Al Masino,[],[u'3.0'],[u'4.8'],[],[],[u'2.1'],[u'.346']
2502,[u'4.1'],[u'.510'],[u'8.0'],[u'0.0'],[u'.167'],[u'0.0'],[u'3.4'],[u'0.3'],[u'6.1'],[u'4.1'],[u'.509'],[u'8.0'],[u'2.8'],[u'.709'],[u'4.0'],[u'882'],[u'559'],[u'NBA'],[u'34.7'],Anthony Mason,[u'2.2'],[u'2.7'],[u'10.9'],[u'0.7'],[u'1.8'],[u'8.3'],[u'.510']
2503,[u'4.5'],[u'.456'],[u'9.8'],[u'0.1'],[u'.260'],[u'0.4'],[u'1.6'],[u'0.4'],[u'3.2'],[u'4.6'],[u'.449'],[u'10.2'],[u'2.9'],[u'.740'],[u'3.9'],[u'643'],[u'385'],[u'NBA'],[u'30.5'],Desmond Mason,[u'1.3'],[u'2.2'],[u'12.1'],[u'0.7'],[u'1.6'],[u'4.5'],[u'.454']
2504,[u'1.2'],[u'.435'],[u'2.7'],[u'1.1'],[u'.383'],[u'3.0'],[u'1.3'],[u'0.1'],[u'1.6'],[u'2.3'],[u'.408'],[u'5.7'],[u'0.6'],[u'.866'],[u'0.7'],[u'518'],[u'103'],[u'NBA'],[u'17.7'],Roger Mason,[u'0.2'],[u'1.4'],[u'6.3'],[u'0.4'],[u'0.7'],[u'1.7'],[u'.509']
2505,[u'2.4'],[u'.471'],[u'5.1'],[u'0.0'],[u'.091'],[u'0.0'],[u'0.4'],[u'0.5'],[u'2.8'],[u'2.4'],[u'.470'],[u'5.1'],[u'1.4'],[u'.705'],[u'2.0'],[u'683'],[u'233'],[u'NBA'],[u'18.0'],Tony Massenburg,[u'1.5'],[u'2.4'],[u'6.2'],[u'0.4'],[u'1.0'],[u'4.3'],[u'.470']
2506,[u'1.0'],[u'.385'],[u'2.6'],[],[],[],[u'0.5'],[],[],[u'1.0'],[u'.385'],[u'2.6'],[u'0.5'],[u'.604'],[u'0.8'],[u'112'],[],[u'NBA'],[u'7.9'],Eddie Mast,[],[u'1.0'],[u'2.5'],[],[],[u'2.4'],[u'.385']
2507,[u'1.4'],[u'.375'],[u'3.6'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.5'],[],[],[u'1.4'],[u'.371'],[u'3.6'],[u'0.7'],[u'.636'],[u'1.1'],[u'51'],[],[u'ABA'],[u'12.9'],Johnny Mathis,[],[u'2.0'],[u'3.4'],[],[u'0.8'],[u'3.8'],[u'.371']
2508,[u'3.1'],[u'.492'],[u'6.2'],[u'0.1'],[u'.225'],[u'0.3'],[u'4.2'],[u'0.2'],[u'1.0'],[u'3.1'],[u'.478'],[u'6.6'],[u'1.5'],[u'.788'],[u'1.9'],[u'465'],[u'102'],[u'NBA'],[u'20.0'],Wes Matthews,[u'0.4'],[u'2.1'],[u'7.9'],[u'1.0'],[u'2.1'],[u'1.3'],[u'.484']
2509,[u'2.9'],[u'.280'],[u'10.3'],[],[],[],[u'1.2'],[],[],[u'2.9'],[u'.280'],[u'10.3'],[u'2.1'],[u'.712'],[u'3.0'],[u'259'],[],[u'TOT'],[],Ariel Maughan,[],[u'2.6'],[u'7.9'],[],[],[u'4.0'],[u'.280']
2510,[u'1.9'],[u'.547'],[u'3.4'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.2'],[u'0.5'],[u'2.3'],[u'1.9'],[u'.542'],[u'3.4'],[u'1.2'],[u'.685'],[u'1.7'],[u'98'],[u'5'],[u'NBA'],[u'11.7'],Marlon Maxey,[u'1.4'],[u'1.9'],[u'4.9'],[u'0.3'],[u'0.8'],[u'3.7'],[u'.542']
2511,[u'2.3'],[u'.496'],[u'4.6'],[u'0.0'],[u'.000'],[u'0.0'],[u'0.4'],[u'0.8'],[u'2.5'],[u'2.3'],[u'.495'],[u'4.6'],[u'1.1'],[u'.564'],[u'2.0'],[u'618'],[u'188'],[u'NBA'],[u'18.4'],Jason Maxiell,[u'1.7'],[u'1.9'],[u'5.6'],[u'0.4'],[u'0.8'],[u'4.2'],[u'.495']
2512,[u'4.1'],[u'.547'],[u'7.5'],[u'0.0'],[u'.053'],[u'0.0'],[u'2.2'],[u'0.5'],[u'3.8'],[u'4.1'],[u'.546'],[u'7.5'],[u'4.3'],[u'.784'],[u'5.5'],[u'835'],[u'537'],[u'NBA'],[u'28.5'],Cedric Maxwell,[u'2.5'],[u'2.7'],[u'12.5'],[u'0.8'],[u'2.2'],[u'6.3'],[u'.546']
