,Unnamed: 0_x,2P,2P%,2PA,3P_x,3P%_x,3PA_x,AST_x,BLK_x,DRB,FG_x,FG%_x,FGA_x,FT_x,FT%_x,FTA_x,G_x,GS,Lg,MP_x,Name,ORB_x,PF_x,PTS_x,STL_x,TOV_x,TRB_x,eFG%,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Unnamed: 0_y,3P_y,3P%_y,3PA_y,AST_y,AST_per_g,BLK_y,FG_y,FG%_y,FGA_y,FT_y,FT%_y,FTA_y,G_y,MP_y,MP_per_g,ORB_y,PF_y,PTS_y,PTS_per_g,STL_y,TOV_y,TRB_y,TRB_per_g
4432,4324,2.2,0.41,5.3,0.0,,0.0,4.4,0.0,1.4,2.2,0.41,5.3,1.0,0.729,1.3,548,,TOT,17.2,Art Williams,0.3,2.3,5.3,0.7,1.4,3.1,0.41,0.0,31.0,0.2,0.2,1.2,13.9,17.5,0.25,-1.0,3.2,0.2,13.6,3.2,45.5,8.4,0.452,9.5,0.4,17.7,0.09,,,,,,,,,,,,,,,,,,,,,,,,
4433,4325,3.7,0.415,8.9,0.2,0.232,0.8,2.0,0.0,1.1,3.8,0.406,9.3,1.6,0.824,1.9,283,,TOT,18.3,Bernie Williams,0.7,1.9,9.3,0.2,1.7,1.8,0.412,0.047,14.5,0.0,-9.8,-3.5,4.9,4.9,0.204,-6.2,3.2,-3.2,11.2,0.9,12.7,4.2,0.455,23.5,-0.1,1.7,0.015,,,,,,,,,,,,,,,,,,,,,,,,
4434,4326,0.9,0.44,2.1,,,,0.3,,,0.9,0.44,2.1,1.1,0.542,2.0,24,,NBA,8.0,Bob Williams,,1.6,2.9,,,2.5,0.44,,,,,,,0.2,0.96,,,0.3,12.3,,,,0.492,,,0.5,0.113,,,,,,,,,,,,,,,,,,,,,,,,
4435,4327,0.8,0.298,2.6,0.2,0.3,0.6,0.2,0.2,0.6,0.9,0.298,3.2,0.2,0.5,0.4,18,2.0,NBA,9.1,Brandon Williams,0.4,1.2,2.3,0.4,0.7,1.0,0.325,0.175,3.1,1.3,-9.3,-1.0,7.4,0.1,0.14,-8.3,4.7,-0.5,1.9,2.6,16.5,6.0,0.339,19.6,-0.3,-0.4,-0.114,2474.0,131.0,0.354,370.0,112.0,1.0,,529.0,0.449,1178.0,316.0,0.751,421.0,112.0,2486.0,29.6,,,1505.0,13.4,,,591.0,5.3
4436,4328,4.9,0.55,8.9,0.0,0.167,0.0,1.3,0.8,6.5,4.9,0.549,8.9,3.0,0.664,4.6,1307,1140.0,NBA,32.5,Buck Williams,3.5,3.3,12.8,0.8,2.1,10.0,0.549,0.003,5.5,1.6,1.2,1.3,22.8,61.8,0.513,-0.1,11.8,58.3,15.3,1.2,16.3,17.2,0.587,16.4,34.8,120.1,0.136,2475.0,,,,76.0,0.9,,446.0,0.615,725.0,261.0,0.623,419.0,85.0,1080.0,34.8,,,1153.0,13.6,,,928.0,10.9
4437,4329,5.7,0.409,14.0,0.6,0.264,2.1,2.7,,1.6,6.3,0.39,16.1,3.1,0.713,4.3,372,,ABA,30.8,Charles Williams,1.0,3.1,16.2,,2.8,3.1,0.407,0.133,12.6,,,,5.0,10.8,0.266,,2.5,-5.0,11.0,,13.5,4.4,0.449,24.7,,5.8,0.024,,,,,,,,,,,,,,,,,,,,,,,,
4438,4330,3.9,0.469,8.4,0.0,0.291,0.1,4.5,0.1,1.6,4.0,0.467,8.5,2.9,0.79,3.6,638,,TOT,28.0,Chuck Williams,0.7,2.1,10.8,1.0,2.2,2.3,0.469,0.01,20.9,0.2,-1.7,-1.2,5.7,11.5,0.428,-0.6,2.2,21.3,13.1,1.6,16.8,4.0,0.537,16.6,0.8,32.8,0.088,,,,,,,,,,,,,,,,,,,,,,,,
4439,4331,0.6,0.298,2.1,,,,0.3,0.0,0.0,0.6,0.298,2.1,0.4,0.75,0.5,22,,NBA,3.0,Chuckie Williams,0.1,0.3,1.7,0.0,,0.2,0.298,,16.4,0.0,-11.5,-6.7,1.6,0.0,0.255,-4.8,4.5,-0.2,8.8,0.7,,3.1,0.354,,-0.2,-0.2,-0.137,,,,,,,,,,,,,,,,,,,,,,,,
4440,4332,0.7,0.222,3.0,,,,0.7,,,0.7,0.222,3.0,0.0,,0.0,3,,NBA,6.0,Cliff Williams,,2.3,1.3,,,1.0,0.222,,13.8,,,,,0.0,0.0,,,-0.1,-3.5,,,,0.222,,,-0.1,-0.277,,,,,,,,,,,,,,,,,,,,,,,,
4441,4333,0.9,0.372,2.4,0.0,0.25,0.1,0.7,0.1,0.4,0.9,0.367,2.5,0.5,0.826,0.6,39,0.0,NBA,7.4,Corey Williams,0.5,0.8,2.4,0.2,0.3,0.9,0.372,0.041,13.9,0.5,-5.6,-2.4,7.0,0.2,0.235,-3.2,7.8,0.0,9.1,1.1,10.7,7.4,0.425,18.2,-0.3,0.2,0.037,2476.0,118.0,0.346,341.0,349.0,2.7,6.0,473.0,0.447,1058.0,256.0,0.729,351.0,128.0,3493.0,27.3,,263.0,1320.0,10.3,115.0,265.0,406.0,3.2
4442,4334,3.0,0.458,6.6,0.0,0.0,0.2,2.4,0.1,1.1,3.0,0.447,6.7,0.5,0.7,0.8,77,,NBA,23.3,Duck Williams,0.3,2.2,6.6,1.3,1.4,1.4,0.447,0.023,14.1,0.3,-4.4,-1.3,5.3,0.6,0.116,-3.2,1.4,-0.9,8.6,2.7,16.4,3.5,0.464,15.6,-1.1,-0.3,-0.009,2477.0,,,,,,,590.0,0.526,1121.0,253.0,0.749,338.0,115.0,2917.0,25.4,,,1433.0,12.5,,,221.0,1.9
4443,4335,2.0,0.432,4.6,,,,0.9,0.4,3.5,2.0,0.432,4.6,0.6,0.475,1.2,146,,NBA,12.9,Earl Williams,2.1,1.8,4.5,0.4,1.0,5.6,0.432,,9.5,1.8,-1.7,0.1,28.8,2.8,0.264,-1.9,16.4,0.0,15.2,1.5,13.0,22.5,0.443,22.0,0.1,2.7,0.069,,,,,,,,,,,,,,,,,,,,,,,,
4444,4336,2.5,0.433,5.8,0.3,0.318,1.0,1.4,0.2,2.2,2.8,0.415,6.8,2.6,0.736,3.5,658,308.0,NBA,23.9,Eric Williams,1.1,2.4,8.6,0.8,1.2,3.3,0.44,0.153,9.7,0.5,-2.4,-0.8,10.7,10.5,0.512,-1.6,4.9,12.6,11.7,1.8,12.5,7.7,0.513,17.9,-1.8,23.2,0.071,2478.0,29.0,0.349,83.0,112.0,1.9,23.0,350.0,0.453,772.0,272.0,0.673,404.0,60.0,1822.0,30.4,,161.0,1001.0,16.7,96.0,132.0,352.0,5.9
4445,4337,4.2,0.469,8.9,0.0,0.143,0.2,2.0,0.1,1.5,4.2,0.462,9.1,1.0,0.683,1.4,71,,ABA,17.5,Fly Williams,1.0,2.2,9.4,0.9,2.5,2.5,0.463,0.022,16.6,0.4,-4.3,-1.6,9.0,0.9,0.157,-2.7,5.7,-1.2,11.8,2.3,20.5,7.3,0.484,26.5,-0.7,-0.3,-0.014,,,,,,,,,,,,,,,,,,,,,,,,
4446,4338,0.8,0.376,2.1,0.3,0.3,0.9,1.9,0.1,0.7,1.1,0.352,3.0,0.5,0.833,0.6,86,3.0,NBA,11.1,Frank Williams,0.2,1.0,2.9,0.4,1.0,0.9,0.398,0.307,27.6,0.9,-5.0,-1.7,7.7,0.7,0.207,-3.3,1.6,-0.6,9.2,1.9,22.6,4.7,0.444,17.9,-0.7,0.1,0.003,2479.0,135.0,0.326,414.0,432.0,4.3,28.0,467.0,0.396,1180.0,371.0,0.807,460.0,101.0,3202.0,31.7,,185.0,1440.0,14.3,212.0,275.0,399.0,4.0
4447,4339,5.7,0.48,11.8,0.5,0.331,1.5,1.6,0.1,0.8,6.1,0.467,13.0,2.1,0.824,2.6,323,13.0,NBA,20.5,Freeman Williams,0.8,1.7,14.7,0.8,1.8,1.6,0.482,0.091,13.2,0.1,-3.2,-4.4,4.4,1.6,0.2,1.2,4.2,8.4,17.9,1.8,11.1,4.3,0.519,31.2,-2.1,10.0,0.072,2480.0,,,,,,,1369.0,0.468,2926.0,511.0,0.789,648.0,106.0,996.0,36.9,,,3249.0,30.7,,,458.0,4.3
4448,4340,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,1,,ABA,8.0,Gene Williams,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,-22.7,,66.7,0.0,0.0,13.6,,0.0,-0.133,,,,,,,,,,,,,,,,,,,,,,,,
4449,4341,6.9,0.469,14.7,0.2,0.238,0.9,5.6,0.4,1.7,7.0,0.461,15.2,2.9,0.756,3.8,825,385.0,NBA,31.1,Gus Williams,1.0,2.0,17.1,2.0,2.5,2.7,0.465,0.036,27.1,0.6,1.9,-0.2,5.8,33.4,0.252,2.1,3.4,34.5,18.5,3.0,11.9,4.6,0.505,25.5,25.5,67.9,0.127,2481.0,,,,,,,552.0,0.469,1178.0,210.0,0.707,297.0,82.0,,,,,1314.0,16.0,,,342.0,4.2
4450,4342,1.2,0.469,2.5,0.0,0.25,0.2,0.3,0.2,0.7,1.2,0.456,2.6,0.2,0.455,0.4,26,0.0,NBA,5.5,Guy Williams,0.6,0.9,2.6,0.2,0.3,1.3,0.463,0.059,9.7,1.6,-3.1,-1.0,14.1,0.2,0.162,-2.1,11.2,0.0,13.6,2.0,9.9,12.6,0.467,23.2,0.0,0.2,0.055,2482.0,,,,,,41.0,519.0,0.47,1105.0,158.0,0.632,250.0,99.0,2045.0,29.2,,200.0,1196.0,12.1,81.0,107.0,500.0,5.1
4451,4343,1.7,0.482,3.6,0.1,0.136,0.6,0.6,0.1,1.5,1.8,0.436,4.2,0.5,0.783,0.6,39,,ABA,11.6,Hank Williams,0.8,1.9,4.2,0.4,0.8,2.3,0.445,0.135,8.1,0.5,-3.3,-0.8,12.8,0.5,0.141,-2.5,7.5,-0.1,9.6,1.5,15.6,10.3,0.471,18.8,-0.2,0.4,0.042,,,,,,,,,,,,,,,,,,,,,,,,
4452,4344,4.6,0.47,9.7,0.0,0.095,0.1,1.7,1.5,4.4,4.6,0.467,9.8,1.7,0.696,2.4,1102,607.0,NBA,25.8,Herb Williams,1.5,2.6,10.8,0.5,1.8,5.9,0.468,0.008,9.7,3.4,-1.1,1.5,18.9,37.3,0.248,-2.6,6.2,-1.2,13.6,1.0,13.9,12.5,0.499,20.3,6.7,36.1,0.061,2483.0,,,,96.0,0.8,,834.0,0.499,1673.0,343.0,0.669,513.0,114.0,4293.0,37.7,,,2011.0,17.6,,,1111.0,9.7
4453,4345,4.2,0.481,8.6,0.0,0.105,0.0,1.8,1.6,4.4,4.2,0.48,8.7,2.7,0.726,3.7,887,518.0,NBA,29.7,Hot Rod Williams,2.3,2.5,11.0,0.8,1.4,6.8,0.48,0.002,9.1,3.5,1.8,2.3,16.9,37.0,0.432,-0.5,9.1,33.5,15.6,1.5,11.7,13.1,0.535,17.2,25.1,70.5,0.129,2484.0,,,,198.0,1.7,192.0,705.0,0.549,1285.0,431.0,0.731,590.0,115.0,3972.0,34.5,,274.0,1841.0,16.0,105.0,267.0,809.0,7.0
4454,4346,2.3,0.467,5.0,1.6,0.327,4.8,5.9,0.1,2.1,3.9,0.398,9.8,1.1,0.813,1.4,788,667.0,NBA,29.4,Jason Williams,0.2,1.4,10.5,1.2,2.1,2.3,0.479,0.491,32.0,0.2,-0.7,-1.8,7.8,18.3,0.143,1.1,0.9,20.2,14.2,2.1,16.7,4.4,0.505,19.1,7.8,38.5,0.08,2485.0,89.0,0.394,226.0,312.0,6.5,13.0,256.0,0.483,530.0,115.0,0.793,145.0,48.0,816.0,29.1,,49.0,716.0,14.9,103.0,75.0,158.0,3.3
4455,4347,0.9,0.41,2.2,0.5,0.313,1.6,0.6,0.1,1.2,1.4,0.369,3.8,0.5,0.719,0.6,90,7.0,NBA,12.8,Jawad Williams,0.3,1.2,3.8,0.2,0.4,1.5,0.435,0.419,7.4,0.5,-4.8,-1.7,10.9,0.9,0.166,-3.1,2.5,-0.3,7.1,1.0,8.7,6.8,0.461,16.2,-0.8,0.5,0.022,2486.0,124.0,0.349,355.0,192.0,1.5,86.0,591.0,0.487,1214.0,320.0,0.724,442.0,128.0,3455.0,27.0,,,1626.0,12.7,93.0,,614.0,4.8
4456,4348,2.8,0.431,6.4,0.9,0.322,2.7,4.7,0.2,2.2,3.6,0.399,9.1,1.4,0.64,2.1,75,54.0,NBA,26.1,Jay Williams,0.4,2.4,9.5,1.1,2.3,2.6,0.446,0.295,29.2,0.6,-2.2,-1.4,9.3,1.3,0.235,-0.8,1.5,-0.5,12.2,2.3,18.4,5.5,0.472,21.0,-0.1,0.8,0.02,2487.0,313.0,0.393,797.0,644.0,6.0,14.0,713.0,0.453,1575.0,340.0,0.671,507.0,108.0,3572.0,33.1,,253.0,2079.0,19.3,235.0,424.0,395.0,3.7
4457,4349,2.9,0.442,6.5,0.0,0.125,0.1,0.6,0.6,4.2,2.9,0.44,6.5,1.6,0.606,2.6,475,158.0,NBA,20.6,Jayson Williams,3.3,2.7,7.3,0.4,1.1,7.5,0.44,0.008,4.8,2.2,-2.0,-0.4,23.4,11.7,0.4,-1.6,17.3,8.2,15.1,1.1,12.4,20.3,0.477,18.4,0.1,20.0,0.098,2488.0,1.0,0.25,4.0,37.0,0.5,56.0,408.0,0.55,742.0,255.0,0.652,391.0,72.0,2075.0,28.8,,236.0,1072.0,14.9,32.0,161.0,490.0,6.8
4458,4350,2.4,0.506,4.8,0.0,0.038,0.0,0.8,0.2,3.9,2.4,0.502,4.8,1.7,0.645,2.7,587,159.0,NBA,21.7,Jerome Williams,2.5,2.1,6.6,1.1,1.0,6.4,0.502,0.009,6.0,0.7,0.8,1.1,21.0,17.6,0.554,-0.3,12.9,20.3,15.9,2.6,14.3,16.9,0.547,14.7,9.0,37.9,0.143,2489.0,3.0,0.167,18.0,96.0,1.4,27.0,273.0,0.544,502.0,168.0,0.634,265.0,68.0,1955.0,28.8,,121.0,717.0,10.5,108.0,155.0,634.0,9.3
4459,4351,3.9,0.469,8.3,0.1,0.225,0.7,2.9,0.4,3.6,4.1,0.451,9.0,1.8,0.704,2.6,435,87.0,NBA,25.2,John Williams,1.5,2.3,10.1,1.3,1.6,5.1,0.459,0.074,16.5,1.0,1.3,1.6,16.0,14.1,0.291,-0.2,6.2,5.8,14.6,2.5,13.4,11.0,0.498,19.1,9.2,19.9,0.087,2490.0,,,,207.0,3.1,32.0,432.0,0.511,845.0,182.0,0.771,236.0,66.0,2212.0,33.5,,197.0,1046.0,15.8,85.0,169.0,503.0,7.6
4460,4352,1.8,0.507,3.5,0.0,,0.0,0.3,0.3,2.1,1.8,0.507,3.5,1.0,0.652,1.5,43,5.0,NBA,14.8,Jordan Williams,1.5,1.4,4.6,0.5,0.5,3.6,0.507,0.0,2.9,1.8,-3.1,-1.1,16.9,0.4,0.434,-1.9,11.7,1.0,14.5,1.8,11.3,14.3,0.544,14.7,-0.2,1.3,0.101,2491.0,0.0,,0.0,28.0,0.4,77.0,339.0,0.528,642.0,195.0,0.559,349.0,66.0,1890.0,28.6,215.0,170.0,873.0,13.2,47.0,84.0,672.0,10.2
4461,4353,1.4,0.578,2.4,0.0,0.0,0.0,0.0,0.4,1.9,1.4,0.573,2.4,0.6,0.348,1.8,49,1.0,NBA,9.3,Justin Williams,1.4,1.4,3.4,0.2,0.4,3.3,0.573,0.009,0.8,3.5,-6.1,-2.9,24.2,0.6,0.761,-3.2,18.1,0.5,16.2,1.1,10.8,21.1,0.528,17.3,-0.5,1.1,0.116,2492.0,0.0,0.0,1.0,34.0,0.6,244.0,218.0,0.538,405.0,147.0,0.574,256.0,58.0,1559.0,26.9,,,583.0,10.1,25.0,,507.0,8.7
4462,4354,2.1,0.518,4.1,0.0,0.0,0.1,0.6,0.6,1.5,2.1,0.511,4.1,0.6,0.68,0.9,260,7.0,NBA,11.2,Kenny Williams,1.2,1.4,4.8,0.3,0.5,2.7,0.511,0.013,8.4,3.6,0.0,0.1,14.1,3.1,0.21,-0.2,12.6,4.3,16.1,1.3,10.4,13.4,0.533,19.1,1.4,7.4,0.122,2493.0,,,,,,,,,,,,,31.0,,,,,636.0,20.5,,,278.0,9.0
4463,4355,1.9,0.443,4.3,0.0,0.077,0.1,1.2,0.1,0.8,1.9,0.435,4.4,1.1,0.805,1.3,260,13.0,NBA,11.3,Kevin Williams,0.6,2.2,4.9,0.6,1.0,1.4,0.436,0.023,14.8,0.7,-2.8,-0.6,7.5,2.6,0.301,-2.2,5.9,0.0,10.6,2.7,16.5,6.7,0.492,20.9,-0.6,2.6,0.042,2494.0,,,,,,28.0,259.0,0.533,486.0,191.0,0.77,248.0,102.0,1571.0,15.4,,241.0,709.0,7.0,61.0,166.0,154.0,1.5
4464,4356,1.3,0.47,2.8,0.0,0.0,0.0,1.0,1.4,3.6,1.3,0.469,2.8,0.3,0.377,0.8,253,166.0,NBA,21.9,Lorenzo Williams,2.7,2.9,3.0,0.5,0.9,6.3,0.469,0.003,6.0,4.3,0.4,3.4,19.0,6.1,0.298,-3.0,12.8,1.2,10.2,1.2,22.4,15.7,0.464,8.0,3.3,7.3,0.063,2495.0,,,,100.0,1.6,234.0,237.0,0.53,447.0,60.0,0.484,124.0,63.0,,,,,534.0,8.5,29.0,,581.0,9.2
4465,4357,1.5,0.421,3.5,0.6,0.321,1.9,2.8,0.0,1.5,2.1,0.386,5.5,0.7,0.767,1.0,203,10.0,NBA,15.2,Marcus Williams,0.3,1.0,5.6,0.4,1.5,1.8,0.443,0.354,30.4,0.2,-4.6,-2.3,11.5,2.0,0.174,-2.3,2.1,-2.0,11.0,1.5,19.8,6.8,0.473,21.9,-2.0,0.0,-0.001,2496.0,54.0,0.375,144.0,510.0,7.3,14.0,203.0,0.402,505.0,167.0,0.791,211.0,70.0,1954.0,27.9,,,627.0,9.0,72.0,,227.0,3.2
4466,4357,1.5,0.421,3.5,0.6,0.321,1.9,2.8,0.0,1.5,2.1,0.386,5.5,0.7,0.767,1.0,203,10.0,NBA,15.2,Marcus Williams,0.3,1.0,5.6,0.4,1.5,1.8,0.443,0.354,30.4,0.2,-4.6,-2.3,11.5,2.0,0.174,-2.3,2.1,-2.0,11.0,1.5,19.8,6.8,0.473,21.9,-2.0,0.0,-0.001,2587.0,53.0,0.356,149.0,128.0,2.0,,355.0,0.475,748.0,164.0,0.71,231.0,63.0,1939.0,30.8,,,927.0,14.7,,,354.0,5.6
4467,4358,1.5,0.421,3.5,0.6,0.321,1.9,2.8,0.0,1.5,2.1,0.386,5.5,0.7,0.767,1.0,203,10.0,NBA,15.2,Marcus Williams,0.3,1.0,5.6,0.4,1.5,1.8,0.443,0.0,13.6,1.9,-7.5,-1.1,23.8,0.0,0.0,-6.4,11.8,-0.1,10.4,1.3,0.0,17.8,0.318,26.2,-0.1,-0.1,-0.084,2496.0,54.0,0.375,144.0,510.0,7.3,14.0,203.0,0.402,505.0,167.0,0.791,211.0,70.0,1954.0,27.9,,,627.0,9.0,72.0,,227.0,3.2
4468,4358,1.5,0.421,3.5,0.6,0.321,1.9,2.8,0.0,1.5,2.1,0.386,5.5,0.7,0.767,1.0,203,10.0,NBA,15.2,Marcus Williams,0.3,1.0,5.6,0.4,1.5,1.8,0.443,0.0,13.6,1.9,-7.5,-1.1,23.8,0.0,0.0,-6.4,11.8,-0.1,10.4,1.3,0.0,17.8,0.318,26.2,-0.1,-0.1,-0.084,2587.0,53.0,0.356,149.0,128.0,2.0,,355.0,0.475,748.0,164.0,0.71,231.0,63.0,1939.0,30.8,,,927.0,14.7,,,354.0,5.6
4469,4359,0.5,0.318,1.7,0.0,,0.0,0.2,0.1,0.6,0.5,0.318,1.7,0.0,,0.0,13,0.0,NBA,3.0,Marcus Williams,0.3,0.3,1.1,0.1,0.0,0.9,0.318,0.354,30.4,0.2,-4.6,-2.3,11.5,2.0,0.174,-2.3,2.1,-2.0,11.0,1.5,19.8,6.8,0.473,21.9,-2.0,0.0,-0.001,2496.0,54.0,0.375,144.0,510.0,7.3,14.0,203.0,0.402,505.0,167.0,0.791,211.0,70.0,1954.0,27.9,,,627.0,9.0,72.0,,227.0,3.2
4470,4359,0.5,0.318,1.7,0.0,,0.0,0.2,0.1,0.6,0.5,0.318,1.7,0.0,,0.0,13,0.0,NBA,3.0,Marcus Williams,0.3,0.3,1.1,0.1,0.0,0.9,0.318,0.354,30.4,0.2,-4.6,-2.3,11.5,2.0,0.174,-2.3,2.1,-2.0,11.0,1.5,19.8,6.8,0.473,21.9,-2.0,0.0,-0.001,2587.0,53.0,0.356,149.0,128.0,2.0,,355.0,0.475,748.0,164.0,0.71,231.0,63.0,1939.0,30.8,,,927.0,14.7,,,354.0,5.6
4471,4360,0.5,0.318,1.7,0.0,,0.0,0.2,0.1,0.6,0.5,0.318,1.7,0.0,,0.0,13,0.0,NBA,3.0,Marcus Williams,0.3,0.3,1.1,0.1,0.0,0.9,0.318,0.0,13.6,1.9,-7.5,-1.1,23.8,0.0,0.0,-6.4,11.8,-0.1,10.4,1.3,0.0,17.8,0.318,26.2,-0.1,-0.1,-0.084,2496.0,54.0,0.375,144.0,510.0,7.3,14.0,203.0,0.402,505.0,167.0,0.791,211.0,70.0,1954.0,27.9,,,627.0,9.0,72.0,,227.0,3.2
4472,4360,0.5,0.318,1.7,0.0,,0.0,0.2,0.1,0.6,0.5,0.318,1.7,0.0,,0.0,13,0.0,NBA,3.0,Marcus Williams,0.3,0.3,1.1,0.1,0.0,0.9,0.318,0.0,13.6,1.9,-7.5,-1.1,23.8,0.0,0.0,-6.4,11.8,-0.1,10.4,1.3,0.0,17.8,0.318,26.2,-0.1,-0.1,-0.084,2587.0,53.0,0.356,149.0,128.0,2.0,,355.0,0.475,748.0,164.0,0.71,231.0,63.0,1939.0,30.8,,,927.0,14.7,,,354.0,5.6
4473,4361,3.4,0.481,7.2,0.1,0.227,0.5,5.8,0.2,1.8,3.6,0.464,7.7,3.7,0.868,4.3,413,264.0,NBA,25.2,Micheal Williams,0.7,2.6,11.0,1.7,2.3,2.5,0.471,0.067,34.3,0.6,1.5,-0.4,8.1,9.1,0.562,1.9,3.4,19.4,17.9,3.4,19.2,5.8,0.573,20.3,9.2,28.5,0.132,2497.0,53.0,0.349,152.0,464.0,4.0,24.0,657.0,0.485,1355.0,488.0,0.738,661.0,115.0,3161.0,34.0,,291.0,1855.0,16.1,282.0,345.0,331.0,2.9
4474,4362,0.3,0.353,0.8,0.0,0.0,0.0,0.1,0.3,0.9,0.3,0.333,0.9,0.1,0.5,0.3,21,0.0,NBA,4.9,Mike Williams,0.2,1.4,0.7,0.1,0.1,1.1,0.333,0.056,2.6,4.1,-5.9,1.4,19.9,0.1,0.333,-7.3,5.6,-0.1,3.5,1.5,12.7,12.8,0.363,10.0,-0.1,0.0,0.012,2498.0,,,,,,68.0,503.0,0.546,921.0,244.0,0.598,408.0,102.0,3013.0,29.5,,319.0,1250.0,12.3,34.0,151.0,721.0,7.1
4475,4363,1.3,0.437,3.1,0.0,,0.0,1.9,0.0,0.6,1.3,0.437,3.1,0.9,0.674,1.3,72,,TOT,10.3,Milt Williams,0.4,1.6,3.6,0.6,2.5,0.9,0.437,0.0,23.9,0.0,-2.9,-1.4,6.3,0.5,0.428,-1.5,3.6,0.2,12.2,2.6,34.5,4.2,0.489,11.6,-0.1,0.8,0.05,,,,,,,,,,,,,,,,,,,,,,,,
4476,4364,3.6,0.46,7.9,1.3,0.378,3.5,4.9,0.1,2.3,5.0,0.434,11.4,1.9,0.871,2.2,818,525.0,NBA,29.2,Mo Williams,0.5,2.5,13.2,0.9,2.3,2.8,0.493,0.31,28.1,0.4,-0.5,-1.9,9.1,14.6,0.192,1.3,2.0,25.4,15.0,1.6,15.5,5.5,0.532,22.8,8.9,40.0,0.08,2499.0,90.0,0.294,306.0,271.0,4.2,9.0,283.0,0.405,698.0,182.0,0.847,215.0,64.0,2159.0,33.7,,152.0,838.0,13.1,95.0,189.0,250.0,3.9
4477,4365,2.5,0.487,5.1,0.0,0.111,0.1,1.2,0.3,1.7,2.5,0.481,5.2,1.3,0.665,2.0,456,109.0,NBA,16.7,Monty Williams,1.1,2.0,6.3,0.6,1.2,2.8,0.482,0.015,11.8,1.3,-1.8,0.1,11.8,7.8,0.376,-1.9,7.5,3.7,12.8,1.7,16.7,9.7,0.521,19.5,0.5,11.4,0.072,2500.0,59.0,0.364,162.0,138.0,1.6,50.0,497.0,0.487,1020.0,318.0,0.738,431.0,85.0,2530.0,29.8,,202.0,1371.0,16.1,87.0,236.0,598.0,7.0
4478,4366,5.1,0.458,11.1,,,,1.5,0.3,2.4,5.1,0.458,11.1,1.8,0.805,2.2,642,,NBA,23.2,Nate Williams,1.2,3.0,12.0,1.1,1.1,3.8,0.458,,10.0,0.7,-1.2,-1.0,11.1,12.2,0.2,-0.2,5.6,11.1,14.6,2.3,11.2,8.4,0.495,24.4,2.2,23.3,0.075,,,,,,,,,,,,,,,,,,,,,,,,
4479,4367,1.2,0.602,1.9,0.0,,0.0,0.3,0.4,1.7,1.2,0.602,1.9,0.3,0.425,0.7,58,11.0,NBA,10.1,Pete Williams,0.8,1.2,2.6,0.3,0.3,2.5,0.602,0.0,3.1,2.2,-1.9,0.9,18.8,0.8,0.354,-2.8,8.1,0.6,11.4,1.5,13.3,13.2,0.586,9.9,0.0,1.4,0.112,2501.0,,,,,,41.0,296.0,0.605,489.0,201.0,0.602,334.0,59.0,1997.0,33.8,,175.0,793.0,13.4,65.0,112.0,544.0,9.2
4480,4368,5.9,0.46,12.8,0.2,0.237,0.8,5.8,0.3,2.4,6.0,0.451,13.4,3.3,0.802,4.1,655,240.0,NBA,28.2,Ray Williams,1.2,3.3,15.5,1.8,3.2,3.6,0.456,0.044,29.4,0.6,1.7,0.3,9.4,22.3,0.304,1.4,4.9,14.8,17.3,3.0,17.4,7.1,0.509,25.9,17.4,37.1,0.096,2502.0,,,,,,,382.0,0.472,809.0,219.0,0.763,287.0,52.0,,,,,983.0,18.9,,,344.0,6.6
4481,4369,4.4,0.468,9.3,0.6,0.298,2.1,2.5,0.7,2.7,5.0,0.437,11.4,1.9,0.784,2.5,599,396.0,NBA,26.7,Reggie Williams,1.3,3.2,12.5,1.3,1.8,4.0,0.464,0.183,14.6,1.6,0.5,0.5,11.1,17.8,0.214,0.1,5.2,8.2,14.2,2.4,12.3,8.1,0.501,22.0,10.3,26.0,0.078,2503.0,78.0,0.386,202.0,327.0,2.4,66.0,809.0,0.49,1651.0,421.0,0.768,548.0,138.0,4025.0,29.2,,377.0,2117.0,15.3,206.0,312.0,886.0,6.4
4482,4369,4.4,0.468,9.3,0.6,0.298,2.1,2.5,0.7,2.7,5.0,0.437,11.4,1.9,0.784,2.5,599,396.0,NBA,26.7,Reggie Williams,1.3,3.2,12.5,1.3,1.8,4.0,0.464,0.183,14.6,1.6,0.5,0.5,11.1,17.8,0.214,0.1,5.2,8.2,14.2,2.4,12.3,8.1,0.501,22.0,10.3,26.0,0.078,2589.0,196.0,0.302,649.0,379.0,3.4,36.0,933.0,0.498,1874.0,494.0,0.703,703.0,112.0,,,,,2556.0,22.8,175.0,76.0,820.0,7.3
