,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
2414,.049,9.0,4.2,0.9,0.1,16.3,15.5,.351,Brook Lopez,0.8,9.3,33.7,21.0,0.9,11.1,12.7,.566,26.0,13.0,49.2,.132
2415,.001,4.8,4.2,0.5,0.8,14.5,12.6,.298,Robin Lopez,-0.3,12.4,25.3,16.6,0.6,11.8,13.4,.566,17.1,8.9,37.9,.129
2416,.305,12.3,1.1,3.0,0.1,29.1,21.8,.415,Kevin Love,3.0,10.5,48.2,21.9,1.1,10.8,19.7,.565,24.7,23.4,70.0,.181
2417,.404,30.1,0.7,3.6,0.0,12.1,21.2,.402,Kyle Lowry,3.7,3.1,48.2,18.5,2.3,14.8,7.6,.559,21.8,31.2,69.4,.152
2418,.000,0.0,0.0,-1.3,6.6,0.0,0.0,.000,Kalin Lucas,-7.9,0.0,0.0,-0.7,8.7,0.0,0.0,.000,7.6,0.0,0.0,-0.057
2419,.400,20.9,0.1,-3.4,-2.8,7.1,2.1,.084,John Lucas III,-0.6,2.2,1.3,11.8,1.6,9.4,4.6,.467,21.3,-1.0,3.4,.055
2420,.431,9.2,0.8,-4.9,-1.2,11.7,0.7,.339,Timothe Luwawu-Cabarrot,-3.7,2.6,-0.4,6.8,1.0,16.2,7.2,.515,17.0,-0.7,0.3,.014
2421,.380,8.3,1.2,-2.8,-0.2,19.2,3.4,.181,Trey Lyles,-2.6,4.9,-0.2,10.9,1.1,12.0,12.2,.491,19.6,-0.5,3.1,.059
2422,,3.5,0.4,-6.5,-2.9,13.0,0.1,.386,Mike Macaluso,-3.6,9.1,-0.1,10.2,2.7,,11.1,.466,,-0.1,0.0,-0.001
2423,,,,,,,16.1,.574,Ed Macauley,,,84.4,20.4,,,,.522,,,100.4,.196
2424,.000,5.9,3.8,0.2,0.8,18.2,5.4,.346,Todd MacCulloch,-0.6,11.1,6.5,16.9,0.9,11.3,14.6,.566,17.7,1.9,11.9,.166
2425,,,,,,,0.1,.583,Ronnie MacGilvray,,,-0.1,7.9,,,,.265,,,-0.1,-0.046
2426,.293,6.1,0.0,-5.3,-1.5,6.3,0.1,.366,Arvydas Macijauskas,-3.8,2.6,-0.1,8.3,2.8,14.4,4.4,.462,19.2,-0.1,0.0,-0.001
2427,.019,13.7,0.2,-1.9,-1.1,8.6,0.9,.213,Ollie Mack,-0.7,5.8,1.6,12.0,1.6,10.3,7.2,.485,17.4,0.1,2.5,.048
2428,.494,10.9,0.5,-1.8,-2.2,9.5,2.5,.173,Sam Mack,0.4,2.5,4.9,12.2,1.7,10.3,6.1,.525,19.1,0.3,7.4,.070
2429,.054,2.2,2.7,-10.7,-5.9,19.4,0.1,.216,Malcolm Mackey,-4.7,19.8,0.0,12.6,0.0,4.7,19.6,.395,25.8,-0.2,0.1,.036
2430,.008,6.4,0.6,-2.8,-0.4,10.5,3.1,.363,Rudy Macklin,-2.5,8.1,0.1,10.0,1.5,17.0,9.3,.508,18.9,-0.6,3.2,.056
2431,,,,,,,2.5,.388,Johnny Macknowski,,,0.2,,,,,.391,,,2.7,
2432,.068,10.3,0.5,-3.7,-2.7,15.0,2.4,.358,Don MacLean,-1.0,6.0,7.0,15.1,0.9,10.6,10.4,.520,24.4,-2.9,9.4,.067
2433,.070,12.6,0.3,-3.2,0.3,6.6,5.1,.198,Mark Macon,-3.5,3.7,-5.0,8.9,3.5,14.1,5.1,.429,19.1,-1.5,0.1,.001
2434,.131,20.8,0.2,0.2,-0.6,7.1,13.9,.189,Kyle Macy,0.8,2.5,22.1,14.0,2.1,13.2,4.8,.559,15.5,7.9,36.0,.121
2435,,,,,,,0.0,,Jack Maddox,,,0.0,,,,,,,,0.0,
2436,.250,22.8,2.0,-2.2,2.5,19.3,0.1,.667,Tito Maddox,-4.7,3.4,-0.1,11.2,4.6,16.2,11.5,.354,24.4,0.0,0.0,-0.011
2437,.451,22.8,0.2,-5.1,-1.2,6.2,0.4,.296,Gerald Madkins,-3.9,0.8,-0.1,8.7,3.0,26.5,3.4,.499,11.6,-0.3,0.3,.038
2438,.019,4.9,1.4,-2.2,0.2,12.6,4.9,.482,Mark Madsen,-2.4,12.2,3.3,8.1,1.2,16.9,12.4,.482,10.5,-0.2,8.2,.074
2439,,,,,,,0.3,.394,Norm Mager,,,-0.3,,,,,.372,,,0.0,
2440,.160,12.8,0.4,-0.4,-1.7,15.2,15.9,.624,Corey Maggette,1.3,4.5,46.2,17.9,1.3,14.1,9.9,.577,25.7,9.5,62.2,.128
2441,.063,4.8,0.0,-8.9,-1.4,16.7,0.0,.500,Dave Magley,-7.6,4.0,-0.1,3.9,1.8,9.3,10.2,.307,16.1,-0.1,-0.1,-0.066
2442,.002,4.4,3.1,-2.9,0.4,24.3,19.7,.592,Jamaal Magloire,-3.3,11.2,8.1,13.5,0.8,17.7,17.7,.531,17.7,-3.3,27.7,.091
2443,.005,7.5,,,,,9.9,.381,Randolph Mahaffey,,,6.8,12.3,,18.5,12.0,.493,18.4,,16.7,.084
2444,,,,,,,13.6,.197,John Mahnken,,,-12.4,10.1,,,,.309,,,1.2,-0.018
2445,.035,8.9,,,,5.4,0.0,.702,Brian Mahoney,,2.3,-0.4,0.3,,18.6,3.9,.389,20.7,,-0.4,-0.106
2446,,,,,,,0.0,.417,Mo Mahoney,,,0.0,9.5,,,,.423,,,0.0,.034
2447,.006,5.8,2.3,-0.3,2.2,22.1,41.2,.353,Rick Mahorn,-2.5,7.9,10.5,11.6,1.2,16.7,15.0,.535,14.2,10.7,51.7,.096
2448,.414,13.3,0.8,2.7,0.8,11.6,34.0,.245,Dan Majerle,1.8,4.3,44.5,13.8,2.0,9.9,8.1,.538,16.2,35.6,78.5,.125
2449,.000,0.0,0.0,-15.2,-2.3,8.3,0.0,.200,Renaldo Major,-13.0,0.0,-0.1,-3.7,3.6,8.4,4.1,.230,18.7,-0.1,-0.1,-0.196
2450,,,,,,,0.7,.266,Lionel Malamed,,,1.0,,,,,.398,,,1.7,
2451,.022,12.0,0.2,-2.1,-2.3,6.7,17.5,.231,Jeff Malone,0.2,2.2,36.7,15.2,1.0,8.7,4.4,.533,25.1,-0.9,54.2,.088
2452,.012,17.6,1.5,5.4,1.8,23.5,92.4,.503,Karl Malone,3.6,7.9,142.2,23.9,1.9,12.4,16.0,.577,29.4,102.5,234.6,.205
2453,.004,5.9,2.2,1.7,-0.6,23.2,60.5,.572,Moses Malone,2.3,16.3,118.6,22.0,1.2,14.6,19.8,.569,25.3,46.7,179.1,.174
2454,.559,18.3,0.1,-1.9,-1.6,6.7,3.8,.139,Matt Maloney,-0.2,1.0,5.7,10.6,1.7,15.8,3.9,.534,14.7,0.2,9.5,.061
2455,.000,6.9,0.7,-3.7,-0.7,12.3,0.1,.403,Steve Malovic,-3.0,8.4,0.1,7.2,0.8,22.6,10.3,.507,9.0,-0.2,0.3,.027
2456,.003,7.1,,,,14.0,0.9,.381,Mike Maloy,,8.2,0.0,12.8,,14.0,14.3,.478,22.2,,0.9,.051
2457,,5.8,0.0,-7.7,-2.3,7.0,0.0,.400,Ted Manakas,-5.5,0.0,0.0,7.2,1.0,,3.5,.510,,-0.1,0.0,.014
2458,,,,,,,1.8,.390,John Mandic,,,0.6,,,,,.379,,,2.4,
2459,,,,,,,0.0,.231,Frank Mangiapane,,,-0.2,,,,,.175,,,-0.1,
2460,.020,13.8,2.1,1.6,1.0,14.4,28.5,.317,Danny Manning,0.5,7.1,26.7,16.9,2.1,14.2,10.8,.552,23.1,21.7,55.1,.109
2461,.002,6.2,0.5,-1.1,0.6,17.0,12.2,.195,Ed Manning,-1.7,6.4,2.4,10.8,2.2,13.3,11.6,.481,15.0,0.6,14.6,.069
2462,.013,4.8,,,,,1.6,.395,Guy Manning,,,-0.6,14.1,,8.5,12.0,.431,22.6,,0.9,.035
2463,.026,3.6,1.2,-10.0,-3.2,14.6,0.3,.144,Rich Manning,-6.7,7.1,-0.6,8.1,0.7,10.4,10.7,.439,20.6,-1.0,-0.3,-0.028
2464,.127,14.5,0.6,-2.9,0.0,8.9,2.2,.315,Pace Mannion,-2.9,4.5,-0.6,9.4,2.4,15.7,6.7,.465,16.0,-0.5,1.7,.038
2465,,,,,,,0.3,.180,Nick Mantis,,,-1.0,7.3,,,,.386,,,-0.8,-0.049
2466,.001,23.1,0.4,0.8,-1.7,8.9,16.1,.310,Pete Maravich,2.5,2.6,30.6,18.4,1.6,14.5,5.5,.500,29.2,11.4,46.7,.092
2467,,,,,,,-0.3,.155,Press Maravich,,,-0.5,,,,,.292,,,-0.7,
2468,.029,8.1,1.0,-8.5,-1.9,8.3,0.1,.457,Roy Marble,-6.7,10.5,-0.6,4.0,1.8,16.8,9.4,.327,21.9,-0.3,-0.5,-0.122
2469,.229,36.1,0.3,1.2,-2.4,7.1,14.2,.361,Stephon Marbury,3.6,2.1,63.3,18.7,1.7,14.2,4.5,.528,25.4,25.6,77.5,.117
2470,.111,14.8,0.2,-0.2,-1.5,7.1,5.5,.570,Sarunas Marciulionis,1.3,4.0,14.5,16.7,2.7,15.5,5.6,.595,23.3,3.7,20.0,.118
2471,,,,,,,0.3,.253,Saul Mariaschin,,,0.8,,,,,.324,,,1.1,
2472,,10.3,0.5,-2.8,-1.6,10.2,22.4,.262,Jack Marin,-1.2,4.0,36.9,15.2,1.1,,7.6,.516,,-1.4,59.3,.116
2473,.159,9.1,2.2,3.2,2.1,20.5,61.3,.191,Shawn Marion,1.1,7.8,63.6,18.8,2.3,9.7,14.3,.542,20.4,52.1,124.9,.150
2474,.308,5.2,0.5,-9.0,-3.3,14.0,0.0,.212,Damir Markota,-5.7,7.5,-0.3,5.0,0.9,20.9,10.7,.449,19.1,-0.3,-0.2,-0.070
2475,.043,3.6,3.0,-4.9,0.2,17.8,3.1,.299,Sean Marks,-5.1,8.3,-0.5,9.1,0.8,15.1,13.1,.488,16.0,-1.7,2.6,.055
2476,,16.5,,,,,0.3,.258,Harvey Marlatt,,,-0.4,8.8,,,5.5,.434,,,-0.1,-0.007
2477,,10.4,,,,,0.1,.504,Jim Marsh,,,-0.4,8.6,,,10.5,.416,,,-0.3,-0.036
2478,,13.9,1.2,-4.3,-0.7,7.2,0.8,.114,Ricky Marsh,-3.6,1.9,-0.3,8.4,1.5,14.1,4.5,.443,16.3,-0.5,0.5,.028
2479,.461,6.5,0.5,-4.7,-1.4,11.5,1.3,.417,Donny Marshall,-3.4,5.3,-0.4,8.7,2.3,12.3,8.4,.457,19.6,-0.6,0.9,.045
2480,.274,9.2,2.5,1.0,0.7,20.6,31.6,.236,Donyell Marshall,0.4,8.5,27.3,16.8,1.7,11.1,14.5,.516,20.9,19.1,59.0,.113
2481,.141,6.0,1.5,-5.0,-0.5,8.6,0.6,.497,Rawle Marshall,-4.5,3.1,-0.3,8.1,1.8,15.8,5.9,.468,16.3,-0.5,0.2,.018
2482,,,,,,,1.9,.377,Tom Marshall,,,2.2,13.4,,,,.447,,,4.1,.076
2483,,2.7,0.9,-7.9,0.3,13.5,0.1,.241,Vester Marshall,-8.2,7.5,-0.2,3.4,1.0,,10.3,.265,,-0.3,-0.1,-0.034
2484,.024,10.0,0.6,-5.1,-1.7,10.6,0.8,.201,Bill Martin,-3.5,6.8,-0.5,10.4,1.7,15.4,8.7,.488,23.0,-0.7,0.3,.016
2485,.000,4.3,3.8,-4.6,0.7,15.5,0.4,.548,Bob Martin,-5.2,7.4,-0.1,6.8,0.7,20.1,11.5,.489,10.9,-0.4,0.3,.026
2486,.000,0.0,2.9,-15.8,-4.3,17.3,0.0,.286,Brian Martin,-11.5,5.5,-0.1,-1.6,0.0,20.2,11.3,.381,19.0,-0.1,-0.1,-0.132
2487,.417,15.7,0.0,-8.6,-3.8,3.8,0.0,.167,Cuonzo Martin,-4.8,7.4,-0.1,4.2,1.6,13.4,5.6,.349,21.4,-0.1,-0.1,-0.151
2488,.331,26.2,0.2,-3.7,-3.2,6.3,2.7,.306,Darrick Martin,-0.4,1.3,6.8,12.5,1.9,15.2,3.7,.500,20.2,-3.9,9.6,.050
2489,,,,,,,-0.1,.155,Dino Martin,,,1.9,,,,,.321,,,1.8,
2490,,,,,,,2.3,.178,Don Martin,,,-1.0,,,,,.305,,,1.3,
2491,.032,7.2,0.4,-8.7,0.8,15.0,0.2,.355,Fernando Martin,-9.5,6.3,-0.6,-0.9,2.2,35.8,10.7,.307,15.0,-0.2,-0.4,-0.144
2492,.112,5.8,1.1,-3.8,-1.1,6.6,1.9,.249,Jeff Martin,-2.7,5.5,0.2,9.3,1.4,8.6,6.0,.468,17.1,-1.2,2.1,.038
2493,.035,10.6,2.8,0.7,2.1,19.1,36.1,.299,Kenyon Martin,-1.5,6.5,11.9,15.0,2.0,12.7,12.8,.513,20.2,15.5,48.0,.100
2494,.338,10.6,0.3,0.1,-2.4,10.0,12.0,.465,Kevin Martin,2.4,2.1,49.3,17.7,1.5,10.2,6.1,.585,24.4,11.3,61.3,.137
2495,,7.4,1.8,-4.6,-1.1,22.4,3.4,.255,LaRue Martin,-3.5,10.5,-1.6,12.1,0.7,,16.8,.452,,-1.9,1.9,.024
2496,.097,15.0,1.2,-6.2,-1.7,10.5,0.4,.444,Maurice Martin,-4.5,5.9,-0.7,9.3,2.0,15.5,8.1,.435,25.3,-0.5,-0.3,-0.033
2497,,,,,,,0.1,.105,Phil Martin,,,-0.2,6.6,,,,.302,,,-0.1,-0.094
2498,,,,,,,28.4,.377,Slater Martin,,,19.0,11.6,,,,.436,,,47.5,.087
2499,,,,,,,0.8,.188,Whitey Martin,,,-1.3,5.4,,,,.359,,,-0.5,-0.022
2500,.218,19.3,0.3,0.2,-0.8,13.0,21.3,.297,Jamal Mashburn,1.1,3.4,22.4,15.7,1.5,12.1,8.2,.504,25.8,12.9,43.7,.092
2501,,,,,,,2.5,.548,Al Masino,,,0.6,9.3,,,,.417,,,3.0,.074
2502,.002,15.2,0.6,2.1,1.9,20.1,39.7,.499,Anthony Mason,0.2,7.4,48.6,14.6,1.1,15.3,13.9,.563,15.2,31.7,88.3,.138
2503,.039,8.9,0.9,-2.4,-0.8,12.4,10.6,.380,Desmond Mason,-1.6,4.7,12.4,12.7,1.2,11.9,8.5,.509,20.2,-1.9,23.1,.056
2504,.528,11.7,0.6,-1.8,-1.5,10.5,6.5,.119,Roger Mason,-0.3,1.0,6.5,10.9,1.1,10.7,5.8,.533,17.6,0.5,13.0,.068
2505,.003,3.5,1.9,-4.6,-1.2,18.1,9.3,.391,Tony Massenburg,-3.3,9.6,6.3,11.9,1.1,14.4,13.8,.519,17.3,-8.0,15.6,.061
2506,,7.2,,,,,1.2,.307,Eddie Mast,,,-0.8,10.0,,,14.3,.421,,,0.4,.019
2507,.011,5.7,,,,,0.7,.296,Johnny Mathis,,,-0.4,7.3,,16.7,13.1,.412,14.1,,0.3,.020
2508,.052,29.3,0.5,-2.9,-1.7,5.4,8.0,.287,Wes Matthews,-1.3,2.1,2.9,13.0,2.3,21.8,3.8,.530,19.5,-2.2,11.0,.057
2509,,,,,,,6.0,.293,Ariel Maughan,,,-1.8,,,,,.340,,,4.2,
2510,.009,3.2,2.9,-3.8,-1.8,22.6,1.2,.500,Marlon Maxey,-2.0,14.9,1.4,15.6,1.2,16.0,18.8,.584,18.8,-0.5,2.6,.109
2511,.002,3.8,3.4,-2.0,0.6,16.3,12.2,.430,Jason Maxiell,-2.5,10.6,8.1,13.0,1.1,12.7,13.4,.518,15.7,0.1,20.3,.086
2512,.003,10.4,1.0,2.8,0.8,14.5,25.3,.730,Cedric Maxwell,2.0,9.9,53.2,16.4,1.3,18.1,12.2,.629,17.1,28.8,78.5,.159
2513,.398,18.6,0.4,-1.4,-1.4,8.3,20.2,.248,Vernon Maxwell,0.0,1.8,7.2,12.7,2.0,13.2,5.1,.498,22.5,3.5,27.4,.054
2514,,8.8,0.5,-4.6,-2.0,12.7,4.6,.268,Don May,-2.6,2.9,6.7,14.4,1.4,,9.1,.501,,-0.6,11.4,.082
2515,.003,11.3,0.3,-1.0,-0.6,12.7,8.0,.328,Scott May,-0.4,7.0,9.4,14.2,1.7,14.7,9.9,.520,21.0,2.0,17.4,.104
2516,.018,10.9,1.9,-2.4,0.2,21.2,2.2,.322,Sean May,-2.5,9.5,0.5,14.9,1.5,14.2,15.2,.508,22.8,-0.2,2.6,.068
2517,.440,25.5,0.3,-4.5,-3.0,5.8,1.5,.177,Lee Mayberry,-1.5,1.6,6.4,10.1,1.8,19.3,3.6,.516,13.2,-6.6,7.9,.036
2518,,5.3,2.4,-3.9,-0.7,17.4,0.9,.390,Clyde Mayes,-3.2,11.4,0.0,10.8,0.4,,14.5,.475,,-0.5,0.9,.044
2519,.414,20.0,0.5,-6.5,-2.2,5.8,0.2,.364,Tharon Mayes,-4.3,1.4,-0.6,6.4,3.2,21.3,3.6,.431,25.1,-0.3,-0.4,-0.075
2520,.000,2.5,1.0,-6.4,-3.8,4.2,0.0,.111,Bill Mayfield,-2.6,14.2,0.0,6.8,0.0,13.7,9.2,.450,16.1,-0.1,0.0,.000
2521,,10.4,0.0,-12.2,-6.4,11.4,0.0,.065,Ken Mayfield,-5.8,1.6,-0.2,7.3,0.0,,6.4,.391,,-0.2,-0.2,-0.134
2522,.274,16.8,0.3,-2.6,-2.0,6.2,1.4,.396,Travis Mays,-0.6,2.8,1.0,11.7,1.7,14.8,4.4,.518,20.9,-0.5,2.4,.039
2523,,,,,,,-0.1,.409,Matt Mazza,,,0.0,,,,,.378,,,0.0,
2524,.003,10.5,2.3,2.1,-0.2,21.8,32.8,.354,Bob McAdoo,2.2,7.6,56.3,20.7,1.3,14.3,14.7,.551,25.8,26.5,89.1,.151
2525,,,,,,,0.2,.197,Ken McBride,,,-0.6,7.9,,,,.366,,,-0.4,-0.084
2526,.008,6.6,2.2,-3.3,0.2,15.5,2.2,.409,Bob McCann,-3.4,7.8,-0.2,10.2,1.7,15.5,11.7,.507,16.1,-0.8,2.0,.041
2527,,,,,,,0.2,.354,Brendan McCann,,,-0.8,6.4,,,,.283,,,-0.6,-0.085
2528,.000,4.1,0.9,-8.5,-1.9,8.5,0.1,.308,Mel McCants,-6.7,1.8,-0.1,5.1,2.3,3.3,5.3,.373,20.0,-0.1,0.0,-0.003
2529,.370,11.5,0.9,-2.5,-2.2,9.2,3.2,.215,Rashad McCants,-0.3,2.6,0.4,12.9,1.9,13.4,5.9,.528,24.6,-0.6,3.6,.035
2530,,,,,,,1.4,.343,Mike McCarron,,,2.9,,,,,.335,,,4.3,
2531,.020,19.3,0.0,-4.5,-1.9,5.7,0.8,.175,Andre McCarter,-2.6,2.8,0.4,10.4,1.4,14.0,4.2,.462,15.1,-0.7,1.1,.046
2532,,14.3,,,,,1.7,.160,Willie McCarter,,,-2.7,8.8,,,3.8,.425,,,-1.0,-0.018
2533,,,,,,,8.1,.317,Johnny McCarthy,,,-3.4,8.8,,,,.396,,,4.7,.026
2534,,,,,,,0.4,.122,Howie McCarty,,,-1.5,,,,,.122,,,-1.1,
2535,.000,0.0,0.0,-24.8,-17.5,29.9,0.0,.000,Kelly McCarty,-7.2,56.0,0.0,31.7,0.0,40.0,43.3,.667,56.6,0.0,0.0,-0.238
2536,.473,10.3,1.3,-1.4,0.0,12.9,10.3,.214,Walter McCarty,-1.4,4.4,3.5,10.1,1.9,14.6,8.6,.501,15.4,1.7,13.7,.064
2537,.014,6.1,2.8,-4.4,1.0,16.5,1.3,.321,Amal McCaskill,-5.4,9.2,-0.8,7.7,1.3,17.5,12.9,.416,14.3,-0.6,0.5,.024
2538,.050,20.2,0.5,-4.8,-0.2,3.7,0.6,.194,Dwayne McClain,-4.6,3.3,-0.9,8.3,3.9,17.0,3.5,.402,21.0,-0.3,-0.3,-0.026
2539,.030,19.5,0.4,0.4,1.4,9.1,16.9,.299,Ted McClain,-1.1,3.9,4.3,12.5,3.2,20.5,6.5,.501,18.3,5.9,21.2,.080
2540,.000,2.9,2.4,-6.6,-3.2,13.3,0.0,.278,Dan McClintock,-3.4,18.5,0.0,9.9,0.0,12.9,15.9,.446,17.8,-0.1,0.0,.007
2541,,,,,,,0.0,.000,Jack McCloskey,,,-0.1,7.8,,,,.333,,,0.0,-0.140
2542,.419,15.7,0.8,-0.7,-1.1,10.9,10.9,.215,George McCloud,0.4,4.1,13.7,12.7,1.7,13.7,7.5,.515,19.4,5.6,24.6,.068
2543,,,,,,,0.1,.483,John McConathy,,,-0.6,1.7,,,,.199,,,-0.5,-0.214
2544,,,,,,,0.4,.408,Bucky McConnell,,,0.1,11.6,,,,.406,,,0.5,.080
2545,.000,16.5,0.0,-7.7,-1.4,11.8,0.0,.000,Keith McCord,-6.3,11.6,0.0,7.9,0.0,33.3,11.7,.500,26.8,0.0,0.0,-0.136
2546,.006,6.9,1.1,-1.5,-0.4,17.6,9.2,.460,Tim McCormick,-1.0,8.5,12.3,12.8,0.7,15.1,13.1,.579,16.5,1.4,21.5,.099
2547,.000,5.7,3.6,-3.1,0.3,19.2,3.6,.388,Jelani McCoy,-3.4,8.3,1.5,12.6,1.0,18.1,13.6,.541,16.0,-1.1,5.1,.064
2548,,10.1,0.0,-4.1,-1.0,12.0,0.3,.407,Paul McCracken,-3.2,5.5,0.2,11.0,2.2,,8.1,.485,,-0.1,0.5,.060
2549,.000,0.0,0.0,-24.6,-4.0,0.0,0.0,.000,Chris McCray,-20.6,0.0,-0.1,-20.7,0.0,40.0,0.0,.000,18.8,-0.1,-0.1,-0.537
2550,.031,15.1,1.1,1.6,1.2,15.2,23.3,.361,Rodney McCray,0.4,7.2,32.7,14.4,1.1,14.9,11.2,.556,15.8,23.0,56.0,.108
2551,.000,10.8,1.6,-3.3,0.8,15.0,0.9,.485,Scooter McCray,-4.1,8.8,-0.5,8.3,1.1,22.2,11.9,.471,14.1,-0.3,0.4,.023
2552,.000,26.4,0.0,6.8,0.1,14.1,0.0,.385,John McCullough,6.6,4.9,0.1,30.7,4.2,16.5,9.6,.691,32.6,0.1,0.1,.239
2553,.261,15.4,0.0,-0.1,-0.6,11.5,0.1,.696,Clint McDaniel,0.5,4.9,0.1,15.6,3.6,6.2,8.2,.499,19.8,0.0,0.2,.151
2554,.024,11.0,1.0,0.1,-0.3,14.7,24.0,.261,Xavier McDaniel,0.4,9.2,23.9,16.1,1.5,12.7,11.9,.522,24.5,13.4,47.8,.091
2555,.000,7.9,2.4,-4.2,-0.5,22.8,5.1,.229,Jim McDaniels,-3.7,9.8,3.9,16.8,0.6,12.1,15.9,.498,24.3,-1.0,9.1,.083
2556,.044,8.5,0.3,-2.8,-0.8,10.8,1.0,.174,Ben McDonald,-2.0,6.3,1.5,8.3,1.0,12.3,8.5,.498,13.3,-0.8,2.5,.033
2557,,9.2,0.9,-5.0,-1.3,8.7,1.6,.144,Glenn McDonald,-3.8,5.6,-0.6,10.3,1.5,,7.1,.426,,-1.1,1.1,.034
2558,,0.0,0.0,-23.4,-2.6,0.0,0.0,,Michael McDonald,-20.8,30.5,-0.1,-22.1,0.0,100.0,15.1,,23.1,0.0,-0.1,-0.638
2559,.032,9.4,,,,14.0,0.9,.327,Roderick McDonald,,11.8,0.3,15.2,,16.0,15.2,.497,22.1,,1.1,.095
2560,.014,6.7,0.9,-3.5,-1.0,16.7,1.4,.394,Hank McDowell,-2.5,11.1,0.6,10.0,0.9,18.0,13.9,.503,15.7,-0.7,2.0,.052
2561,.006,8.1,2.8,0.3,1.2,21.2,38.3,.313,Antonio McDyess,-0.8,10.2,31.5,17.2,1.5,12.3,15.7,.529,21.4,16.4,69.8,.119
2562,.010,20.1,0.6,-2.3,-1.3,5.6,6.3,.315,Jim McElroy,-1.0,2.4,7.7,12.9,1.7,17.4,4.0,.518,19.4,-0.8,14.0,.066
2563,.047,15.8,0.3,-2.2,-1.2,9.5,1.8,.155,Patrick McFarland,-1.0,5.9,0.7,13.3,1.7,15.6,7.7,.491,22.2,-0.1,2.4,.059
2564,.077,4.0,0.0,-5.5,-4.8,11.7,0.0,.538,Ivan McFarlin,-0.7,20.6,0.1,12.2,0.0,5.9,16.1,.466,19.2,0.0,0.1,.102
2565,,,,,,,1.1,.451,Mel McGaha,,,0.4,,,,,.377,,,1.5,
2566,.202,9.9,0.3,-0.9,-1.9,6.7,7.1,.191,Mike McGee,1.0,6.8,8.0,14.0,1.9,11.9,6.7,.535,23.1,2.5,15.1,.078
2567,.000,9.4,,,,,3.0,.320,Bill McGill,,,13.9,19.0,,15.4,11.7,.549,21.7,,16.9,.159
2568,.022,16.3,0.8,3.5,1.6,21.3,46.1,.450,George McGinnis,1.8,11.0,28.5,20.0,2.5,17.3,16.1,.509,27.3,31.3,74.6,.127
2569,,14.6,0.2,-3.4,-2.0,5.1,15.4,.169,Jon McGlocklin,-1.5,1.6,31.7,13.6,1.2,,3.7,.522,,-1.5,47.1,.108
2570,.207,26.3,1.9,4.6,0.7,15.0,36.4,.338,Tracy McGrady,3.9,4.7,60.9,22.1,2.0,10.3,9.8,.519,29.3,50.6,97.3,.152
2571,,4.5,,,,,0.2,.308,Gil McGregor,,,-0.6,6.8,,,13.8,.414,,,-0.4,-0.038
2572,.004,1.7,,,,,0.5,.585,Elton McGriff,,,1.1,12.8,,14.0,13.8,.517,16.7,,1.6,.090
2573,,,,,,,2.8,.698,Alfred McGuire,,,2.7,11.5,,,,.437,,,5.5,.088
2574,,14.7,0.0,-5.7,-1.8,21.0,0.0,.000,Allie McGuire,-3.8,0.0,0.0,10.3,0.0,,10.5,.500,,0.0,0.0,.029
2575,,,,,,,21.2,.539,Dick McGuire,,,29.6,15.5,,,,.455,,,50.9,.115
2576,.013,8.1,3.2,2.5,0.3,16.9,37.1,.369,Kevin McHale,2.2,9.2,76.0,20.0,0.6,11.7,13.2,.605,22.4,33.9,113.0,.180
2577,.037,16.9,,,,,3.2,.361,Maurice McHartley,,,1.8,9.4,,20.7,5.2,.466,22.1,,5.0,.046
2578,.011,2.6,8.8,-0.1,4.2,15.2,9.0,.430,Jim McIlvaine,-4.4,9.4,0.5,10.0,1.2,17.0,12.3,.475,10.4,2.8,9.4,.076
2579,.183,26.3,0.1,-2.6,-2.5,6.7,5.6,.176,Jeff McInnis,-0.1,1.8,17.4,12.6,1.2,12.6,4.2,.493,18.0,-2.5,23.1,.070
2580,,5.9,0.8,-4.5,0.5,12.2,2.6,.204,Kenny McIntosh,-4.9,5.1,-4.1,6.8,1.1,,9.1,.386,,-1.4,-1.5,-0.020
2581,.018,4.1,,,,,0.4,.269,Bob McIntyre,,,-0.6,9.3,,11.9,10.0,.406,18.8,,-0.1,-0.013
2582,.000,0.0,,,,,0.0,.000,Jerry McKee,,,0.0,-29.8,,50.0,0.0,.000,25.4,,0.0,-0.391
2583,.233,13.7,0.4,-2.3,-0.9,7.0,3.2,.224,Kevin McKenna,-1.4,3.3,0.8,10.5,2.5,13.4,5.1,.499,18.1,-0.2,4.0,.056
2584,.071,3.3,0.0,-18.8,-6.3,13.7,0.0,.071,Forrest McKenzie,-12.5,5.0,-0.2,-2.2,1.1,9.4,9.2,.294,30.5,-0.2,-0.2,-0.223
2585,,11.1,0.0,-8.5,-1.2,12.3,3.4,.440,Stan McKenzie,-7.3,2.9,11.1,13.2,1.2,,6.3,.520,,-0.2,14.5,.093
2586,.080,12.4,1.5,2.0,1.5,12.3,30.6,.358,Derrick McKey,0.5,6.5,31.3,13.9,2.0,15.5,9.4,.551,17.5,27.3,61.8,.109
2587,.214,18.2,0.7,0.7,1.3,12.7,26.2,.236,Aaron McKie,-0.6,2.9,13.8,12.8,2.5,15.6,7.8,.514,15.9,12.9,40.0,.100
